町丁名,世帯数,男,女
四谷１丁目,18,14,8
四谷２丁目,33,23,16
四谷３丁目,28,25,13
四谷４丁目,195,120,112
四谷本塩町,17,9,11
四谷三栄町,68,42,52
四谷坂町,110,70,71
若葉１丁目,88,70,49
若葉２丁目,32,24,15
若葉３丁目,48,28,33
須賀町,40,23,20
左門町,60,37,31
信濃町,27,11,17
南元町,147,87,87
荒木町,157,94,93
舟町,69,43,36
愛住町,61,46,28
大京町,117,85,64
霞ヶ丘町,0,0,0
内藤町,35,21,25
片町,23,9,14
新宿１丁目,328,189,197
新宿２丁目,107,66,55
新宿３丁目,9,7,8
新宿４丁目,10,5,6
新宿５丁目,274,156,161
新宿６丁目,465,307,285
新宿７丁目,836,551,519
歌舞伎町１丁目,13,11,5
歌舞伎町２丁目,389,209,273
市谷田町１丁目,1,0,1
市谷田町２丁目,14,14,14
市谷田町３丁目,20,7,18
市谷本村町,69,66,69
市谷砂土原町１丁目,6,6,5
市谷砂土原町２丁目,25,18,13
市谷砂土原町３丁目,65,86,61
市谷左内町,15,10,9
市谷加賀町１丁目,0,0,0
市谷加賀町２丁目,56,40,39
市谷甲良町,11,10,12
市谷船河原町,8,14,10
市谷長延寺町,4,0,4
市谷鷹匠町,0,0,0
市谷山伏町,19,15,14
市谷八幡町,2,1,1
神楽坂１丁目,1,1,0
神楽坂２丁目,11,5,6
神楽坂３丁目,14,11,8
神楽坂４丁目,4,2,3
神楽坂５丁目,17,15,4
神楽坂６丁目,23,13,11
細工町,7,2,5
二十騎町,17,12,12
揚場町,1,1,0
津久戸町,3,3,0
東五軒町,56,29,36
西五軒町,71,57,37
赤城元町,11,7,5
南榎町,50,37,26
袋町,11,9,7
払方町,48,38,41
南町,18,16,9
北町,10,9,6
納戸町,46,26,24
南山伏町,10,8,6
北山伏町,23,14,13
白銀町,36,28,16
下宮比町,10,6,6
矢来町,123,64,70
若宮町,42,51,57
岩戸町,15,8,9
中町,12,7,8
箪笥町,15,8,7
横寺町,12,7,7
筑土八幡町,29,20,15
新小川町,112,76,59
神楽河岸,0,0,0
市谷薬王寺町,151,113,128
市谷柳町,46,33,21
市谷仲之町,138,165,156
赤城下町,50,35,17
天神町,70,32,41
榎町,26,10,18
東榎町,32,17,17
早稲田町,108,65,56
早稲田南町,70,49,31
馬場下町,35,20,22
原町１丁目,67,45,48
原町２丁目,58,47,50
原町３丁目,111,105,110
喜久井町,92,62,49
築地町,20,14,6
弁天町,150,89,95
中里町,9,4,6
山吹町,170,85,104
改代町,23,7,17
水道町,29,18,18
早稲田鶴巻町,673,361,374
住吉町,160,106,97
市谷台町,105,66,62
河田町,302,348,384
若松町,351,297,297
余丁町,180,120,118
戸山１丁目,163,82,109
戸山２丁目,292,154,282
戸山３丁目,86,51,50
富久町,408,269,282
百人町１丁目,1522,919,812
百人町２丁目,1759,1180,963
百人町３丁目,293,228,252
百人町４丁目,198,192,203
大久保１丁目,1885,1134,1044
大久保２丁目,2605,1657,1552
大久保３丁目,363,269,320
戸塚町１丁目,39,17,31
西早稲田１丁目,703,341,457
西早稲田２丁目,1169,568,692
西早稲田３丁目,998,569,534
高田馬場１丁目,689,414,377
高田馬場２丁目,299,185,155
高田馬場３丁目,1002,640,516
高田馬場４丁目,1091,734,578
下落合１丁目,820,465,436
下落合２丁目,324,223,179
下落合３丁目,248,155,130
下落合４丁目,442,257,225
中落合１丁目,246,140,142
中落合２丁目,316,207,178
中落合３丁目,147,82,88
中落合４丁目,187,100,110
上落合１丁目,454,284,262
上落合２丁目,372,216,196
上落合３丁目,385,200,221
西落合１丁目,224,119,130
西落合２丁目,223,105,158
西落合３丁目,136,72,80
西落合４丁目,219,142,86
中井１丁目,130,66,76
中井２丁目,195,97,128
北新宿１丁目,1576,1004,862
北新宿２丁目,481,316,311
北新宿３丁目,1518,936,866
北新宿４丁目,1196,832,658
西新宿１丁目,2,1,1
西新宿２丁目,0,0,0
西新宿３丁目,212,129,105
西新宿４丁目,489,270,291
西新宿５丁目,354,234,257
西新宿６丁目,325,247,218
西新宿７丁目,215,129,112
西新宿８丁目,283,179,164
