町丁名,世帯数,男,女
四谷１丁目,269,231,298
四谷２丁目,257,198,214
四谷３丁目,287,187,220
四谷４丁目,2174,1707,1594
四谷本塩町,326,249,235
四谷三栄町,1093,931,986
四谷坂町,1572,1206,1154
若葉１丁目,1377,1224,1227
若葉２丁目,525,449,443
若葉３丁目,611,484,445
須賀町,770,652,644
左門町,1047,691,874
信濃町,504,350,454
南元町,1333,1088,1288
荒木町,1636,1195,1191
舟町,1073,721,777
愛住町,874,662,651
大京町,2348,1731,2020
霞ヶ丘町,0,0,0
内藤町,650,563,660
片町,332,227,218
新宿１丁目,2810,1969,1749
新宿２丁目,783,589,446
新宿３丁目,75,64,33
新宿４丁目,169,126,90
新宿５丁目,2024,1359,1085
新宿６丁目,2837,2029,1682
新宿７丁目,3733,2876,2674
歌舞伎町１丁目,141,106,50
歌舞伎町２丁目,1492,1192,498
市谷田町１丁目,15,9,14
市谷田町２丁目,318,242,331
市谷田町３丁目,186,146,166
市谷本村町,1676,1448,1030
市谷砂土原町１丁目,100,89,106
市谷砂土原町２丁目,258,197,237
市谷砂土原町３丁目,456,447,489
市谷左内町,257,222,248
市谷加賀町１丁目,242,297,344
市谷加賀町２丁目,960,721,982
市谷甲良町,454,363,441
市谷船河原町,67,81,77
市谷長延寺町,69,24,69
市谷鷹匠町,42,32,30
市谷山伏町,308,258,290
市谷八幡町,67,58,61
神楽坂１丁目,11,12,14
神楽坂２丁目,122,84,110
神楽坂３丁目,263,207,178
神楽坂４丁目,90,80,91
神楽坂５丁目,375,307,371
神楽坂６丁目,510,351,412
細工町,247,205,196
二十騎町,386,282,346
揚場町,63,53,52
津久戸町,61,42,42
東五軒町,1211,1031,1172
西五軒町,961,801,846
赤城元町,247,203,226
南榎町,663,644,709
袋町,430,407,407
払方町,502,438,484
南町,383,395,427
北町,516,451,533
納戸町,582,520,604
南山伏町,417,328,365
北山伏町,359,226,309
白銀町,748,596,765
下宮比町,187,101,140
矢来町,2434,1994,2227
若宮町,526,439,457
岩戸町,399,260,328
中町,251,251,241
箪笥町,445,287,343
横寺町,583,442,467
筑土八幡町,599,428,535
新小川町,2118,1692,1637
神楽河岸,0,0,0
市谷薬王寺町,2062,1496,1647
市谷柳町,937,592,735
市谷仲之町,1302,1044,1210
赤城下町,836,653,621
天神町,694,503,556
榎町,479,324,329
東榎町,253,157,172
早稲田町,755,502,599
早稲田南町,417,335,356
馬場下町,283,217,222
原町１丁目,811,653,706
原町２丁目,658,594,572
原町３丁目,1142,847,1004
喜久井町,1076,904,910
築地町,307,239,285
弁天町,2040,1672,1807
中里町,343,308,347
山吹町,2502,1755,1909
改代町,379,300,276
水道町,696,461,476
早稲田鶴巻町,3333,2377,2465
住吉町,1701,1221,1276
市谷台町,912,670,677
河田町,1189,1033,1000
若松町,3219,2452,2813
余丁町,2443,1857,1968
戸山１丁目,1415,1090,1207
戸山２丁目,3097,1778,2847
戸山３丁目,597,503,532
富久町,3937,3350,3281
百人町１丁目,1823,1376,868
百人町２丁目,2083,1523,1265
百人町３丁目,2357,2275,2466
百人町４丁目,1542,976,1340
大久保１丁目,1822,1277,1002
大久保２丁目,3732,2767,2408
大久保３丁目,2134,2002,2080
戸塚町１丁目,106,77,77
西早稲田１丁目,2990,2233,2415
西早稲田２丁目,3169,2527,2424
西早稲田３丁目,3322,2881,2833
高田馬場１丁目,2409,1931,1777
高田馬場２丁目,1103,870,706
高田馬場３丁目,3316,2490,2228
高田馬場４丁目,3389,2777,2554
下落合１丁目,1413,961,982
下落合２丁目,1884,1631,1741
下落合３丁目,2475,1888,2384
下落合４丁目,2370,1950,2067
中落合１丁目,2296,1744,1778
中落合２丁目,2663,2252,2374
中落合３丁目,2302,1891,2067
中落合４丁目,1616,1434,1429
上落合１丁目,3090,2467,2442
上落合２丁目,2970,2257,2144
上落合３丁目,2980,2201,2057
西落合１丁目,2791,2139,2225
西落合２丁目,2451,2009,2002
西落合３丁目,1858,1465,1597
西落合４丁目,1328,1078,1171
中井１丁目,1180,876,724
中井２丁目,1613,1488,1534
北新宿１丁目,4122,3009,2551
北新宿２丁目,3017,2546,2218
北新宿３丁目,3741,2789,2621
北新宿４丁目,3484,2553,2446
西新宿１丁目,28,22,21
西新宿２丁目,1,1,4
西新宿３丁目,1379,949,852
西新宿４丁目,4743,3471,3136
西新宿５丁目,2676,2051,1847
西新宿６丁目,2126,1665,1446
西新宿７丁目,1553,1208,842
西新宿８丁目,2082,1496,1377
