町丁名,世帯数,男,女,date
市谷砂土原町１丁目,1,2,2,2021-03-01
市谷砂土原町２丁目,15,14,5,2021-03-01
市谷砂土原町３丁目,67,88,60,2021-03-01
市谷左内町,8,5,6,2021-03-01
市谷加賀町１丁目,0,0,0,2021-03-01
市谷加賀町２丁目,65,43,43,2021-03-01
市谷甲良町,34,25,18,2021-03-01
市谷船河原町,5,6,8,2021-03-01
市谷長延寺町,7,2,5,2021-03-01
市谷鷹匠町,0,0,0,2021-03-01
市谷山伏町,16,12,11,2021-03-01
市谷八幡町,2,1,1,2021-03-01
神楽坂１丁目,0,0,0,2021-03-01
神楽坂２丁目,7,3,4,2021-03-01
神楽坂３丁目,13,9,7,2021-03-01
神楽坂４丁目,4,2,3,2021-03-01
神楽坂５丁目,12,9,6,2021-03-01
神楽坂６丁目,25,16,12,2021-03-01
細工町,17,9,10,2021-03-01
二十騎町,17,12,11,2021-03-01
揚場町,2,2,0,2021-03-01
津久戸町,3,2,1,2021-03-01
東五軒町,67,34,40,2021-03-01
西五軒町,77,53,42,2021-03-01
赤城元町,5,3,3,2021-03-01
南榎町,41,31,19,2021-03-01
袋町,16,12,7,2021-03-01
払方町,35,30,34,2021-03-01
南町,19,21,10,2021-03-01
北町,13,10,6,2021-03-01
納戸町,49,36,23,2021-03-01
南山伏町,9,7,5,2021-03-01
北山伏町,30,12,22,2021-03-01
白銀町,32,20,17,2021-03-01
下宮比町,7,3,5,2021-03-01
矢来町,113,69,67,2021-03-01
若宮町,36,45,51,2021-03-01
岩戸町,20,12,12,2021-03-01
中町,7,4,5,2021-03-01
箪笥町,14,10,7,2021-03-01
横寺町,21,12,9,2021-03-01
筑土八幡町,15,7,13,2021-03-01
新小川町,104,60,62,2021-03-01
神楽河岸,0,0,0,2021-03-01
市谷薬王寺町,170,136,151,2021-03-01
市谷柳町,38,29,19,2021-03-01
市谷仲之町,142,146,150,2021-03-01
赤城下町,39,27,18,2021-03-01
天神町,54,27,29,2021-03-01
榎町,18,5,13,2021-03-01
東榎町,19,8,12,2021-03-01
早稲田町,124,62,77,2021-03-01
早稲田南町,52,37,20,2021-03-01
馬場下町,31,17,20,2021-03-01
原町１丁目,82,43,54,2021-03-01
原町２丁目,47,38,36,2021-03-01
原町３丁目,119,111,120,2021-03-01
喜久井町,72,49,40,2021-03-01
築地町,11,9,2,2021-03-01
弁天町,137,79,88,2021-03-01
中里町,6,1,5,2021-03-01
山吹町,236,118,146,2021-03-01
改代町,27,14,14,2021-03-01
水道町,49,25,30,2021-03-01
早稲田鶴巻町,540,287,312,2021-03-01
住吉町,143,95,101,2021-03-01
市谷台町,92,59,51,2021-03-01
河田町,305,334,372,2021-03-01
若松町,305,257,255,2021-03-01
余丁町,171,127,119,2021-03-01
戸山１丁目,143,79,103,2021-03-01
戸山２丁目,305,155,293,2021-03-01
戸山３丁目,76,45,44,2021-03-01
富久町,358,228,258,2021-03-01
百人町１丁目,1149,742,586,2021-03-01
百人町２丁目,1467,1035,809,2021-03-01
百人町３丁目,304,244,271,2021-03-01
百人町４丁目,200,181,209,2021-03-01
大久保１丁目,1407,824,839,2021-03-01
大久保２丁目,1946,1287,1234,2021-03-01
大久保３丁目,403,297,344,2021-03-01
戸塚町１丁目,27,11,19,2021-03-01
西早稲田１丁目,648,357,390,2021-03-01
西早稲田２丁目,702,410,387,2021-03-01
西早稲田３丁目,799,449,442,2021-03-01
高田馬場１丁目,525,320,298,2021-03-01
高田馬場２丁目,273,165,133,2021-03-01
高田馬場３丁目,869,551,444,2021-03-01
高田馬場４丁目,846,590,496,2021-03-01
下落合１丁目,640,374,344,2021-03-01
下落合２丁目,317,210,172,2021-03-01
下落合３丁目,241,156,128,2021-03-01
下落合４丁目,334,191,174,2021-03-01
中落合１丁目,267,169,132,2021-03-01
中落合２丁目,269,175,155,2021-03-01
中落合３丁目,144,85,84,2021-03-01
中落合４丁目,141,83,85,2021-03-01
上落合１丁目,317,220,187,2021-03-01
上落合２丁目,300,182,172,2021-03-01
上落合３丁目,301,162,176,2021-03-01
西落合１丁目,169,82,114,2021-03-01
西落合２丁目,199,120,119,2021-03-01
西落合３丁目,132,70,76,2021-03-01
西落合４丁目,77,45,42,2021-03-01
中井１丁目,114,76,52,2021-03-01
中井２丁目,157,95,90,2021-03-01
北新宿１丁目,1383,926,729,2021-03-01
北新宿２丁目,381,266,270,2021-03-01
北新宿３丁目,1229,850,693,2021-03-01
北新宿４丁目,919,618,549,2021-03-01
西新宿１丁目,2,2,0,2021-03-01
西新宿２丁目,0,0,0,2021-03-01
西新宿３丁目,228,134,117,2021-03-01
西新宿４丁目,480,286,260,2021-03-01
西新宿５丁目,271,177,198,2021-03-01
西新宿６丁目,334,255,228,2021-03-01
西新宿７丁目,202,120,102,2021-03-01
西新宿８丁目,242,139,153,2021-03-01
四谷１丁目,14,11,7,2021-02-01
四谷２丁目,17,13,12,2021-02-01
四谷３丁目,20,16,9,2021-02-01
四谷４丁目,200,112,113,2021-02-01
四谷本塩町,17,8,12,2021-02-01
四谷三栄町,59,42,36,2021-02-01
四谷坂町,129,87,78,2021-02-01
若葉１丁目,81,62,49,2021-02-01
若葉２丁目,39,21,24,2021-02-01
若葉３丁目,60,28,42,2021-02-01
須賀町,45,32,19,2021-02-01
左門町,72,44,34,2021-02-01
信濃町,41,16,25,2021-02-01
南元町,99,65,63,2021-02-01
荒木町,131,78,73,2021-02-01
舟町,63,38,27,2021-02-01
愛住町,93,69,37,2021-02-01
大京町,134,101,61,2021-02-01
霞ヶ丘町,2,2,0,2021-02-01
内藤町,44,25,31,2021-02-01
片町,24,11,13,2021-02-01
新宿１丁目,297,161,167,2021-02-01
新宿２丁目,117,67,59,2021-02-01
新宿３丁目,7,6,7,2021-02-01
新宿４丁目,7,4,4,2021-02-01
新宿５丁目,243,152,130,2021-02-01
新宿６丁目,390,242,252,2021-02-01
新宿７丁目,739,497,465,2021-02-01
歌舞伎町１丁目,11,9,3,2021-02-01
歌舞伎町２丁目,432,233,281,2021-02-01
市谷田町１丁目,1,0,1,2021-02-01
市谷田町２丁目,15,13,12,2021-02-01
市谷田町３丁目,17,6,14,2021-02-01
市谷本村町,72,72,70,2021-02-01
市谷砂土原町１丁目,1,2,2,2021-02-01
市谷砂土原町２丁目,16,14,6,2021-02-01
市谷砂土原町３丁目,70,90,64,2021-02-01
市谷左内町,9,5,7,2021-02-01
市谷加賀町１丁目,0,0,0,2021-02-01
市谷加賀町２丁目,66,44,46,2021-02-01
市谷甲良町,34,25,18,2021-02-01
市谷船河原町,5,6,6,2021-02-01
市谷長延寺町,7,2,5,2021-02-01
市谷鷹匠町,0,0,0,2021-02-01
市谷山伏町,16,12,11,2021-02-01
市谷八幡町,2,1,1,2021-02-01
神楽坂１丁目,0,0,0,2021-02-01
神楽坂２丁目,7,3,4,2021-02-01
神楽坂３丁目,14,10,7,2021-02-01
神楽坂４丁目,4,2,3,2021-02-01
神楽坂５丁目,12,8,6,2021-02-01
神楽坂６丁目,26,16,13,2021-02-01
細工町,17,9,10,2021-02-01
二十騎町,17,12,11,2021-02-01
揚場町,2,2,0,2021-02-01
津久戸町,3,2,1,2021-02-01
東五軒町,65,33,39,2021-02-01
西五軒町,78,54,42,2021-02-01
赤城元町,5,3,3,2021-02-01
南榎町,40,30,19,2021-02-01
袋町,17,14,9,2021-02-01
払方町,35,30,34,2021-02-01
南町,20,21,11,2021-02-01
北町,12,10,5,2021-02-01
納戸町,49,36,23,2021-02-01
南山伏町,9,7,5,2021-02-01
北山伏町,30,13,21,2021-02-01
白銀町,32,20,17,2021-02-01
下宮比町,8,4,5,2021-02-01
矢来町,114,70,68,2021-02-01
若宮町,35,44,48,2021-02-01
岩戸町,19,11,12,2021-02-01
中町,8,5,5,2021-02-01
箪笥町,13,9,7,2021-02-01
横寺町,21,12,9,2021-02-01
筑土八幡町,15,7,13,2021-02-01
新小川町,104,58,63,2021-02-01
神楽河岸,0,0,0,2021-02-01
市谷薬王寺町,170,137,147,2021-02-01
市谷柳町,39,29,20,2021-02-01
市谷仲之町,140,146,150,2021-02-01
赤城下町,39,27,18,2021-02-01
天神町,54,28,28,2021-02-01
榎町,21,8,13,2021-02-01
東榎町,20,8,13,2021-02-01
早稲田町,128,65,78,2021-02-01
早稲田南町,56,41,21,2021-02-01
馬場下町,31,17,20,2021-02-01
原町１丁目,87,46,58,2021-02-01
原町２丁目,47,37,36,2021-02-01
原町３丁目,122,114,122,2021-02-01
喜久井町,77,52,44,2021-02-01
築地町,12,9,3,2021-02-01
弁天町,150,85,96,2021-02-01
中里町,6,1,5,2021-02-01
山吹町,239,121,146,2021-02-01
改代町,27,14,14,2021-02-01
水道町,47,24,29,2021-02-01
早稲田鶴巻町,555,297,315,2021-02-01
住吉町,145,96,103,2021-02-01
市谷台町,94,64,53,2021-02-01
河田町,307,339,374,2021-02-01
若松町,312,260,262,2021-02-01
余丁町,171,129,120,2021-02-01
戸山１丁目,145,81,103,2021-02-01
戸山２丁目,298,146,285,2021-02-01
戸山３丁目,77,45,46,2021-02-01
富久町,356,229,257,2021-02-01
百人町１丁目,1188,760,606,2021-02-01
百人町２丁目,1489,1047,822,2021-02-01
百人町３丁目,307,242,278,2021-02-01
百人町４丁目,202,182,208,2021-02-01
大久保１丁目,1432,840,852,2021-02-01
大久保２丁目,1939,1282,1238,2021-02-01
大久保３丁目,406,300,342,2021-02-01
戸塚町１丁目,29,13,19,2021-02-01
西早稲田１丁目,672,368,403,2021-02-01
西早稲田２丁目,726,416,403,2021-02-01
西早稲田３丁目,783,443,437,2021-02-01
高田馬場１丁目,544,326,311,2021-02-01
高田馬場２丁目,281,170,138,2021-02-01
高田馬場３丁目,890,561,456,2021-02-01
高田馬場４丁目,861,602,507,2021-02-01
下落合１丁目,650,383,345,2021-02-01
下落合２丁目,320,215,173,2021-02-01
下落合３丁目,237,151,129,2021-02-01
下落合４丁目,327,189,165,2021-02-01
中落合１丁目,268,173,131,2021-02-01
中落合２丁目,274,181,156,2021-02-01
中落合３丁目,142,82,85,2021-02-01
中落合４丁目,139,79,87,2021-02-01
上落合１丁目,328,229,191,2021-02-01
上落合２丁目,306,185,174,2021-02-01
上落合３丁目,305,165,177,2021-02-01
西落合１丁目,170,81,116,2021-02-01
西落合２丁目,208,125,123,2021-02-01
西落合３丁目,129,66,77,2021-02-01
西落合４丁目,75,43,41,2021-02-01
中井１丁目,113,77,53,2021-02-01
中井２丁目,153,92,89,2021-02-01
北新宿１丁目,1407,944,741,2021-02-01
北新宿２丁目,381,268,270,2021-02-01
北新宿３丁目,1244,862,698,2021-02-01
北新宿４丁目,926,616,559,2021-02-01
西新宿１丁目,2,1,1,2021-02-01
西新宿２丁目,0,0,0,2021-02-01
西新宿３丁目,227,136,114,2021-02-01
西新宿４丁目,487,295,264,2021-02-01
西新宿５丁目,277,183,200,2021-02-01
西新宿６丁目,335,251,229,2021-02-01
西新宿７丁目,207,124,107,2021-02-01
西新宿８丁目,280,142,189,2021-02-01
四谷１丁目,14,11,7,2021-01-01
四谷２丁目,17,13,10,2021-01-01
四谷３丁目,22,18,10,2021-01-01
四谷４丁目,195,109,113,2021-01-01
四谷本塩町,19,10,12,2021-01-01
四谷三栄町,60,42,38,2021-01-01
四谷坂町,129,89,78,2021-01-01
若葉１丁目,83,63,49,2021-01-01
若葉２丁目,38,22,24,2021-01-01
若葉３丁目,60,28,42,2021-01-01
須賀町,47,34,20,2021-01-01
左門町,71,44,33,2021-01-01
信濃町,42,18,24,2021-01-01
南元町,96,62,60,2021-01-01
荒木町,132,77,77,2021-01-01
舟町,59,35,27,2021-01-01
愛住町,70,49,32,2021-01-01
大京町,135,99,63,2021-01-01
霞ヶ丘町,2,2,0,2021-01-01
内藤町,45,25,32,2021-01-01
片町,23,10,13,2021-01-01
新宿１丁目,293,158,170,2021-01-01
新宿２丁目,106,62,52,2021-01-01
新宿３丁目,8,7,7,2021-01-01
新宿４丁目,9,4,6,2021-01-01
新宿５丁目,251,154,135,2021-01-01
新宿６丁目,389,240,252,2021-01-01
新宿７丁目,711,481,454,2021-01-01
歌舞伎町１丁目,12,10,3,2021-01-01
歌舞伎町２丁目,419,226,275,2021-01-01
市谷田町１丁目,1,0,1,2021-01-01
市谷田町２丁目,15,14,12,2021-01-01
市谷田町３丁目,17,6,14,2021-01-01
市谷本村町,71,71,68,2021-01-01
市谷砂土原町１丁目,1,3,2,2021-01-01
市谷砂土原町２丁目,17,14,7,2021-01-01
市谷砂土原町３丁目,68,87,60,2021-01-01
市谷左内町,9,5,7,2021-01-01
市谷加賀町１丁目,0,0,0,2021-01-01
市谷加賀町２丁目,64,43,45,2021-01-01
市谷甲良町,33,25,17,2021-01-01
市谷船河原町,5,6,6,2021-01-01
市谷長延寺町,7,2,5,2021-01-01
市谷鷹匠町,0,0,0,2021-01-01
市谷山伏町,15,12,10,2021-01-01
市谷八幡町,2,1,1,2021-01-01
神楽坂１丁目,1,1,0,2021-01-01
神楽坂２丁目,7,3,4,2021-01-01
神楽坂３丁目,13,9,7,2021-01-01
神楽坂４丁目,4,2,3,2021-01-01
神楽坂５丁目,13,9,6,2021-01-01
神楽坂６丁目,25,15,13,2021-01-01
細工町,16,9,9,2021-01-01
二十騎町,17,12,11,2021-01-01
揚場町,2,2,0,2021-01-01
津久戸町,3,2,1,2021-01-01
東五軒町,66,33,39,2021-01-01
西五軒町,77,53,42,2021-01-01
赤城元町,5,3,3,2021-01-01
南榎町,36,28,17,2021-01-01
袋町,16,12,7,2021-01-01
払方町,35,30,34,2021-01-01
南町,21,22,11,2021-01-01
北町,12,10,5,2021-01-01
納戸町,50,36,24,2021-01-01
南山伏町,9,7,5,2021-01-01
北山伏町,30,14,20,2021-01-01
白銀町,32,20,17,2021-01-01
下宮比町,8,4,5,2021-01-01
矢来町,113,70,66,2021-01-01
若宮町,35,44,48,2021-01-01
岩戸町,19,11,12,2021-01-01
中町,9,6,6,2021-01-01
箪笥町,12,9,6,2021-01-01
横寺町,21,12,9,2021-01-01
筑土八幡町,13,7,11,2021-01-01
新小川町,101,55,61,2021-01-01
神楽河岸,0,0,0,2021-01-01
市谷薬王寺町,170,136,147,2021-01-01
市谷柳町,40,30,20,2021-01-01
市谷仲之町,140,144,151,2021-01-01
赤城下町,40,26,18,2021-01-01
天神町,53,28,27,2021-01-01
榎町,18,8,10,2021-01-01
東榎町,20,9,12,2021-01-01
早稲田町,126,68,73,2021-01-01
早稲田南町,55,39,22,2021-01-01
馬場下町,31,17,20,2021-01-01
原町１丁目,87,46,58,2021-01-01
原町２丁目,45,35,35,2021-01-01
原町３丁目,123,114,117,2021-01-01
喜久井町,74,50,42,2021-01-01
築地町,13,9,4,2021-01-01
弁天町,149,88,96,2021-01-01
中里町,6,1,5,2021-01-01
山吹町,243,122,150,2021-01-01
改代町,27,13,15,2021-01-01
水道町,46,23,29,2021-01-01
早稲田鶴巻町,554,299,316,2021-01-01
住吉町,146,100,105,2021-01-01
市谷台町,95,62,58,2021-01-01
河田町,307,339,377,2021-01-01
若松町,315,263,264,2021-01-01
余丁町,168,128,113,2021-01-01
戸山１丁目,145,80,105,2021-01-01
戸山２丁目,296,141,284,2021-01-01
戸山３丁目,76,42,48,2021-01-01
富久町,358,229,257,2021-01-01
百人町１丁目,1165,737,601,2021-01-01
百人町２丁目,1496,1045,831,2021-01-01
百人町３丁目,301,240,274,2021-01-01
百人町４丁目,194,173,203,2021-01-01
大久保１丁目,1412,834,841,2021-01-01
大久保２丁目,1951,1283,1247,2021-01-01
大久保３丁目,401,295,337,2021-01-01
戸塚町１丁目,27,13,17,2021-01-01
西早稲田１丁目,647,352,396,2021-01-01
西早稲田２丁目,705,409,389,2021-01-01
西早稲田３丁目,753,416,431,2021-01-01
高田馬場１丁目,537,322,313,2021-01-01
高田馬場２丁目,261,161,126,2021-01-01
高田馬場３丁目,850,537,444,2021-01-01
高田馬場４丁目,831,586,492,2021-01-01
下落合１丁目,629,378,330,2021-01-01
下落合２丁目,313,210,172,2021-01-01
下落合３丁目,231,144,131,2021-01-01
下落合４丁目,323,185,166,2021-01-01
中落合１丁目,262,168,129,2021-01-01
中落合２丁目,279,188,155,2021-01-01
中落合３丁目,140,80,85,2021-01-01
中落合４丁目,135,79,83,2021-01-01
上落合１丁目,320,223,191,2021-01-01
上落合２丁目,295,175,168,2021-01-01
上落合３丁目,305,159,183,2021-01-01
西落合１丁目,178,85,123,2021-01-01
西落合２丁目,199,121,120,2021-01-01
西落合３丁目,131,71,74,2021-01-01
西落合４丁目,77,45,41,2021-01-01
中井１丁目,112,75,52,2021-01-01
中井２丁目,149,91,86,2021-01-01
北新宿１丁目,1402,946,743,2021-01-01
北新宿２丁目,370,261,267,2021-01-01
北新宿３丁目,1218,857,678,2021-01-01
北新宿４丁目,910,613,554,2021-01-01
西新宿１丁目,2,1,1,2021-01-01
西新宿２丁目,0,0,0,2021-01-01
西新宿３丁目,223,135,112,2021-01-01
西新宿４丁目,487,291,271,2021-01-01
西新宿５丁目,278,182,205,2021-01-01
西新宿６丁目,329,250,227,2021-01-01
西新宿７丁目,205,125,104,2021-01-01
西新宿８丁目,255,144,166,2021-01-01
四谷１丁目,17,15,8,2022-12-01
四谷２丁目,28,15,18,2022-12-01
四谷３丁目,22,13,13,2022-12-01
四谷４丁目,196,109,113,2022-12-01
四谷本塩町,19,10,11,2022-12-01
四谷三栄町,69,44,45,2022-12-01
四谷坂町,142,99,84,2022-12-01
若葉１丁目,96,77,51,2022-12-01
若葉２丁目,51,31,25,2022-12-01
若葉３丁目,59,31,38,2022-12-01
須賀町,45,32,22,2022-12-01
左門町,74,35,42,2022-12-01
信濃町,83,47,39,2022-12-01
南元町,131,73,82,2022-12-01
荒木町,141,88,86,2022-12-01
舟町,69,39,33,2022-12-01
愛住町,67,55,26,2022-12-01
大京町,157,102,76,2022-12-01
霞ヶ丘町,1,1,0,2022-12-01
内藤町,47,29,33,2022-12-01
片町,27,11,19,2022-12-01
新宿１丁目,345,207,202,2022-12-01
新宿２丁目,117,84,46,2022-12-01
新宿３丁目,5,4,2,2022-12-01
新宿４丁目,5,4,2,2022-12-01
新宿５丁目,273,165,144,2022-12-01
新宿６丁目,383,247,244,2022-12-01
新宿７丁目,706,476,450,2022-12-01
歌舞伎町１丁目,8,6,3,2022-12-01
歌舞伎町２丁目,302,165,193,2022-12-01
市谷田町１丁目,1,0,1,2022-12-01
市谷田町２丁目,13,12,7,2022-12-01
市谷田町３丁目,18,6,17,2022-12-01
市谷本村町,73,70,68,2022-12-01
市谷砂土原町１丁目,3,3,3,2022-12-01
市谷砂土原町２丁目,17,14,7,2022-12-01
市谷砂土原町３丁目,58,65,43,2022-12-01
市谷左内町,12,9,8,2022-12-01
市谷加賀町１丁目,6,6,7,2022-12-01
市谷加賀町２丁目,65,40,53,2022-12-01
市谷甲良町,31,26,15,2022-12-01
市谷船河原町,6,10,7,2022-12-01
市谷長延寺町,10,6,4,2022-12-01
市谷鷹匠町,18,12,6,2022-12-01
市谷山伏町,17,9,13,2022-12-01
市谷八幡町,3,1,2,2022-12-01
神楽坂１丁目,0,0,0,2022-12-01
神楽坂２丁目,6,3,3,2022-12-01
神楽坂３丁目,16,15,7,2022-12-01
神楽坂４丁目,5,3,2,2022-12-01
神楽坂５丁目,9,8,4,2022-12-01
神楽坂６丁目,32,24,10,2022-12-01
細工町,13,5,10,2022-12-01
二十騎町,27,22,14,2022-12-01
揚場町,1,1,0,2022-12-01
津久戸町,2,1,1,2022-12-01
東五軒町,87,47,49,2022-12-01
西五軒町,119,80,58,2022-12-01
赤城元町,9,5,6,2022-12-01
南榎町,44,35,18,2022-12-01
袋町,21,13,10,2022-12-01
払方町,37,24,28,2022-12-01
南町,15,14,6,2022-12-01
北町,21,17,9,2022-12-01
納戸町,45,32,20,2022-12-01
南山伏町,22,19,13,2022-12-01
北山伏町,40,18,28,2022-12-01
白銀町,43,25,28,2022-12-01
下宮比町,11,4,7,2022-12-01
矢来町,135,83,74,2022-12-01
若宮町,40,48,44,2022-12-01
岩戸町,23,12,18,2022-12-01
中町,11,12,5,2022-12-01
箪笥町,34,20,18,2022-12-01
横寺町,17,8,9,2022-12-01
筑土八幡町,35,23,22,2022-12-01
新小川町,130,69,74,2022-12-01
神楽河岸,0,0,0,2022-12-01
市谷薬王寺町,173,137,154,2022-12-01
市谷柳町,49,34,28,2022-12-01
市谷仲之町,146,162,155,2022-12-01
赤城下町,47,29,24,2022-12-01
天神町,69,31,40,2022-12-01
榎町,25,7,18,2022-12-01
東榎町,33,14,20,2022-12-01
早稲田町,164,88,94,2022-12-01
早稲田南町,73,46,37,2022-12-01
馬場下町,24,16,13,2022-12-01
原町１丁目,96,53,53,2022-12-01
原町２丁目,59,45,38,2022-12-01
原町３丁目,117,96,102,2022-12-01
喜久井町,87,60,39,2022-12-01
築地町,14,10,4,2022-12-01
弁天町,184,114,109,2022-12-01
中里町,9,3,6,2022-12-01
山吹町,328,158,206,2022-12-01
改代町,33,16,19,2022-12-01
水道町,52,30,26,2022-12-01
早稲田鶴巻町,614,334,347,2022-12-01
住吉町,160,124,107,2022-12-01
市谷台町,108,68,59,2022-12-01
河田町,390,404,396,2022-12-01
若松町,401,312,317,2022-12-01
余丁町,184,125,121,2022-12-01
戸山１丁目,151,84,105,2022-12-01
戸山２丁目,345,184,347,2022-12-01
戸山３丁目,70,47,36,2022-12-01
富久町,326,229,235,2022-12-01
百人町１丁目,1105,714,581,2022-12-01
百人町２丁目,1404,1010,776,2022-12-01
百人町３丁目,333,299,294,2022-12-01
百人町４丁目,210,186,233,2022-12-01
大久保１丁目,1272,792,723,2022-12-01
大久保２丁目,1844,1236,1173,2022-12-01
大久保３丁目,430,301,350,2022-12-01
戸塚町１丁目,64,37,39,2022-12-01
西早稲田１丁目,835,471,452,2022-12-01
西早稲田２丁目,1073,586,577,2022-12-01
西早稲田３丁目,880,521,459,2022-12-01
高田馬場１丁目,571,368,294,2022-12-01
高田馬場２丁目,327,201,162,2022-12-01
高田馬場３丁目,1078,672,545,2022-12-01
高田馬場４丁目,928,642,498,2022-12-01
下落合１丁目,737,437,384,2022-12-01
下落合２丁目,344,247,179,2022-12-01
下落合３丁目,258,165,141,2022-12-01
下落合４丁目,376,213,204,2022-12-01
中落合１丁目,338,228,164,2022-12-01
中落合２丁目,334,220,188,2022-12-01
中落合３丁目,154,91,100,2022-12-01
中落合４丁目,144,93,80,2022-12-01
上落合１丁目,308,222,182,2022-12-01
上落合２丁目,311,178,176,2022-12-01
上落合３丁目,378,212,209,2022-12-01
西落合１丁目,174,97,104,2022-12-01
西落合２丁目,206,131,127,2022-12-01
西落合３丁目,120,62,76,2022-12-01
西落合４丁目,84,48,49,2022-12-01
中井１丁目,128,79,64,2022-12-01
中井２丁目,152,99,82,2022-12-01
北新宿１丁目,1395,924,769,2022-12-01
北新宿２丁目,437,286,319,2022-12-01
北新宿３丁目,1181,825,677,2022-12-01
北新宿４丁目,948,649,562,2022-12-01
西新宿１丁目,2,1,1,2022-12-01
西新宿２丁目,0,0,0,2022-12-01
西新宿３丁目,191,124,99,2022-12-01
西新宿４丁目,540,325,292,2022-12-01
西新宿５丁目,268,188,184,2022-12-01
西新宿６丁目,351,270,235,2022-12-01
西新宿７丁目,204,129,108,2022-12-01
西新宿８丁目,224,141,141,2022-12-01
四谷１丁目,17,15,8,2022-11-01
四谷２丁目,30,16,20,2022-11-01
四谷３丁目,24,13,15,2022-11-01
四谷４丁目,199,110,116,2022-11-01
四谷本塩町,19,10,10,2022-11-01
四谷三栄町,71,46,45,2022-11-01
四谷坂町,143,99,88,2022-11-01
若葉１丁目,93,75,50,2022-11-01
若葉２丁目,51,30,25,2022-11-01
若葉３丁目,61,31,40,2022-11-01
須賀町,44,31,18,2022-11-01
左門町,69,34,38,2022-11-01
信濃町,83,48,38,2022-11-01
南元町,133,76,84,2022-11-01
荒木町,141,88,86,2022-11-01
舟町,70,39,34,2022-11-01
愛住町,69,56,27,2022-11-01
大京町,152,101,72,2022-11-01
霞ヶ丘町,1,1,0,2022-11-01
内藤町,46,28,31,2022-11-01
片町,27,11,19,2022-11-01
新宿１丁目,347,212,199,2022-11-01
新宿２丁目,113,82,42,2022-11-01
新宿３丁目,5,4,2,2022-11-01
新宿４丁目,5,4,2,2022-11-01
新宿５丁目,274,166,145,2022-11-01
新宿６丁目,383,248,243,2022-11-01
新宿７丁目,709,475,456,2022-11-01
歌舞伎町１丁目,8,7,2,2022-11-01
歌舞伎町２丁目,320,173,201,2022-11-01
市谷田町１丁目,1,0,1,2022-11-01
市谷田町２丁目,11,11,6,2022-11-01
市谷田町３丁目,17,5,17,2022-11-01
市谷本村町,72,69,68,2022-11-01
市谷砂土原町１丁目,3,3,3,2022-11-01
市谷砂土原町２丁目,17,14,7,2022-11-01
市谷砂土原町３丁目,57,65,42,2022-11-01
市谷左内町,12,9,8,2022-11-01
市谷加賀町１丁目,6,6,7,2022-11-01
市谷加賀町２丁目,65,39,51,2022-11-01
市谷甲良町,32,26,20,2022-11-01
市谷船河原町,5,7,5,2022-11-01
市谷長延寺町,10,6,4,2022-11-01
市谷鷹匠町,17,12,5,2022-11-01
市谷山伏町,16,9,12,2022-11-01
市谷八幡町,3,1,2,2022-11-01
神楽坂１丁目,0,0,0,2022-11-01
神楽坂２丁目,8,4,4,2022-11-01
神楽坂３丁目,15,14,6,2022-11-01
神楽坂４丁目,5,3,2,2022-11-01
神楽坂５丁目,9,8,4,2022-11-01
神楽坂６丁目,30,22,10,2022-11-01
細工町,11,4,9,2022-11-01
二十騎町,26,21,14,2022-11-01
揚場町,2,2,0,2022-11-01
津久戸町,2,1,1,2022-11-01
東五軒町,90,49,50,2022-11-01
西五軒町,115,77,57,2022-11-01
赤城元町,9,5,6,2022-11-01
南榎町,44,34,19,2022-11-01
袋町,21,13,10,2022-11-01
払方町,38,24,29,2022-11-01
南町,16,16,7,2022-11-01
北町,19,15,9,2022-11-01
納戸町,44,32,19,2022-11-01
南山伏町,16,16,10,2022-11-01
北山伏町,40,18,28,2022-11-01
白銀町,42,24,27,2022-11-01
下宮比町,15,5,10,2022-11-01
矢来町,132,80,73,2022-11-01
若宮町,41,49,47,2022-11-01
岩戸町,23,12,18,2022-11-01
中町,9,10,5,2022-11-01
箪笥町,31,19,16,2022-11-01
横寺町,16,8,8,2022-11-01
筑土八幡町,34,22,22,2022-11-01
新小川町,128,69,73,2022-11-01
神楽河岸,0,0,0,2022-11-01
市谷薬王寺町,175,134,160,2022-11-01
市谷柳町,51,34,30,2022-11-01
市谷仲之町,145,163,152,2022-11-01
赤城下町,47,30,21,2022-11-01
天神町,70,32,39,2022-11-01
榎町,21,5,16,2022-11-01
東榎町,30,13,18,2022-11-01
早稲田町,164,85,93,2022-11-01
早稲田南町,71,45,34,2022-11-01
馬場下町,26,17,14,2022-11-01
原町１丁目,97,53,53,2022-11-01
原町２丁目,60,46,38,2022-11-01
原町３丁目,115,95,101,2022-11-01
喜久井町,83,58,37,2022-11-01
築地町,14,10,5,2022-11-01
弁天町,186,115,110,2022-11-01
中里町,9,3,6,2022-11-01
山吹町,328,158,204,2022-11-01
改代町,32,16,19,2022-11-01
水道町,52,31,29,2022-11-01
早稲田鶴巻町,615,334,345,2022-11-01
住吉町,162,124,108,2022-11-01
市谷台町,108,69,58,2022-11-01
河田町,384,402,392,2022-11-01
若松町,398,313,312,2022-11-01
余丁町,181,123,121,2022-11-01
戸山１丁目,146,83,101,2022-11-01
戸山２丁目,344,186,345,2022-11-01
戸山３丁目,69,45,37,2022-11-01
富久町,325,229,235,2022-11-01
百人町１丁目,1099,703,581,2022-11-01
百人町２丁目,1429,1028,786,2022-11-01
百人町３丁目,331,300,292,2022-11-01
百人町４丁目,210,184,233,2022-11-01
