町丁名,世帯数,男,女
四谷１丁目,19,16,8
四谷２丁目,23,13,13
四谷３丁目,25,14,14
四谷４丁目,212,114,122
四谷本塩町,20,12,10
四谷三栄町,64,44,40
四谷坂町,136,95,80
若葉１丁目,95,73,53
若葉２丁目,49,28,26
若葉３丁目,63,34,38
須賀町,49,35,22
左門町,76,40,38
信濃町,90,50,43
南元町,143,76,103
荒木町,137,91,93
舟町,57,32,30
愛住町,67,52,29
大京町,163,107,78
霞ヶ丘町,1,1,0
内藤町,59,39,41
片町,28,13,18
新宿１丁目,326,202,188
新宿２丁目,134,97,59
新宿３丁目,5,4,2
新宿４丁目,4,3,2
新宿５丁目,272,157,149
新宿６丁目,390,247,249
新宿７丁目,722,483,458
歌舞伎町１丁目,8,6,3
歌舞伎町２丁目,299,160,197
市谷田町１丁目,1,0,1
市谷田町２丁目,16,13,11
市谷田町３丁目,21,9,17
市谷本村町,86,78,71
市谷砂土原町１丁目,3,3,3
市谷砂土原町２丁目,17,15,6
市谷砂土原町３丁目,66,71,43
市谷左内町,10,8,7
市谷加賀町１丁目,7,6,9
市谷加賀町２丁目,70,44,51
市谷甲良町,33,22,20
市谷船河原町,5,9,7
市谷長延寺町,9,4,5
市谷鷹匠町,17,10,7
市谷山伏町,22,12,14
市谷八幡町,3,1,2
神楽坂１丁目,0,0,0
神楽坂２丁目,8,3,5
神楽坂３丁目,22,20,8
神楽坂４丁目,5,3,2
神楽坂５丁目,8,8,3
神楽坂６丁目,30,23,10
細工町,10,3,9
二十騎町,31,25,14
揚場町,1,1,0
津久戸町,2,1,1
東五軒町,85,42,49
西五軒町,128,79,64
赤城元町,10,5,7
南榎町,48,37,21
袋町,24,16,10
払方町,35,21,28
南町,16,15,6
北町,17,14,8
納戸町,48,36,18
南山伏町,35,25,23
北山伏町,40,19,28
白銀町,47,27,27
下宮比町,12,3,9
矢来町,160,92,90
若宮町,45,46,41
岩戸町,23,11,19
中町,14,13,6
箪笥町,40,25,20
横寺町,22,12,11
筑土八幡町,37,26,23
新小川町,160,90,89
神楽河岸,0,0,0
市谷薬王寺町,183,156,158
市谷柳町,57,40,29
市谷仲之町,149,164,151
赤城下町,52,32,29
天神町,76,38,41
榎町,43,19,27
東榎町,33,16,18
早稲田町,182,95,106
早稲田南町,86,50,46
馬場下町,30,20,15
原町１丁目,103,54,65
原町２丁目,60,39,39
原町３丁目,130,98,114
喜久井町,89,61,37
築地町,15,10,5
弁天町,207,124,122
中里町,11,6,10
山吹町,360,166,231
改代町,32,17,18
水道町,58,34,28
早稲田鶴巻町,657,353,377
住吉町,170,137,110
市谷台町,111,78,54
河田町,440,446,447
若松町,398,302,322
余丁町,197,146,127
戸山１丁目,160,96,102
戸山２丁目,354,204,363
戸山３丁目,70,45,38
富久町,354,255,255
百人町１丁目,1116,708,577
百人町２丁目,1370,977,785
百人町３丁目,359,317,311
百人町４丁目,219,192,241
大久保１丁目,1147,717,677
大久保２丁目,1845,1255,1154
大久保３丁目,452,317,348
戸塚町１丁目,47,27,29
西早稲田１丁目,881,496,470
西早稲田２丁目,1091,599,581
西早稲田３丁目,968,601,477
高田馬場１丁目,571,370,290
高田馬場２丁目,332,194,164
高田馬場３丁目,1027,624,537
高田馬場４丁目,950,643,512
下落合１丁目,727,429,384
下落合２丁目,369,267,189
下落合３丁目,269,169,156
下落合４丁目,390,216,207
中落合１丁目,371,247,182
中落合２丁目,352,232,190
中落合３丁目,156,89,96
中落合４丁目,131,79,83
上落合１丁目,332,235,206
上落合２丁目,341,192,191
上落合３丁目,390,221,218
西落合１丁目,192,99,120
西落合２丁目,207,130,134
西落合３丁目,123,67,75
西落合４丁目,81,45,49
中井１丁目,129,79,69
中井２丁目,176,90,114
北新宿１丁目,1305,869,729
北新宿２丁目,454,303,328
北新宿３丁目,1202,861,685
北新宿４丁目,1029,675,623
西新宿１丁目,2,1,1
西新宿２丁目,0,0,0
西新宿３丁目,205,125,113
西新宿４丁目,545,317,314
西新宿５丁目,295,198,203
西新宿６丁目,353,271,234
西新宿７丁目,226,143,116
西新宿８丁目,239,144,140
