町丁名,世帯数,男,女
四谷１丁目,15,11,6
四谷２丁目,27,19,14
四谷３丁目,28,28,12
四谷４丁目,212,132,115
四谷本塩町,21,12,14
四谷三栄町,63,44,44
四谷坂町,125,85,77
若葉１丁目,90,70,47
若葉２丁目,32,22,17
若葉３丁目,62,25,45
須賀町,51,34,26
左門町,70,44,34
信濃町,30,14,17
南元町,160,99,88
荒木町,149,81,96
舟町,73,46,35
愛住町,62,46,29
大京町,126,86,68
霞ヶ丘町,0,0,0
内藤町,44,27,28
片町,23,8,15
新宿１丁目,322,172,204
新宿２丁目,96,56,47
新宿３丁目,9,7,8
新宿４丁目,10,5,6
新宿５丁目,290,170,162
新宿６丁目,440,284,275
新宿７丁目,817,542,501
歌舞伎町１丁目,15,11,6
歌舞伎町２丁目,415,215,292
市谷田町１丁目,1,0,1
市谷田町２丁目,13,15,12
市谷田町３丁目,19,7,17
市谷本村町,59,63,62
市谷砂土原町１丁目,6,6,5
市谷砂土原町２丁目,21,17,10
市谷砂土原町３丁目,65,84,62
市谷左内町,15,10,9
市谷加賀町１丁目,0,0,0
市谷加賀町２丁目,54,35,47
市谷甲良町,18,13,16
市谷船河原町,8,14,10
市谷長延寺町,5,0,5
市谷鷹匠町,0,0,0
市谷山伏町,23,18,18
市谷八幡町,4,3,1
神楽坂１丁目,1,1,0
神楽坂２丁目,13,5,8
神楽坂３丁目,13,9,9
神楽坂４丁目,4,2,3
神楽坂５丁目,15,13,4
神楽坂６丁目,25,15,11
細工町,8,3,7
二十騎町,22,17,13
揚場町,1,1,0
津久戸町,5,3,2
東五軒町,55,26,38
西五軒町,65,50,36
赤城元町,11,7,6
南榎町,49,33,30
袋町,15,12,11
払方町,39,33,38
南町,18,17,9
北町,11,8,7
納戸町,49,30,26
南山伏町,10,8,6
北山伏町,24,17,14
白銀町,35,24,19
下宮比町,6,3,4
矢来町,130,72,75
若宮町,41,51,56
岩戸町,17,8,11
中町,12,7,8
箪笥町,16,10,6
横寺町,15,8,8
筑土八幡町,26,15,17
新小川町,110,70,61
神楽河岸,0,0,0
市谷薬王寺町,164,126,142
市谷柳町,47,33,22
市谷仲之町,139,158,151
赤城下町,47,33,16
天神町,68,33,38
榎町,19,5,14
東榎町,36,19,19
早稲田町,124,75,62
早稲田南町,68,51,28
馬場下町,34,18,23
原町１丁目,92,50,67
原町２丁目,59,46,47
原町３丁目,108,106,109
喜久井町,83,56,44
築地町,25,16,9
弁天町,156,88,101
中里町,8,2,6
山吹町,199,96,125
改代町,33,12,22
水道町,34,20,19
早稲田鶴巻町,683,373,370
住吉町,162,105,104
市谷台町,99,64,56
河田町,307,352,379
若松町,373,307,310
余丁町,198,141,125
戸山１丁目,169,85,119
戸山２丁目,285,146,276
戸山３丁目,80,45,48
富久町,412,263,287
百人町１丁目,1451,897,757
百人町２丁目,1729,1166,967
百人町３丁目,331,248,279
百人町４丁目,211,210,220
大久保１丁目,1776,1073,994
大久保２丁目,2525,1608,1528
大久保３丁目,381,282,336
戸塚町１丁目,41,19,29
西早稲田１丁目,720,375,453
西早稲田２丁目,1147,558,678
西早稲田３丁目,965,527,539
高田馬場１丁目,666,412,355
高田馬場２丁目,315,186,170
高田馬場３丁目,1009,645,528
高田馬場４丁目,1069,731,564
下落合１丁目,805,456,427
下落合２丁目,324,209,197
下落合３丁目,237,145,122
下落合４丁目,429,258,209
中落合１丁目,237,138,131
中落合２丁目,319,207,178
中落合３丁目,145,83,84
中落合４丁目,179,104,98
上落合１丁目,449,291,256
上落合２丁目,368,222,195
上落合３丁目,371,195,223
西落合１丁目,217,120,122
西落合２丁目,226,113,153
西落合３丁目,135,70,79
西落合４丁目,205,132,87
中井１丁目,120,67,65
中井２丁目,184,96,118
北新宿１丁目,1658,1061,878
北新宿２丁目,489,323,328
北新宿３丁目,1451,914,846
北新宿４丁目,1162,796,658
西新宿１丁目,2,1,1
西新宿２丁目,0,0,0
西新宿３丁目,235,137,118
西新宿４丁目,492,290,271
西新宿５丁目,311,192,241
西新宿６丁目,339,255,226
西新宿７丁目,216,145,99
西新宿８丁目,273,160,174
