町丁名,世帯数,男,女
四谷１丁目,268,218,295
四谷２丁目,234,190,214
四谷３丁目,267,179,214
四谷４丁目,2079,1690,1536
四谷本塩町,307,238,241
四谷三栄町,1061,910,1012
四谷坂町,1487,1159,1137
若葉１丁目,1373,1251,1228
若葉２丁目,471,435,431
若葉３丁目,606,473,475
須賀町,817,701,672
左門町,1043,705,865
信濃町,503,366,460
南元町,1253,1104,1238
荒木町,1602,1187,1206
舟町,952,661,680
愛住町,852,658,696
大京町,2270,1694,2027
霞ヶ丘町,0,0,0
内藤町,673,594,611
片町,248,191,163
新宿１丁目,2800,2002,1753
新宿２丁目,844,632,476
新宿３丁目,90,79,46
新宿４丁目,199,160,104
新宿５丁目,1857,1306,991
新宿６丁目,2764,2004,1751
新宿７丁目,3649,2948,2737
歌舞伎町１丁目,159,130,48
歌舞伎町２丁目,1625,1285,562
市谷田町１丁目,14,8,15
市谷田町２丁目,327,243,336
市谷田町３丁目,192,160,179
市谷本村町,1647,1438,966
市谷砂土原町１丁目,100,89,113
市谷砂土原町２丁目,253,206,254
市谷砂土原町３丁目,434,422,463
市谷左内町,218,190,221
市谷加賀町１丁目,21,14,23
市谷加賀町２丁目,946,703,980
市谷甲良町,452,392,427
市谷船河原町,71,79,82
市谷長延寺町,87,40,78
市谷鷹匠町,13,11,15
市谷山伏町,296,259,274
市谷八幡町,61,54,65
神楽坂１丁目,11,12,15
神楽坂２丁目,120,75,109
神楽坂３丁目,275,219,195
神楽坂４丁目,95,80,96
神楽坂５丁目,376,302,399
神楽坂６丁目,528,350,442
細工町,247,212,209
二十騎町,392,318,353
揚場町,57,49,55
津久戸町,63,42,51
東五軒町,1152,999,1177
西五軒町,982,831,859
赤城元町,228,172,215
南榎町,702,687,705
袋町,363,311,336
払方町,491,462,516
南町,390,406,432
北町,518,486,529
納戸町,524,461,528
南山伏町,359,314,301
北山伏町,366,243,306
白銀町,709,569,741
下宮比町,153,89,121
矢来町,2464,2106,2404
若宮町,531,462,469
岩戸町,413,297,317
中町,258,246,256
箪笥町,434,292,329
横寺町,604,456,482
筑土八幡町,498,374,454
新小川町,1950,1592,1591
神楽河岸,0,0,0
市谷薬王寺町,2007,1529,1577
市谷柳町,851,570,668
市谷仲之町,1192,1058,1194
赤城下町,764,609,576
天神町,671,496,536
榎町,460,322,326
東榎町,219,138,158
早稲田町,778,529,628
早稲田南町,409,341,373
馬場下町,304,246,237
原町１丁目,801,653,710
原町２丁目,648,595,571
原町３丁目,1141,853,1018
喜久井町,1081,951,947
築地町,301,238,274
弁天町,1880,1524,1654
中里町,347,321,364
山吹町,2376,1703,1875
改代町,404,338,286
水道町,691,470,482
早稲田鶴巻町,3370,2498,2587
住吉町,1718,1273,1321
市谷台町,826,660,647
河田町,1250,1098,1122
若松町,3196,2517,2804
余丁町,2360,1897,1967
戸山１丁目,1482,1125,1278
戸山２丁目,3089,1921,2927
戸山３丁目,577,492,511
富久町,3908,3395,3349
百人町１丁目,1928,1496,960
百人町２丁目,2087,1579,1279
百人町３丁目,2370,2353,2644
百人町４丁目,1469,970,1328
大久保１丁目,1918,1389,1115
大久保２丁目,3750,2863,2506
大久保３丁目,2156,2014,2195
戸塚町１丁目,114,78,93
西早稲田１丁目,2982,2299,2475
西早稲田２丁目,3072,2563,2322
西早稲田３丁目,3402,3048,2938
高田馬場１丁目,2307,1918,1739
高田馬場２丁目,1040,863,701
高田馬場３丁目,3377,2611,2276
高田馬場４丁目,3429,2848,2625
下落合１丁目,1367,960,921
下落合２丁目,1796,1545,1648
下落合３丁目,2410,1947,2330
下落合４丁目,2382,1999,2187
中落合１丁目,2116,1652,1647
中落合２丁目,2578,2253,2390
中落合３丁目,2326,1937,2111
中落合４丁目,1623,1482,1431
上落合１丁目,3072,2524,2480
上落合２丁目,3081,2372,2272
上落合３丁目,2983,2231,2126
西落合１丁目,2702,2158,2252
西落合２丁目,2423,1989,2015
西落合３丁目,1805,1413,1632
西落合４丁目,1224,1058,1131
中井１丁目,1169,916,732
中井２丁目,1588,1476,1529
北新宿１丁目,3974,2923,2584
北新宿２丁目,2779,2447,2152
北新宿３丁目,3772,2977,2648
北新宿４丁目,3564,2717,2553
西新宿１丁目,32,24,27
西新宿２丁目,2,2,4
西新宿３丁目,1451,1003,960
西新宿４丁目,4654,3495,3204
西新宿５丁目,2465,1921,1745
西新宿６丁目,2062,1643,1426
西新宿７丁目,1577,1208,903
西新宿８丁目,1978,1452,1354
