町丁名,世帯数,男,女
四谷１丁目,20,17,6
四谷２丁目,19,9,12
四谷３丁目,36,22,18
四谷４丁目,211,119,123
四谷本塩町,21,9,14
四谷三栄町,67,44,45
四谷坂町,153,107,87
若葉１丁目,98,77,47
若葉２丁目,55,32,31
若葉３丁目,65,36,35
須賀町,53,33,27
左門町,82,52,40
信濃町,80,42,45
南元町,149,76,105
荒木町,151,99,105
舟町,69,36,39
愛住町,86,60,41
大京町,184,117,88
霞ヶ丘町,1,1,0
内藤町,54,34,40
片町,41,20,24
新宿１丁目,333,204,184
新宿２丁目,142,99,74
新宿３丁目,6,4,4
新宿４丁目,3,2,2
新宿５丁目,285,167,153
新宿６丁目,417,258,280
新宿７丁目,799,523,492
歌舞伎町１丁目,8,7,3
歌舞伎町２丁目,325,181,201
市谷田町１丁目,1,0,1
市谷田町２丁目,14,9,10
市谷田町３丁目,27,9,22
市谷本村町,100,78,85
市谷砂土原町１丁目,9,6,6
市谷砂土原町２丁目,16,15,8
市谷砂土原町３丁目,72,78,48
市谷左内町,16,11,10
市谷加賀町１丁目,6,6,8
市谷加賀町２丁目,81,47,54
市谷甲良町,34,23,22
市谷船河原町,4,7,8
市谷長延寺町,4,0,4
市谷鷹匠町,13,7,6
市谷山伏町,19,10,15
市谷八幡町,2,1,1
神楽坂１丁目,0,0,0
神楽坂２丁目,11,4,7
神楽坂３丁目,29,23,15
神楽坂４丁目,4,2,2
神楽坂５丁目,9,12,5
神楽坂６丁目,32,26,10
細工町,9,3,8
二十騎町,37,29,19
揚場町,1,1,0
津久戸町,2,1,1
東五軒町,104,55,55
西五軒町,148,90,73
赤城元町,9,3,6
南榎町,50,38,22
袋町,32,20,17
払方町,44,27,33
南町,15,14,7
北町,23,17,12
納戸町,63,47,28
南山伏町,33,23,26
北山伏町,36,21,20
白銀町,47,27,28
下宮比町,14,5,9
矢来町,167,98,91
若宮町,52,53,56
岩戸町,24,11,18
中町,18,17,6
箪笥町,35,25,17
横寺町,31,22,12
筑土八幡町,35,24,25
新小川町,179,104,97
神楽河岸,0,0,0
市谷薬王寺町,199,164,161
市谷柳町,72,48,33
市谷仲之町,154,157,158
赤城下町,93,57,47
天神町,93,51,48
榎町,49,28,25
東榎町,45,18,28
早稲田町,205,99,122
早稲田南町,100,54,54
馬場下町,33,26,18
原町１丁目,110,62,63
原町２丁目,60,41,41
原町３丁目,134,108,111
喜久井町,96,68,43
築地町,17,12,6
弁天町,243,152,142
中里町,16,10,12
山吹町,446,221,263
改代町,38,25,15
水道町,72,46,30
早稲田鶴巻町,767,422,427
住吉町,192,140,130
市谷台町,129,83,69
河田町,431,448,452
若松町,411,313,334
余丁町,231,152,145
戸山１丁目,186,115,103
戸山２丁目,376,220,396
戸山３丁目,77,48,45
富久町,379,271,269
百人町１丁目,1241,797,616
百人町２丁目,1537,1065,847
百人町３丁目,561,449,402
百人町４丁目,221,194,255
大久保１丁目,1161,752,654
大久保２丁目,1960,1314,1228
大久保３丁目,492,341,389
戸塚町１丁目,51,31,29
西早稲田１丁目,988,578,503
西早稲田２丁目,1251,678,657
西早稲田３丁目,1141,674,587
高田馬場１丁目,668,460,323
高田馬場２丁目,373,225,180
高田馬場３丁目,1172,737,586
高田馬場４丁目,1067,711,566
下落合１丁目,759,430,423
下落合２丁目,408,308,200
下落合３丁目,310,204,173
下落合４丁目,467,276,228
中落合１丁目,415,270,224
中落合２丁目,398,253,221
中落合３丁目,240,149,133
中落合４丁目,199,103,125
上落合１丁目,408,277,237
上落合２丁目,391,215,227
上落合３丁目,432,223,264
西落合１丁目,233,130,136
西落合２丁目,261,167,150
西落合３丁目,134,90,66
西落合４丁目,91,56,50
中井１丁目,145,90,74
中井２丁目,223,118,136
北新宿１丁目,1454,972,784
北新宿２丁目,458,315,309
北新宿３丁目,1288,927,683
北新宿４丁目,1104,746,633
西新宿１丁目,3,2,1
西新宿２丁目,1,1,0
西新宿３丁目,234,143,123
西新宿４丁目,642,383,351
西新宿５丁目,361,243,263
西新宿６丁目,406,286,286
西新宿７丁目,257,155,128
西新宿８丁目,274,159,165
