町丁名,世帯数,男,女
四谷１丁目,19,16,7
四谷２丁目,22,14,11
四谷３丁目,24,13,14
四谷４丁目,216,121,125
四谷本塩町,15,8,9
四谷三栄町,66,44,42
四谷坂町,144,100,82
若葉１丁目,92,74,49
若葉２丁目,54,31,30
若葉３丁目,64,36,37
須賀町,47,33,22
左門町,81,43,41
信濃町,60,38,29
南元町,147,74,106
荒木町,134,90,92
舟町,62,32,33
愛住町,78,58,36
大京町,166,109,77
霞ヶ丘町,1,1,0
内藤町,56,35,39
片町,28,13,18
新宿１丁目,331,208,183
新宿２丁目,135,100,62
新宿３丁目,6,4,4
新宿４丁目,4,3,2
新宿５丁目,276,163,149
新宿６丁目,381,244,243
新宿７丁目,736,494,461
歌舞伎町１丁目,8,6,3
歌舞伎町２丁目,295,160,193
市谷田町１丁目,1,0,1
市谷田町２丁目,13,8,7
市谷田町３丁目,22,10,17
市谷本村町,89,78,74
市谷砂土原町１丁目,3,2,3
市谷砂土原町２丁目,19,17,9
市谷砂土原町３丁目,66,70,46
市谷左内町,11,9,7
市谷加賀町１丁目,7,6,9
市谷加賀町２丁目,67,44,44
市谷甲良町,29,18,16
市谷船河原町,5,9,7
市谷長延寺町,4,1,3
市谷鷹匠町,15,9,6
市谷山伏町,23,13,14
市谷八幡町,2,1,1
神楽坂１丁目,0,0,0
神楽坂２丁目,9,3,6
神楽坂３丁目,22,20,9
神楽坂４丁目,4,2,2
神楽坂５丁目,8,8,3
神楽坂６丁目,30,23,10
細工町,10,3,9
二十騎町,34,28,16
揚場町,1,1,0
津久戸町,2,1,1
東五軒町,88,44,49
西五軒町,123,78,60
赤城元町,8,3,5
南榎町,46,37,19
袋町,26,17,11
払方町,35,22,26
南町,16,15,6
北町,19,15,10
納戸町,52,36,22
南山伏町,34,24,23
北山伏町,41,21,27
白銀町,43,25,25
下宮比町,12,3,9
矢来町,160,95,86
若宮町,48,48,50
岩戸町,24,10,18
中町,16,15,7
箪笥町,35,23,17
横寺町,24,15,10
筑土八幡町,36,25,22
新小川町,161,88,91
神楽河岸,0,0,0
市谷薬王寺町,182,151,156
市谷柳町,59,41,30
市谷仲之町,152,165,154
赤城下町,53,34,28
天神町,71,35,39
榎町,41,19,25
東榎町,37,18,20
早稲田町,187,97,110
早稲田南町,86,54,41
馬場下町,30,22,16
原町１丁目,108,56,65
原町２丁目,62,39,39
原町３丁目,132,98,115
喜久井町,92,62,38
築地町,14,10,5
弁天町,209,122,121
中里町,14,8,12
山吹町,374,175,236
改代町,30,15,18
水道町,56,32,27
早稲田鶴巻町,681,370,391
住吉町,178,140,115
市谷台町,103,73,54
河田町,449,450,458
若松町,395,301,324
余丁町,192,143,126
戸山１丁目,154,91,102
戸山２丁目,353,203,362
戸山３丁目,69,46,38
富久町,352,247,262
百人町１丁目,1152,739,582
百人町２丁目,1404,998,800
百人町３丁目,362,323,314
百人町４丁目,221,191,244
大久保１丁目,1151,723,676
大久保２丁目,1870,1277,1152
大久保３丁目,452,318,348
戸塚町１丁目,43,24,27
西早稲田１丁目,856,492,448
西早稲田２丁目,954,545,496
西早稲田３丁目,962,593,477
高田馬場１丁目,604,396,299
高田馬場２丁目,341,199,169
高田馬場３丁目,1067,649,555
高田馬場４丁目,999,677,527
下落合１丁目,739,433,394
下落合２丁目,389,289,193
下落合３丁目,280,177,163
下落合４丁目,403,218,218
中落合１丁目,378,250,191
中落合２丁目,364,237,198
中落合３丁目,173,95,106
中落合４丁目,136,80,88
上落合１丁目,353,247,214
上落合２丁目,360,202,198
上落合３丁目,393,222,220
西落合１丁目,202,103,126
西落合２丁目,215,141,131
西落合３丁目,126,70,75
西落合４丁目,82,46,50
中井１丁目,128,75,72
中井２丁目,173,93,107
北新宿１丁目,1376,906,768
北新宿２丁目,442,304,315
北新宿３丁目,1199,856,670
北新宿４丁目,1052,690,638
西新宿１丁目,2,1,1
西新宿２丁目,0,0,0
西新宿３丁目,215,129,120
西新宿４丁目,543,313,319
西新宿５丁目,302,207,211
西新宿６丁目,366,284,247
西新宿７丁目,227,143,117
西新宿８丁目,225,141,127
