町丁名,世帯数,男,女
四谷１丁目,301,247,323
四谷２丁目,255,204,229
四谷３丁目,280,186,224
四谷４丁目,2204,1779,1630
四谷本塩町,323,243,250
四谷三栄町,1082,940,1012
四谷坂町,1587,1271,1194
若葉１丁目,1406,1312,1254
若葉２丁目,494,449,440
若葉３丁目,625,494,476
須賀町,816,693,690
左門町,1082,738,897
信濃町,540,390,493
南元町,1313,1157,1298
荒木町,1708,1282,1246
舟町,1018,694,734
愛住町,885,708,691
大京町,2415,1811,2138
霞ヶ丘町,6,6,0
内藤町,668,584,640
片町,281,202,189
新宿１丁目,3155,2227,1973
新宿２丁目,926,676,520
新宿３丁目,98,88,49
新宿４丁目,203,165,106
新宿５丁目,2055,1444,1101
新宿６丁目,3074,2239,1933
新宿７丁目,4260,3377,3171
歌舞伎町１丁目,155,122,51
歌舞伎町２丁目,1863,1426,760
市谷田町１丁目,13,7,16
市谷田町２丁目,328,258,331
市谷田町３丁目,196,158,195
市谷本村町,1807,1577,1143
市谷砂土原町１丁目,104,99,114
市谷砂土原町２丁目,269,216,263
市谷砂土原町３丁目,463,488,501
市谷左内町,242,213,241
市谷加賀町１丁目,23,16,28
市谷加賀町２丁目,1011,754,1042
市谷甲良町,465,400,443
市谷船河原町,77,91,98
市谷長延寺町,85,39,79
市谷鷹匠町,14,13,16
市谷山伏町,310,272,290
市谷八幡町,64,57,66
神楽坂１丁目,11,12,15
神楽坂２丁目,123,78,113
神楽坂３丁目,287,235,202
神楽坂４丁目,95,77,98
神楽坂５丁目,376,302,393
神楽坂６丁目,525,349,444
細工町,263,213,218
二十騎町,402,313,367
揚場町,56,50,52
津久戸町,63,41,50
東五軒町,1229,1045,1198
西五軒町,1024,856,894
赤城元町,248,197,236
南榎町,714,700,711
袋町,358,321,337
払方町,527,499,542
南町,400,436,449
北町,545,488,555
納戸町,560,495,557
南山伏町,351,306,302
北山伏町,390,255,323
白銀町,745,590,782
下宮比町,185,102,145
矢来町,2498,2120,2392
若宮町,552,486,506
岩戸町,422,307,335
中町,262,259,250
箪笥町,451,307,340
横寺町,640,484,490
筑土八幡町,505,379,462
新小川町,2028,1651,1642
神楽河岸,0,0,0
市谷薬王寺町,2095,1591,1713
市谷柳町,909,607,719
市谷仲之町,1298,1200,1312
赤城下町,836,658,617
天神町,714,525,550
榎町,475,319,337
東榎町,218,134,161
早稲田町,866,587,676
早稲田南町,452,366,396
馬場下町,343,260,263
原町１丁目,853,700,741
原町２丁目,684,620,625
原町３丁目,1249,949,1144
喜久井町,1137,978,968
築地町,319,245,290
弁天町,1967,1578,1733
中里町,372,338,375
山吹町,2614,1805,2006
改代町,412,326,306
水道町,754,509,510
早稲田鶴巻町,3773,2673,2842
住吉町,1838,1370,1407
市谷台町,921,707,711
河田町,1468,1414,1420
若松町,3355,2662,2995
余丁町,2524,2022,2087
戸山１丁目,1511,1184,1306
戸山２丁目,3368,2104,3315
戸山３丁目,643,530,560
富久町,4081,3558,3568
百人町１丁目,2836,2110,1449
百人町２丁目,3342,2527,2013
百人町３丁目,2554,2594,2853
百人町４丁目,1683,1183,1580
大久保１丁目,3013,2100,1809
大久保２丁目,5239,3941,3557
大久保３丁目,2508,2337,2542
戸塚町１丁目,141,99,101
西早稲田１丁目,3555,2615,2802
西早稲田２丁目,3826,3029,2790
西早稲田３丁目,4041,3432,3280
高田馬場１丁目,2758,2216,2008
高田馬場２丁目,1253,1006,794
高田馬場３丁目,4076,3078,2641
高田馬場４丁目,4120,3359,3060
下落合１丁目,1995,1373,1295
下落合２丁目,2065,1758,1814
下落合３丁目,2660,2095,2540
下落合４丁目,2642,2164,2315
中落合１丁目,2366,1807,1803
中落合２丁目,2851,2463,2533
中落合３丁目,2477,2024,2248
中落合４丁目,1728,1563,1501
上落合１丁目,3285,2660,2651
上落合２丁目,3319,2502,2436
上落合３丁目,3166,2350,2229
西落合１丁目,2890,2259,2372
西落合２丁目,2522,2080,2079
西落合３丁目,1899,1491,1681
西落合４丁目,1323,1100,1218
中井１丁目,1283,974,794
中井２丁目,1695,1556,1599
北新宿１丁目,5104,3753,3199
北新宿２丁目,3147,2730,2454
北新宿３丁目,4729,3657,3268
北新宿４丁目,4255,3194,3038
西新宿１丁目,33,25,27
西新宿２丁目,1,1,4
西新宿３丁目,1618,1115,1042
西新宿４丁目,5037,3761,3428
西新宿５丁目,2606,2040,1864
西新宿６丁目,2471,1978,1718
西新宿７丁目,1732,1314,990
西新宿８丁目,2243,1628,1519
