町丁名,世帯数,男,女
四谷１丁目,267,216,295
四谷２丁目,229,185,212
四谷３丁目,265,176,213
四谷４丁目,2087,1698,1525
四谷本塩町,307,241,240
四谷三栄町,1058,909,1005
四谷坂町,1480,1154,1130
若葉１丁目,1373,1251,1228
若葉２丁目,466,432,429
若葉３丁目,609,471,478
須賀町,813,691,670
左門町,1045,703,870
信濃町,506,366,464
南元町,1251,1101,1239
荒木町,1604,1195,1209
舟町,956,667,675
愛住町,864,668,698
大京町,2274,1693,2040
霞ヶ丘町,0,0,0
内藤町,675,597,608
片町,243,190,159
新宿１丁目,2795,2004,1754
新宿２丁目,841,635,473
新宿３丁目,90,79,46
新宿４丁目,203,164,104
新宿５丁目,1870,1313,1002
新宿６丁目,2773,2019,1741
新宿７丁目,3660,2961,2741
歌舞伎町１丁目,161,132,48
歌舞伎町２丁目,1627,1285,563
市谷田町１丁目,14,8,15
市谷田町２丁目,322,242,333
市谷田町３丁目,194,160,181
市谷本村町,1662,1455,966
市谷砂土原町１丁目,102,90,117
市谷砂土原町２丁目,251,204,252
市谷砂土原町３丁目,432,420,463
市谷左内町,215,188,219
市谷加賀町１丁目,21,14,23
市谷加賀町２丁目,951,705,984
市谷甲良町,450,392,424
市谷船河原町,73,80,83
市谷長延寺町,86,42,76
市谷鷹匠町,13,11,15
市谷山伏町,297,256,275
市谷八幡町,61,54,64
神楽坂１丁目,11,12,15
神楽坂２丁目,120,76,107
神楽坂３丁目,274,218,197
神楽坂４丁目,95,81,96
神楽坂５丁目,376,302,401
神楽坂６丁目,534,354,447
細工町,247,212,209
二十騎町,396,318,354
揚場町,58,49,55
津久戸町,63,42,51
東五軒町,1157,1000,1176
西五軒町,976,822,856
赤城元町,228,173,213
南榎町,709,693,708
袋町,363,311,332
払方町,490,462,513
南町,393,407,432
北町,515,486,530
納戸町,526,461,531
南山伏町,360,317,302
北山伏町,369,246,304
白銀町,710,570,745
下宮比町,154,90,121
矢来町,2480,2112,2417
若宮町,527,459,468
岩戸町,412,295,317
中町,261,248,261
箪笥町,433,293,324
横寺町,611,459,486
筑土八幡町,496,373,453
新小川町,1954,1593,1599
神楽河岸,0,0,0
市谷薬王寺町,2004,1526,1579
市谷柳町,852,570,673
市谷仲之町,1199,1061,1198
赤城下町,744,594,561
天神町,683,505,546
榎町,468,329,330
東榎町,226,143,162
早稲田町,776,532,624
早稲田南町,415,344,379
馬場下町,306,246,239
原町１丁目,796,651,704
原町２丁目,650,601,577
原町３丁目,1142,853,1023
喜久井町,1082,953,948
築地町,301,238,275
弁天町,1874,1518,1643
中里町,348,321,364
山吹町,2379,1708,1873
改代町,404,337,288
水道町,688,469,483
早稲田鶴巻町,3372,2511,2588
住吉町,1711,1273,1316
市谷台町,823,660,642
河田町,1263,1104,1129
若松町,3200,2525,2805
余丁町,2364,1904,1963
戸山１丁目,1485,1125,1279
戸山２丁目,3090,1917,2926
戸山３丁目,574,491,507
富久町,3909,3391,3355
百人町１丁目,1947,1510,977
百人町２丁目,2088,1594,1268
百人町３丁目,2373,2347,2639
百人町４丁目,1475,979,1337
大久保１丁目,1920,1395,1114
大久保２丁目,3746,2867,2513
大久保３丁目,2151,2003,2193
戸塚町１丁目,113,78,92
西早稲田１丁目,2993,2320,2484
西早稲田２丁目,3058,2558,2305
西早稲田３丁目,3406,3044,2933
高田馬場１丁目,2318,1931,1739
高田馬場２丁目,1045,865,709
高田馬場３丁目,3382,2618,2282
高田馬場４丁目,3437,2861,2633
下落合１丁目,1360,953,915
下落合２丁目,1796,1539,1646
下落合３丁目,2410,1941,2329
下落合４丁目,2387,1995,2196
中落合１丁目,2115,1653,1649
中落合２丁目,2574,2251,2383
中落合３丁目,2329,1941,2109
中落合４丁目,1625,1479,1439
上落合１丁目,3064,2513,2479
上落合２丁目,3075,2367,2270
上落合３丁目,2975,2235,2111
西落合１丁目,2721,2167,2262
西落合２丁目,2438,2006,2026
西落合３丁目,1806,1416,1631
西落合４丁目,1222,1052,1130
中井１丁目,1168,917,728
中井２丁目,1589,1473,1528
北新宿１丁目,3973,2933,2589
北新宿２丁目,2783,2447,2156
北新宿３丁目,3778,2973,2656
北新宿４丁目,3572,2724,2564
西新宿１丁目,32,24,27
西新宿２丁目,2,2,4
西新宿３丁目,1449,995,961
西新宿４丁目,4667,3506,3211
西新宿５丁目,2486,1934,1752
西新宿６丁目,2055,1639,1426
西新宿７丁目,1580,1209,900
西新宿８丁目,1974,1453,1354
