町丁名,世帯数,男,女
四谷１丁目,246,205,278
四谷２丁目,263,212,231
四谷３丁目,289,197,231
四谷４丁目,2276,1820,1644
四谷本塩町,316,239,251
四谷三栄町,1101,955,1046
四谷坂町,1541,1194,1201
若葉１丁目,1434,1324,1265
若葉２丁目,438,387,405
若葉３丁目,642,490,513
須賀町,852,727,698
左門町,1042,715,852
信濃町,637,443,553
南元町,1388,1204,1346
荒木町,1717,1276,1280
舟町,1017,703,713
愛住町,928,727,714
大京町,2234,1715,2002
霞ヶ丘町,2,2,0
内藤町,750,682,613
片町,248,183,170
新宿１丁目,3063,2159,1960
新宿２丁目,920,681,526
新宿３丁目,102,87,59
新宿４丁目,217,174,110
新宿５丁目,2129,1482,1171
新宿６丁目,3155,2319,2026
新宿７丁目,4372,3525,3237
歌舞伎町１丁目,179,144,59
歌舞伎町２丁目,1910,1442,841
市谷田町１丁目,16,8,18
市谷田町２丁目,335,247,342
市谷田町３丁目,207,161,198
市谷本村町,1789,1604,1013
市谷砂土原町１丁目,111,101,123
市谷砂土原町２丁目,260,208,264
市谷砂土原町３丁目,475,495,520
市谷左内町,226,201,228
市谷加賀町１丁目,21,14,20
市谷加賀町２丁目,1047,733,1092
市谷甲良町,442,387,438
市谷船河原町,79,90,94
市谷長延寺町,96,47,89
市谷鷹匠町,16,17,18
市谷山伏町,297,267,280
市谷八幡町,62,54,62
神楽坂１丁目,13,13,16
神楽坂２丁目,136,85,123
神楽坂３丁目,283,229,206
神楽坂４丁目,99,81,100
神楽坂５丁目,396,317,404
神楽坂６丁目,566,381,481
細工町,261,213,225
二十騎町,406,326,365
揚場町,58,50,54
津久戸町,69,51,47
東五軒町,1150,1012,1175
西五軒町,1004,859,877
赤城元町,232,183,214
南榎町,725,691,728
袋町,374,328,344
払方町,507,489,549
南町,385,393,422
北町,523,493,526
納戸町,576,492,567
南山伏町,371,333,311
北山伏町,394,265,318
白銀町,747,619,759
下宮比町,154,93,125
矢来町,2572,2191,2509
若宮町,559,497,529
岩戸町,435,292,342
中町,267,260,266
箪笥町,419,280,328
横寺町,603,455,476
筑土八幡町,527,392,488
新小川町,2031,1644,1663
神楽河岸,0,0,0
市谷薬王寺町,2126,1627,1752
市谷柳町,891,604,702
市谷仲之町,1303,1196,1325
赤城下町,785,627,590
天神町,735,519,586
榎町,505,343,352
東榎町,273,168,192
早稲田町,866,595,672
早稲田南町,477,404,418
馬場下町,327,261,249
原町１丁目,914,700,799
原町２丁目,704,664,629
原町３丁目,1164,890,1053
喜久井町,1140,1012,992
築地町,325,259,281
弁天町,2054,1659,1749
中里町,347,322,361
山吹町,2507,1760,1969
改代町,417,334,300
水道町,714,498,501
早稲田鶴巻町,4003,2882,2967
住吉町,1810,1362,1428
市谷台町,901,737,700
河田町,1534,1434,1514
若松町,3454,2847,3056
余丁町,2556,2049,2136
戸山１丁目,1581,1238,1352
戸山２丁目,3270,2109,3277
戸山３丁目,560,455,451
富久町,4224,3660,3641
百人町１丁目,3266,2374,1699
百人町２丁目,3702,2790,2203
百人町３丁目,2637,2615,2921
百人町４丁目,1646,1188,1573
大久保１丁目,3317,2265,2065
大久保２丁目,5973,4426,4030
大久保３丁目,2344,2237,2456
戸塚町１丁目,146,97,117
西早稲田１丁目,3667,2692,2940
西早稲田２丁目,4137,3090,2991
西早稲田３丁目,4218,3522,3434
高田馬場１丁目,2914,2328,2075
高田馬場２丁目,1284,1003,845
高田馬場３丁目,4264,3206,2773
高田馬場４丁目,4349,3546,3196
下落合１丁目,2066,1413,1267
下落合２丁目,2059,1743,1829
下落合３丁目,2594,2083,2441
下落合４丁目,2712,2220,2396
中落合１丁目,2259,1743,1759
中落合２丁目,2831,2429,2543
中落合３丁目,2445,2049,2198
中落合４丁目,1791,1564,1543
上落合１丁目,3467,2838,2719
上落合２丁目,3346,2565,2452
上落合３丁目,3301,2410,2319
西落合１丁目,2754,2215,2317
西落合２丁目,2611,2117,2153
西落合３丁目,1918,1487,1687
西落合４丁目,1293,1095,1185
中井１丁目,1276,982,802
中井２丁目,1761,1555,1666
北新宿１丁目,5390,3933,3435
北新宿２丁目,3151,2747,2480
北新宿３丁目,5003,3820,3464
北新宿４丁目,4543,3469,3153
西新宿１丁目,34,27,28
西新宿２丁目,2,2,5
西新宿３丁目,1686,1135,1115
西新宿４丁目,5059,3813,3451
西新宿５丁目,2795,2195,2009
西新宿６丁目,2296,1852,1640
西新宿７丁目,1744,1322,1007
西新宿８丁目,2122,1551,1464
