町丁名,世帯数,男,女
四谷１丁目,22,17,8
四谷２丁目,19,7,14
四谷３丁目,34,20,18
四谷４丁目,208,119,120
四谷本塩町,21,10,13
四谷三栄町,67,42,47
四谷坂町,150,105,82
若葉１丁目,102,80,47
若葉２丁目,66,36,38
若葉３丁目,61,34,33
須賀町,55,32,26
左門町,78,48,41
信濃町,81,44,44
南元町,146,76,102
荒木町,149,101,102
舟町,73,37,43
愛住町,86,57,48
大京町,184,116,87
霞ヶ丘町,1,1,0
内藤町,54,36,40
片町,42,21,24
新宿１丁目,337,207,183
新宿２丁目,143,96,77
新宿３丁目,6,4,4
新宿４丁目,3,2,2
新宿５丁目,286,168,153
新宿６丁目,424,260,280
新宿７丁目,796,510,502
歌舞伎町１丁目,10,7,5
歌舞伎町２丁目,312,174,194
市谷田町１丁目,1,0,1
市谷田町２丁目,14,9,10
市谷田町３丁目,27,8,23
市谷本村町,98,77,85
市谷砂土原町１丁目,10,7,9
市谷砂土原町２丁目,17,15,11
市谷砂土原町３丁目,70,73,46
市谷左内町,21,13,13
市谷加賀町１丁目,6,6,8
市谷加賀町２丁目,83,47,56
市谷甲良町,35,24,22
市谷船河原町,3,5,5
市谷長延寺町,3,0,3
市谷鷹匠町,12,6,6
市谷山伏町,15,9,12
市谷八幡町,2,1,1
神楽坂１丁目,0,0,0
神楽坂２丁目,11,4,7
神楽坂３丁目,29,24,14
神楽坂４丁目,4,2,2
神楽坂５丁目,7,7,3
神楽坂６丁目,34,28,10
細工町,10,4,8
二十騎町,38,30,19
揚場町,1,1,0
津久戸町,2,0,2
東五軒町,104,54,56
西五軒町,154,88,81
赤城元町,6,2,4
南榎町,50,38,22
袋町,33,21,17
払方町,41,24,33
南町,14,13,7
北町,20,15,11
納戸町,64,46,30
南山伏町,33,22,26
北山伏町,38,23,21
白銀町,46,26,29
下宮比町,14,6,8
矢来町,172,103,89
若宮町,50,52,55
岩戸町,29,14,20
中町,19,18,6
箪笥町,34,24,17
横寺町,31,20,14
筑土八幡町,36,23,27
新小川町,179,103,100
神楽河岸,0,0,0
市谷薬王寺町,199,162,163
市谷柳町,75,50,34
市谷仲之町,147,152,154
赤城下町,97,57,49
天神町,100,55,51
榎町,50,27,27
東榎町,43,17,27
早稲田町,207,97,126
早稲田南町,102,52,58
馬場下町,34,26,19
原町１丁目,107,61,62
原町２丁目,59,41,37
原町３丁目,139,111,110
喜久井町,102,70,47
築地町,16,11,6
弁天町,245,152,145
中里町,17,10,13
山吹町,458,224,272
改代町,35,23,14
水道町,69,45,28
早稲田鶴巻町,771,416,425
住吉町,192,139,131
市谷台町,123,81,63
河田町,441,457,464
若松町,417,318,337
余丁町,237,147,151
戸山１丁目,183,116,102
戸山２丁目,374,221,395
戸山３丁目,74,47,43
富久町,385,276,269
百人町１丁目,1215,779,609
百人町２丁目,1514,1063,838
百人町３丁目,574,453,413
百人町４丁目,221,196,254
大久保１丁目,1156,751,664
大久保２丁目,1947,1316,1214
大久保３丁目,481,334,382
戸塚町１丁目,49,31,27
西早稲田１丁目,982,575,504
西早稲田２丁目,1239,671,659
西早稲田３丁目,1138,667,599
高田馬場１丁目,649,442,321
高田馬場２丁目,378,230,183
高田馬場３丁目,1175,734,589
高田馬場４丁目,1050,696,569
下落合１丁目,741,421,410
下落合２丁目,401,296,203
下落合３丁目,309,205,175
下落合４丁目,455,274,217
中落合１丁目,414,272,223
中落合２丁目,408,259,227
中落合３丁目,242,153,134
中落合４丁目,208,110,127
上落合１丁目,429,289,247
上落合２丁目,405,231,228
上落合３丁目,424,219,252
西落合１丁目,233,132,134
西落合２丁目,273,171,160
西落合３丁目,141,93,73
西落合４丁目,88,51,50
中井１丁目,148,94,74
中井２丁目,233,118,146
北新宿１丁目,1463,986,772
北新宿２丁目,455,308,317
北新宿３丁目,1278,920,675
北新宿４丁目,1113,743,642
西新宿１丁目,2,1,1
西新宿２丁目,1,1,0
西新宿３丁目,225,134,121
西新宿４丁目,640,379,355
西新宿５丁目,352,235,255
西新宿６丁目,407,289,283
西新宿７丁目,269,166,128
西新宿８丁目,262,154,156
