町丁名,世帯数,男,女
四谷１丁目,233,194,275
四谷２丁目,241,196,219
四谷３丁目,259,174,218
四谷４丁目,2068,1668,1529
四谷本塩町,254,208,202
四谷三栄町,1039,895,983
四谷坂町,1428,1105,1102
若葉１丁目,1357,1244,1222
若葉２丁目,418,376,389
若葉３丁目,578,447,453
須賀町,805,682,675
左門町,976,673,805
信濃町,567,401,508
南元町,1231,1083,1224
荒木町,1589,1182,1184
舟町,947,656,675
愛住町,873,676,685
大京町,2080,1569,1911
霞ヶ丘町,0,0,0
内藤町,707,638,577
片町,225,166,159
新宿１丁目,2753,1968,1764
新宿２丁目,794,608,464
新宿３丁目,101,86,51
新宿４丁目,216,176,106
新宿５丁目,1839,1302,996
新宿６丁目,2762,2018,1747
新宿７丁目,3635,2985,2723
歌舞伎町１丁目,170,135,55
歌舞伎町２丁目,1570,1244,549
市谷田町１丁目,17,9,18
市谷田町２丁目,328,239,336
市谷田町３丁目,192,157,191
市谷本村町,1720,1534,920
市谷砂土原町１丁目,106,99,121
市谷砂土原町２丁目,248,197,257
市谷砂土原町３丁目,426,411,463
市谷左内町,222,195,223
市谷加賀町１丁目,23,14,22
市谷加賀町２丁目,1017,696,1071
市谷甲良町,415,362,410
市谷船河原町,68,71,81
市谷長延寺町,91,47,84
市谷鷹匠町,17,19,20
市谷山伏町,277,255,261
市谷八幡町,62,52,63
神楽坂１丁目,12,12,16
神楽坂２丁目,127,82,117
神楽坂３丁目,283,221,206
神楽坂４丁目,92,76,91
神楽坂５丁目,389,305,404
神楽坂６丁目,554,374,470
細工町,265,214,222
二十騎町,373,308,343
揚場町,53,48,55
津久戸町,62,46,47
東五軒町,1104,978,1121
西五軒町,918,789,820
赤城元町,229,180,211
南榎町,695,671,697
袋町,368,314,333
払方町,470,456,513
南町,369,366,400
北町,507,480,504
納戸町,538,466,535
南山伏町,361,317,303
北山伏町,368,243,296
白銀町,717,592,744
下宮比町,148,93,121
矢来町,2489,2127,2446
若宮町,520,437,465
岩戸町,417,284,324
中町,259,244,260
箪笥町,407,276,322
横寺町,574,443,462
筑土八幡町,525,388,482
新小川町,1905,1561,1566
神楽河岸,0,0,0
市谷薬王寺町,1970,1477,1580
市谷柳町,841,583,665
市谷仲之町,1183,1032,1161
赤城下町,733,584,582
天神町,687,498,564
榎町,466,319,325
東榎町,201,134,148
早稲田町,741,523,591
早稲田南町,406,356,381
馬場下町,300,250,234
原町１丁目,821,637,736
原町２丁目,648,612,581
原町３丁目,1046,768,923
喜久井町,1045,924,931
築地町,314,245,284
弁天町,1880,1531,1623
中里町,342,322,357
山吹町,2211,1613,1749
改代町,381,319,284
水道町,630,443,456
早稲田鶴巻町,3326,2516,2554
住吉町,1634,1220,1276
市谷台町,817,679,647
河田町,1280,1117,1160
若松町,3162,2546,2750
余丁町,2400,1918,2017
戸山１丁目,1438,1140,1241
戸山２丁目,3166,1996,3032
戸山３丁目,484,410,405
富久町,3876,3385,3336
百人町１丁目,1925,1488,981
百人町２丁目,2048,1594,1230
百人町３丁目,2391,2389,2624
百人町４丁目,1486,996,1365
大久保１丁目,1845,1362,1105
大久保２丁目,3732,2873,2538
大久保３丁目,2093,1969,2180
戸塚町１丁目,101,73,87
西早稲田１丁目,2941,2306,2456
西早稲田２丁目,3071,2531,2354
西早稲田３丁目,3406,3048,2899
高田馬場１丁目,2290,1919,1719
高田馬場２丁目,1017,828,697
高田馬場３丁目,3337,2600,2250
高田馬場４丁目,3378,2833,2637
下落合１丁目,1276,922,862
下落合２丁目,1760,1527,1629
下落合３丁目,2357,1876,2290
下落合４丁目,2331,1976,2185
中落合１丁目,2048,1598,1627
中落合２丁目,2569,2247,2390
中落合３丁目,2296,1955,2101
中落合４丁目,1591,1450,1411
上落合１丁目,3039,2532,2463
上落合２丁目,3028,2353,2236
上落合３丁目,2911,2202,2082
西落合１丁目,2603,2117,2217
西落合２丁目,2423,2021,1990
西落合３丁目,1767,1397,1617
西落合４丁目,1200,1019,1141
中井１丁目,1169,919,737
中井２丁目,1561,1431,1535
北新宿１丁目,3937,2933,2629
北新宿２丁目,2797,2433,2193
北新宿３丁目,3729,2948,2665
北新宿４丁目,3511,2735,2526
西新宿１丁目,34,28,27
西新宿２丁目,2,2,5
西新宿３丁目,1490,987,1012
西新宿４丁目,4677,3545,3189
西新宿５丁目,2529,1985,1755
西新宿６丁目,1976,1565,1385
西新宿７丁目,1523,1162,886
西新宿８丁目,1938,1418,1319
