町丁名,世帯数,男,女
四谷１丁目,274,224,298
四谷２丁目,251,206,228
四谷３丁目,287,193,230
四谷４丁目,2283,1831,1653
四谷本塩町,319,243,252
四谷三栄町,1108,948,1051
四谷坂町,1566,1220,1195
若葉１丁目,1424,1311,1252
若葉２丁目,485,444,448
若葉３丁目,671,509,531
須賀町,856,728,703
左門町,1100,745,897
信濃町,574,399,512
南元町,1328,1176,1308
荒木町,1718,1281,1282
舟町,1011,705,704
愛住町,926,724,724
大京町,2384,1792,2109
霞ヶ丘町,2,2,0
内藤町,773,687,649
片町,248,189,165
新宿１丁目,3064,2174,1936
新宿２丁目,933,685,531
新宿３丁目,101,88,55
新宿４丁目,213,174,108
新宿５丁目,2106,1469,1138
新宿６丁目,3121,2300,1986
新宿７丁目,4296,3461,3215
歌舞伎町１丁目,173,144,53
歌舞伎町２丁目,1958,1474,839
市谷田町１丁目,16,8,18
市谷田町２丁目,337,256,347
市谷田町３丁目,204,161,197
市谷本村町,1731,1534,1030
市谷砂土原町１丁目,107,100,122
市谷砂土原町２丁目,258,208,259
市谷砂土原町３丁目,474,493,516
市谷左内町,224,201,227
市谷加賀町１丁目,21,14,23
市谷加賀町２丁目,1007,749,1045
市谷甲良町,471,414,438
市谷船河原町,76,88,90
市谷長延寺町,94,43,85
市谷鷹匠町,13,11,15
市谷山伏町,296,260,275
市谷八幡町,63,54,66
神楽坂１丁目,12,13,15
神楽坂２丁目,130,83,116
神楽坂３丁目,289,229,208
神楽坂４丁目,98,86,98
神楽坂５丁目,383,308,402
神楽坂６丁目,560,380,467
細工町,262,219,223
二十騎町,410,332,364
揚場町,60,51,55
津久戸町,70,47,53
東五軒町,1200,1026,1214
西五軒町,1048,881,904
赤城元町,231,180,216
南榎町,739,717,729
袋町,370,327,341
払方町,517,493,549
南町,390,411,433
北町,523,495,534
納戸町,572,494,555
南山伏町,365,326,306
北山伏町,388,258,320
白銀町,740,606,764
下宮比町,160,94,126
矢来町,2597,2205,2515
若宮町,563,506,518
岩戸町,428,301,335
中町,268,254,268
箪笥町,428,289,331
横寺町,626,469,489
筑土八幡町,519,389,470
新小川町,2056,1646,1676
神楽河岸,0,0,0
市谷薬王寺町,2158,1663,1744
市谷柳町,902,609,710
市谷仲之町,1286,1189,1318
赤城下町,782,622,585
天神町,724,532,565
榎町,502,343,348
東榎町,263,160,189
早稲田町,882,594,697
早稲田南町,470,389,410
馬場下町,337,263,259
原町１丁目,883,699,769
原町２丁目,696,645,622
原町３丁目,1277,988,1163
喜久井町,1145,995,1000
築地町,317,256,282
弁天町,2012,1629,1731
中里町,349,322,366
山吹町,2613,1821,2041
改代町,435,354,312
水道町,716,490,502
早稲田鶴巻町,3881,2805,2903
住吉町,1847,1377,1438
市谷台町,908,727,684
河田町,1557,1469,1523
若松町,3453,2777,3066
余丁町,2543,2047,2121
戸山１丁目,1623,1210,1406
戸山２丁目,3263,2067,3241
戸山３丁目,620,512,530
富久町,4186,3631,3620
百人町１丁目,3037,2237,1578
百人町２丁目,3453,2637,2079
百人町３丁目,2587,2591,2904
百人町４丁目,1611,1153,1534
大久保１丁目,3098,2143,1940
大久保２丁目,5576,4190,3843
大久保３丁目,2381,2236,2497
戸塚町１丁目,127,90,98
西早稲田１丁目,3621,2670,2905
西早稲田２丁目,3818,2985,2769
西早稲田３丁目,4109,3475,3357
高田馬場１丁目,2779,2243,2045
高田馬場２丁目,1276,1001,833
高田馬場３丁目,4133,3149,2694
高田馬場４丁目,4215,3445,3152
下落合１丁目,1896,1284,1208
下落合２丁目,2059,1728,1838
下落合３丁目,2598,2074,2458
下落合４丁目,2662,2161,2374
中落合１丁目,2316,1786,1757
中落合２丁目,2797,2430,2518
中落合３丁目,2431,2018,2192
中落合４丁目,1745,1561,1529
上落合１丁目,3365,2743,2677
上落合２丁目,3310,2523,2445
上落合３丁目,3279,2416,2313
西落合１丁目,2865,2250,2385
西落合２丁目,2600,2125,2140
西落合３丁目,1931,1498,1707
西落合４丁目,1277,1094,1173
中井１丁目,1278,990,798
中井２丁目,1736,1565,1637
北新宿１丁目,5132,3791,3270
北新宿２丁目,3149,2742,2468
北新宿３丁目,4747,3726,3291
北新宿４丁目,4431,3349,3139
西新宿１丁目,35,27,28
西新宿２丁目,2,2,4
西新宿３丁目,1672,1128,1095
西新宿４丁目,5051,3795,3467
西新宿５丁目,2729,2135,1964
西新宿６丁目,2318,1889,1636
西新宿７丁目,1748,1326,998
西新宿８丁目,2175,1598,1498
