町丁名,世帯数,男,女
四谷１丁目,281,233,317
四谷２丁目,228,187,209
四谷３丁目,258,174,213
四谷４丁目,2066,1675,1547
四谷本塩町,313,241,241
四谷三栄町,1042,894,989
四谷坂町,1497,1176,1130
若葉１丁目,1354,1241,1213
若葉２丁目,466,431,425
若葉３丁目,598,480,458
須賀町,797,685,668
左門町,1046,698,864
信濃町,524,386,471
南元町,1252,1097,1239
荒木町,1611,1198,1184
舟町,968,659,694
愛住町,853,661,684
大京町,2323,1705,2075
霞ヶ丘町,0,0,0
内藤町,655,578,612
片町,252,189,165
新宿１丁目,2844,2030,1760
新宿２丁目,828,624,465
新宿３丁目,93,80,46
新宿４丁目,197,159,104
新宿５丁目,1851,1316,977
新宿６丁目,2789,2029,1719
新宿７丁目,3659,2948,2730
歌舞伎町１丁目,162,131,49
歌舞伎町２丁目,1602,1267,552
市谷田町１丁目,14,7,16
市谷田町２丁目,318,243,323
市谷田町３丁目,186,153,179
市谷本村町,1703,1480,1064
市谷砂土原町１丁目,104,96,112
市谷砂土原町２丁目,260,206,257
市谷砂土原町３丁目,434,418,462
市谷左内町,229,198,225
市谷加賀町１丁目,21,13,23
市谷加賀町２丁目,983,712,1017
市谷甲良町,440,384,424
市谷船河原町,73,83,86
市谷長延寺町,86,42,75
市谷鷹匠町,13,11,15
市谷山伏町,300,262,281
市谷八幡町,60,54,66
神楽坂１丁目,11,12,15
神楽坂２丁目,116,74,108
神楽坂３丁目,279,226,195
神楽坂４丁目,95,80,95
神楽坂５丁目,384,306,399
神楽坂６丁目,527,344,443
細工町,251,211,210
二十騎町,394,306,357
揚場町,60,49,56
津久戸町,57,38,46
東五軒町,1157,993,1159
西五軒町,984,822,866
赤城元町,242,186,225
南榎町,696,686,697
袋町,355,306,338
払方町,501,462,505
南町,395,415,439
北町,528,477,537
納戸町,528,468,532
南山伏町,354,303,300
北山伏町,355,237,296
白銀町,724,579,761
下宮比町,159,90,128
矢来町,2456,2074,2361
若宮町,529,462,468
岩戸町,403,289,314
中町,250,250,249
箪笥町,452,300,339
横寺町,624,474,483
筑土八幡町,498,369,459
新小川町,1937,1572,1581
神楽河岸,0,0,0
市谷薬王寺町,1999,1491,1582
市谷柳町,848,573,671
市谷仲之町,1172,1041,1162
赤城下町,805,624,610
天神町,677,504,538
榎町,476,329,329
東榎町,212,132,159
早稲田町,795,541,636
早稲田南町,413,341,369
馬場下町,315,253,242
原町１丁目,807,649,709
原町２丁目,649,586,578
原町３丁目,1136,846,1028
喜久井町,1084,942,934
築地町,299,234,274
弁天町,1895,1521,1655
中里町,362,333,374
山吹町,2417,1708,1866
改代町,397,326,289
水道町,708,485,480
早稲田鶴巻町,3386,2477,2586
住吉町,1715,1267,1315
市谷台町,847,666,656
河田町,1217,1084,1089
若松町,3150,2454,2782
余丁町,2396,1895,1975
戸山１丁目,1435,1131,1241
戸山２丁目,3241,1968,3046
戸山３丁目,577,487,522
富久町,3887,3373,3328
百人町１丁目,1931,1492,959
百人町２丁目,2091,1579,1272
百人町３丁目,2346,2336,2611
百人町４丁目,1519,987,1348
大久保１丁目,1925,1388,1106
大久保２丁目,3765,2851,2490
大久保３丁目,2210,2043,2230
戸塚町１丁目,116,81,90
西早稲田１丁目,3007,2301,2480
西早稲田２丁目,3225,2647,2423
西早稲田３丁目,3406,3030,2929
高田馬場１丁目,2332,1928,1750
高田馬場２丁目,1060,877,712
高田馬場３丁目,3374,2602,2256
高田馬場４丁目,3419,2827,2624
下落合１丁目,1378,959,932
下落合２丁目,1787,1537,1648
下落合３丁目,2466,1939,2367
下落合４丁目,2382,1991,2165
中落合１丁目,2151,1667,1680
中落合２丁目,2630,2312,2392
中落合３丁目,2374,1943,2155
中落合４丁目,1630,1481,1428
上落合１丁目,3075,2496,2488
上落合２丁目,3118,2376,2299
上落合３丁目,2986,2248,2096
西落合１丁目,2735,2183,2260
西落合２丁目,2428,1982,2016
西落合３丁目,1816,1437,1639
西落合４丁目,1281,1073,1171
中井１丁目,1187,908,732
中井２丁目,1584,1471,1522
北新宿１丁目,4030,2958,2597
北新宿２丁目,2812,2463,2139
北新宿３丁目,3774,2944,2638
北新宿４丁目,3577,2711,2580
西新宿１丁目,32,24,26
西新宿２丁目,1,1,4
西新宿３丁目,1485,1010,984
西新宿４丁目,4683,3517,3181
西新宿５丁目,2437,1897,1698
西新宿６丁目,2149,1700,1457
西新宿７丁目,1572,1205,896
西新宿８丁目,2050,1496,1377
