町丁名,世帯数,男,女
四谷１丁目,298,244,323
四谷２丁目,254,209,224
四谷３丁目,279,187,226
四谷４丁目,2212,1780,1635
四谷本塩町,324,245,249
四谷三栄町,1086,933,1018
四谷坂町,1598,1270,1210
若葉１丁目,1404,1310,1257
若葉２丁目,497,451,443
若葉３丁目,638,501,489
須賀町,821,697,688
左門町,1090,739,903
信濃町,541,393,488
南元町,1320,1164,1301
荒木町,1702,1279,1237
舟町,1024,693,733
愛住町,893,713,694
大京町,2444,1826,2165
霞ヶ丘町,6,6,0
内藤町,673,593,640
片町,275,203,182
新宿１丁目,3136,2233,1940
新宿２丁目,925,683,515
新宿３丁目,97,85,50
新宿４丁目,202,163,106
新宿５丁目,2062,1461,1094
新宿６丁目,3087,2239,1946
新宿７丁目,4271,3400,3181
歌舞伎町１丁目,159,126,52
歌舞伎町２丁目,1882,1440,772
市谷田町１丁目,14,7,17
市谷田町２丁目,331,259,334
市谷田町３丁目,196,158,197
市谷本村町,1762,1537,1141
市谷砂土原町１丁目,105,100,113
市谷砂土原町２丁目,272,218,268
市谷砂土原町３丁目,467,488,508
市谷左内町,242,210,243
市谷加賀町１丁目,21,13,23
市谷加賀町２丁目,1020,758,1047
市谷甲良町,458,397,439
市谷船河原町,78,89,100
市谷長延寺町,89,41,80
市谷鷹匠町,14,13,16
市谷山伏町,309,268,294
市谷八幡町,64,57,66
神楽坂１丁目,11,12,15
神楽坂２丁目,120,76,111
神楽坂３丁目,288,234,203
神楽坂４丁目,96,82,99
神楽坂５丁目,384,310,396
神楽坂６丁目,533,354,449
細工町,263,216,219
二十騎町,398,309,367
揚場町,59,51,53
津久戸町,61,40,48
東五軒町,1222,1042,1206
西五軒町,1031,862,896
赤城元町,248,196,237
南榎町,715,704,711
袋町,358,317,339
払方町,520,490,539
南町,401,438,450
北町,537,481,543
納戸町,566,497,557
南山伏町,357,311,301
北山伏町,384,250,322
白銀町,751,598,784
下宮比町,176,97,139
矢来町,2526,2138,2410
若宮町,554,490,512
岩戸町,421,308,331
中町,260,258,248
箪笥町,458,310,342
横寺町,636,484,485
筑土八幡町,510,384,467
新小川町,2016,1632,1640
神楽河岸,0,0,0
市谷薬王寺町,2103,1596,1720
市谷柳町,875,598,685
市谷仲之町,1293,1194,1315
赤城下町,840,663,622
天神町,717,523,553
榎町,473,319,337
東榎町,219,135,166
早稲田町,880,582,689
早稲田南町,452,363,390
馬場下町,340,264,258
原町１丁目,865,699,751
原町２丁目,691,627,631
原町３丁目,1252,947,1154
喜久井町,1141,988,966
築地町,318,248,294
弁天町,1987,1597,1737
中里町,374,338,379
山吹町,2615,1795,2012
改代町,410,323,308
水道町,757,511,506
早稲田鶴巻町,3806,2700,2872
住吉町,1839,1357,1413
市谷台町,919,706,717
河田町,1462,1401,1418
若松町,3358,2665,3004
余丁町,2522,2027,2086
戸山１丁目,1533,1197,1317
戸山２丁目,3377,2106,3317
戸山３丁目,644,530,564
富久町,4118,3591,3577
百人町１丁目,2853,2117,1463
百人町２丁目,3365,2533,2029
百人町３丁目,2570,2601,2863
百人町４丁目,1669,1170,1570
大久保１丁目,3032,2102,1844
大久保２丁目,5296,3996,3574
大久保３丁目,2524,2353,2566
戸塚町１丁目,140,98,101
西早稲田１丁目,3558,2628,2816
西早稲田２丁目,3812,3012,2775
西早稲田３丁目,4053,3442,3292
高田馬場１丁目,2767,2208,2011
高田馬場２丁目,1273,1007,816
高田馬場３丁目,4112,3085,2661
高田馬場４丁目,4171,3394,3095
下落合１丁目,1891,1278,1203
下落合２丁目,2075,1756,1810
下落合３丁目,2668,2101,2536
下落合４丁目,2662,2171,2319
中落合１丁目,2396,1832,1817
中落合２丁目,2853,2472,2542
中落合３丁目,2465,2013,2227
中落合４丁目,1718,1542,1498
上落合１丁目,3305,2683,2668
上落合２丁目,3321,2512,2418
上落合３丁目,3185,2377,2227
西落合１丁目,2875,2257,2360
西落合２丁目,2536,2063,2097
西落合３丁目,1917,1506,1679
西落合４丁目,1324,1103,1218
中井１丁目,1295,980,800
中井２丁目,1715,1567,1613
北新宿１丁目,5139,3774,3219
北新宿２丁目,3150,2732,2434
北新宿３丁目,4755,3675,3277
北新宿４丁目,4324,3251,3063
西新宿１丁目,34,26,27
西新宿２丁目,1,1,4
西新宿３丁目,1619,1115,1046
西新宿４丁目,5049,3773,3437
西新宿５丁目,2632,2057,1881
西新宿６丁目,2459,1973,1714
西新宿７丁目,1741,1315,1003
西新宿８丁目,2252,1635,1529
