町丁名,世帯数,男,女
四谷１丁目,262,214,292
四谷２丁目,234,191,217
四谷３丁目,266,176,214
四谷４丁目,2105,1712,1541
四谷本塩町,308,240,237
四谷三栄町,1062,909,1006
四谷坂町,1470,1145,1120
若葉１丁目,1373,1252,1214
若葉２丁目,455,418,426
若葉３丁目,620,479,481
須賀町,819,687,675
左門町,1035,695,862
信濃町,521,374,477
南元町,1259,1113,1243
荒木町,1610,1198,1211
舟町,965,670,682
愛住町,866,670,695
大京町,2295,1712,2052
霞ヶ丘町,0,0,0
内藤町,694,615,614
片町,239,187,157
新宿１丁目,2788,2005,1751
新宿２丁目,842,627,482
新宿３丁目,95,82,48
新宿４丁目,208,171,104
新宿５丁目,1861,1304,998
新宿６丁目,2757,2028,1720
新宿７丁目,3653,2956,2746
歌舞伎町１丁目,161,133,50
歌舞伎町２丁目,1622,1277,568
市谷田町１丁目,16,8,17
市谷田町２丁目,324,242,336
市谷田町３丁目,190,157,181
市谷本村町,1656,1450,967
市谷砂土原町１丁目,104,92,120
市谷砂土原町２丁目,250,200,253
市谷砂土原町３丁目,434,420,464
市谷左内町,214,191,217
市谷加賀町１丁目,21,14,23
市谷加賀町２丁目,951,708,983
市谷甲良町,449,391,424
市谷船河原町,71,80,82
市谷長延寺町,87,42,78
市谷鷹匠町,13,11,15
市谷山伏町,289,252,270
市谷八幡町,63,54,65
神楽坂１丁目,11,12,15
神楽坂２丁目,120,76,108
神楽坂３丁目,278,220,200
神楽坂４丁目,94,80,95
神楽坂５丁目,375,301,399
神楽坂６丁目,541,362,455
細工町,250,212,212
二十騎町,393,316,348
揚場町,59,49,56
津久戸町,65,44,51
東五軒町,1147,991,1175
西五軒町,983,826,860
赤城元町,229,177,212
南榎町,706,688,703
袋町,363,315,337
払方町,493,468,515
南町,385,397,426
北町,512,485,527
納戸町,532,460,533
南山伏町,360,320,300
北山伏町,360,241,298
白銀町,711,576,746
下宮比町,152,89,120
矢来町,2496,2127,2451
若宮町,530,456,473
岩戸町,412,290,321
中町,258,247,262
箪笥町,422,286,321
横寺町,620,463,484
筑土八幡町,503,379,453
新小川町,1974,1599,1614
神楽河岸,0,0,0
市谷薬王寺町,2012,1521,1590
市谷柳町,866,577,684
市谷仲之町,1191,1049,1188
赤城下町,751,594,564
天神町,672,502,534
榎町,476,332,334
東榎町,229,143,166
早稲田町,773,527,626
早稲田南町,414,346,384
馬場下町,305,243,236
原町１丁目,805,651,712
原町２丁目,650,604,578
原町３丁目,1151,863,1029
喜久井町,1081,943,955
築地町,305,235,280
弁天町,1883,1536,1635
中里町,344,319,361
山吹町,2371,1697,1877
改代町,407,339,295
水道町,679,465,476
早稲田鶴巻町,3376,2529,2575
住吉町,1716,1276,1328
市谷台町,829,671,638
河田町,1273,1121,1132
若松町,3180,2503,2796
余丁町,2397,1913,1995
戸山１丁目,1495,1132,1287
戸山２丁目,3105,1917,2947
戸山３丁目,564,480,494
富久町,3910,3406,3355
百人町１丁目,1961,1523,973
百人町２丁目,2081,1594,1265
百人町３丁目,2371,2344,2631
百人町４丁目,1472,977,1333
大久保１丁目,1884,1364,1108
大久保２丁目,3761,2879,2523
大久保３丁目,2120,1976,2187
戸塚町１丁目,100,76,81
西早稲田１丁目,2996,2328,2477
西早稲田２丁目,3054,2553,2301
西早稲田３丁目,3407,3043,2932
高田馬場１丁目,2323,1943,1742
高田馬場２丁目,1031,852,703
高田馬場３丁目,3385,2617,2292
高田馬場４丁目,3435,2860,2638
下落合１丁目,1346,948,905
下落合２丁目,1793,1543,1650
下落合３丁目,2415,1943,2329
下落合４丁目,2398,1998,2205
中落合１丁目,2085,1629,1628
中落合２丁目,2586,2264,2383
中落合３丁目,2330,1937,2115
中落合４丁目,1623,1478,1438
上落合１丁目,3069,2521,2479
上落合２丁目,3072,2370,2267
上落合３丁目,2957,2225,2110
西落合１丁目,2732,2176,2271
西落合２丁目,2438,2011,2018
西落合３丁目,1814,1423,1640
西落合４丁目,1221,1050,1132
中井１丁目,1180,920,738
中井２丁目,1591,1476,1530
北新宿１丁目,3960,2922,2577
北新宿２丁目,2809,2464,2168
北新宿３丁目,3798,3005,2664
北新宿４丁目,3565,2724,2561
西新宿１丁目,33,25,27
西新宿２丁目,2,2,4
西新宿３丁目,1463,995,973
西新宿４丁目,4656,3507,3197
西新宿５丁目,2491,1944,1756
西新宿６丁目,2035,1619,1421
西新宿７丁目,1571,1201,901
西新宿８丁目,1976,1457,1352
