町丁名,世帯数,男,女
四谷１丁目,20,17,7
四谷２丁目,19,12,10
四谷３丁目,26,15,13
四谷４丁目,213,126,118
四谷本塩町,20,9,13
四谷三栄町,65,43,42
四谷坂町,151,108,83
若葉１丁目,91,72,50
若葉２丁目,56,31,32
若葉３丁目,64,35,35
須賀町,47,31,23
左門町,85,48,42
信濃町,111,58,59
南元町,149,70,110
荒木町,145,101,96
舟町,66,34,37
愛住町,78,59,35
大京町,178,117,84
霞ヶ丘町,1,1,0
内藤町,56,36,41
片町,31,15,19
新宿１丁目,344,215,190
新宿２丁目,134,91,69
新宿３丁目,6,4,4
新宿４丁目,3,2,2
新宿５丁目,280,163,150
新宿６丁目,401,256,255
新宿７丁目,755,507,468
歌舞伎町１丁目,8,6,3
歌舞伎町２丁目,311,170,199
市谷田町１丁目,1,0,1
市谷田町２丁目,14,9,7
市谷田町３丁目,28,11,22
市谷本村町,99,82,81
市谷砂土原町１丁目,3,3,2
市谷砂土原町２丁目,18,17,8
市谷砂土原町３丁目,65,72,42
市谷左内町,12,9,8
市谷加賀町１丁目,7,6,9
市谷加賀町２丁目,75,48,47
市谷甲良町,30,19,18
市谷船河原町,5,9,7
市谷長延寺町,9,4,5
市谷鷹匠町,14,8,6
市谷山伏町,21,12,15
市谷八幡町,2,1,1
神楽坂１丁目,0,0,0
神楽坂２丁目,8,3,5
神楽坂３丁目,23,20,10
神楽坂４丁目,4,2,2
神楽坂５丁目,7,8,2
神楽坂６丁目,27,22,9
細工町,10,3,9
二十騎町,35,27,18
揚場町,1,1,0
津久戸町,2,1,1
東五軒町,93,48,50
西五軒町,145,88,71
赤城元町,9,3,7
南榎町,48,38,20
袋町,33,21,17
払方町,40,25,31
南町,14,13,6
北町,19,14,11
納戸町,62,43,29
南山伏町,32,22,23
北山伏町,37,19,25
白銀町,45,26,26
下宮比町,13,4,9
矢来町,158,97,82
若宮町,50,49,52
岩戸町,26,12,18
中町,19,18,8
箪笥町,39,26,18
横寺町,27,17,13
筑土八幡町,37,23,26
新小川町,163,92,95
神楽河岸,0,0,0
市谷薬王寺町,187,152,158
市谷柳町,64,44,32
市谷仲之町,156,163,160
赤城下町,59,34,35
天神町,83,46,43
榎町,46,24,25
東榎町,43,19,25
早稲田町,189,91,114
早稲田南町,91,55,42
馬場下町,31,21,18
原町１丁目,114,61,65
原町２丁目,63,40,38
原町３丁目,141,106,122
喜久井町,100,67,44
築地町,16,10,7
弁天町,221,124,135
中里町,15,8,13
山吹町,415,197,260
改代町,37,20,19
水道町,65,36,33
早稲田鶴巻町,726,390,414
住吉町,182,141,118
市谷台町,112,79,55
河田町,427,446,446
若松町,415,319,336
余丁町,204,151,132
戸山１丁目,176,97,115
戸山２丁目,367,216,381
戸山３丁目,69,45,39
富久町,373,264,269
百人町１丁目,1186,776,579
百人町２丁目,1472,1045,823
百人町３丁目,378,339,323
百人町４丁目,233,207,259
大久保１丁目,1140,720,660
大久保２丁目,1908,1313,1157
大久保３丁目,479,330,375
戸塚町１丁目,48,27,30
西早稲田１丁目,959,560,485
西早稲田２丁目,1190,656,614
西早稲田３丁目,1052,637,530
高田馬場１丁目,645,434,307
高田馬場２丁目,359,204,187
高田馬場３丁目,1140,693,586
高田馬場４丁目,1025,708,518
下落合１丁目,745,430,403
下落合２丁目,403,306,193
下落合３丁目,294,192,168
下落合４丁目,457,257,233
中落合１丁目,402,261,210
中落合２丁目,390,253,214
中落合３丁目,212,117,126
中落合４丁目,213,115,132
上落合１丁目,361,253,216
上落合２丁目,376,209,211
上落合３丁目,396,222,227
西落合１丁目,220,117,132
西落合２丁目,215,138,132
西落合３丁目,132,76,76
西落合４丁目,85,51,48
中井１丁目,145,87,77
中井２丁目,198,100,126
北新宿１丁目,1378,931,748
北新宿２丁目,456,317,309
北新宿３丁目,1217,870,670
北新宿４丁目,1095,718,654
西新宿１丁目,2,1,1
西新宿２丁目,1,1,0
西新宿３丁目,224,134,125
西新宿４丁目,578,340,331
西新宿５丁目,334,226,236
西新宿６丁目,373,282,258
西新宿７丁目,233,146,117
西新宿８丁目,253,153,144
