町丁名,世帯数,男,女
四谷１丁目,17,14,7
四谷２丁目,12,8,10
四谷３丁目,19,12,10
四谷４丁目,176,99,97
四谷本塩町,14,7,10
四谷三栄町,62,43,34
四谷坂町,130,89,80
若葉１丁目,75,60,44
若葉２丁目,43,25,22
若葉３丁目,58,26,38
須賀町,44,31,18
左門町,67,39,32
信濃町,30,9,21
南元町,102,66,59
荒木町,128,79,75
舟町,56,33,27
愛住町,61,51,21
大京町,142,100,64
霞ヶ丘町,6,6,0
内藤町,43,24,30
片町,22,10,12
新宿１丁目,286,164,168
新宿２丁目,101,62,45
新宿３丁目,7,7,7
新宿４丁目,6,3,4
新宿５丁目,231,145,122
新宿６丁目,334,206,220
新宿７丁目,674,447,449
歌舞伎町１丁目,10,8,3
歌舞伎町２丁目,337,180,221
市谷田町１丁目,1,0,1
市谷田町２丁目,11,10,7
市谷田町３丁目,18,5,16
市谷本村町,70,66,68
市谷砂土原町１丁目,1,2,2
市谷砂土原町２丁目,17,13,8
市谷砂土原町３丁目,52,69,48
市谷左内町,10,6,9
市谷加賀町１丁目,0,0,0
市谷加賀町２丁目,65,42,49
市谷甲良町,34,24,18
市谷船河原町,7,8,11
市谷長延寺町,5,1,4
市谷鷹匠町,0,0,0
市谷山伏町,16,11,10
市谷八幡町,3,1,2
神楽坂１丁目,0,0,0
神楽坂２丁目,5,3,2
神楽坂３丁目,15,11,8
神楽坂４丁目,3,2,2
神楽坂５丁目,7,5,5
神楽坂６丁目,24,15,12
細工町,13,5,10
二十騎町,18,13,11
揚場町,2,2,0
津久戸町,3,2,1
東五軒町,68,33,42
西五軒町,65,47,34
赤城元町,5,3,3
南榎町,37,29,17
袋町,16,13,6
払方町,31,27,29
南町,19,21,10
北町,13,11,6
納戸町,41,28,20
南山伏町,8,7,3
北山伏町,28,13,17
白銀町,30,15,22
下宮比町,11,4,8
矢来町,107,67,62
若宮町,30,35,44
岩戸町,20,12,14
中町,8,8,5
箪笥町,16,10,9
横寺町,18,10,8
筑土八幡町,15,8,12
新小川町,91,51,56
神楽河岸,0,0,0
市谷薬王寺町,154,126,146
市谷柳町,40,26,25
市谷仲之町,137,156,155
赤城下町,39,23,18
天神町,39,20,20
榎町,16,3,13
東榎町,13,5,9
早稲田町,115,59,70
早稲田南町,49,31,23
馬場下町,31,14,23
原町１丁目,63,40,33
原町２丁目,49,38,36
原町３丁目,100,85,101
喜久井町,64,42,35
築地町,11,8,3
弁天町,123,76,75
中里町,9,3,6
山吹町,201,95,130
改代町,22,10,13
水道町,45,26,26
早稲田鶴巻町,424,231,262
住吉町,147,102,98
市谷台町,82,47,51
河田町,285,331,343
若松町,302,256,252
余丁町,173,124,124
戸山１丁目,130,77,82
戸山２丁目,318,160,310
戸山３丁目,72,41,44
富久町,302,207,220
百人町１丁目,990,641,520
百人町２丁目,1310,932,732
百人町３丁目,284,249,261
百人町４丁目,195,177,218
大久保１丁目,1200,723,707
大久保２丁目,1728,1176,1095
大久保３丁目,407,296,339
戸塚町１丁目,21,11,13
西早稲田１丁目,586,331,342
西早稲田２丁目,613,373,332
西早稲田３丁目,704,427,362
高田馬場１丁目,457,275,259
高田馬場２丁目,242,147,115
高田馬場３丁目,794,506,416
高田馬場４丁目,771,557,453
下落合１丁目,530,338,278
下落合２丁目,295,208,163
下落合３丁目,214,134,124
下落合４丁目,323,188,175
中落合１丁目,250,163,130
中落合２丁目,251,163,151
中落合３丁目,144,82,91
中落合４丁目,121,72,77
上落合１丁目,265,187,173
上落合２丁目,259,158,150
上落合３丁目,298,166,173
西落合１丁目,156,75,107
西落合２丁目,165,102,100
西落合３丁目,124,76,62
西落合４丁目,74,43,42
中井１丁目,109,68,55
中井２丁目,139,75,91
北新宿１丁目,1204,802,650
北新宿２丁目,370,261,273
北新宿３丁目,1053,739,612
北新宿４丁目,804,549,509
西新宿１丁目,3,2,1
西新宿２丁目,0,0,0
西新宿３丁目,194,117,101
西新宿４丁目,470,275,260
西新宿５丁目,246,158,192
西新宿６丁目,315,242,214
西新宿７丁目,184,110,104
西新宿８丁目,218,126,140
