町丁名,世帯数,男,女
四谷１丁目,17,14,8
四谷２丁目,11,7,9
四谷３丁目,21,14,10
四谷４丁目,190,108,103
四谷本塩町,17,8,12
四谷三栄町,59,43,35
四谷坂町,133,90,81
若葉１丁目,83,66,49
若葉２丁目,38,20,22
若葉３丁目,58,26,40
須賀町,47,32,21
左門町,66,41,31
信濃町,37,13,24
南元町,98,66,58
荒木町,123,74,70
舟町,60,36,27
愛住町,70,54,25
大京町,135,97,64
霞ヶ丘町,3,3,0
内藤町,42,23,31
片町,23,10,13
新宿１丁目,288,160,165
新宿２丁目,108,65,52
新宿３丁目,6,6,6
新宿４丁目,7,4,4
新宿５丁目,225,144,120
新宿６丁目,370,229,236
新宿７丁目,688,456,443
歌舞伎町１丁目,10,8,3
歌舞伎町２丁目,377,202,248
市谷田町１丁目,1,0,1
市谷田町２丁目,15,13,13
市谷田町３丁目,18,5,16
市谷本村町,73,72,70
市谷砂土原町１丁目,1,2,2
市谷砂土原町２丁目,15,13,6
市谷砂土原町３丁目,66,87,60
市谷左内町,8,5,6
市谷加賀町１丁目,0,0,0
市谷加賀町２丁目,65,43,44
市谷甲良町,32,23,16
市谷船河原町,6,7,13
市谷長延寺町,7,2,5
市谷鷹匠町,0,0,0
市谷山伏町,17,13,11
市谷八幡町,2,1,1
神楽坂１丁目,0,0,0
神楽坂２丁目,7,3,4
神楽坂３丁目,16,11,9
神楽坂４丁目,4,2,3
神楽坂５丁目,11,9,6
神楽坂６丁目,24,15,12
細工町,15,7,10
二十騎町,18,13,11
揚場町,1,1,0
津久戸町,3,2,1
東五軒町,70,35,42
西五軒町,69,50,35
赤城元町,4,2,3
南榎町,45,31,23
袋町,16,12,7
払方町,32,27,33
南町,19,21,10
北町,15,11,7
納戸町,47,33,24
南山伏町,8,7,3
北山伏町,30,13,19
白銀町,31,18,18
下宮比町,6,2,5
矢来町,110,66,64
若宮町,35,43,53
岩戸町,18,12,11
中町,7,4,5
箪笥町,16,12,7
横寺町,20,11,9
筑土八幡町,13,7,11
新小川町,101,58,61
神楽河岸,0,0,0
市谷薬王寺町,161,130,149
市谷柳町,42,30,22
市谷仲之町,142,145,156
赤城下町,40,27,19
天神町,56,30,27
榎町,17,4,13
東榎町,16,5,12
早稲田町,121,59,76
早稲田南町,52,35,22
馬場下町,34,18,22
原町１丁目,70,41,42
原町２丁目,46,35,36
原町３丁目,109,94,106
喜久井町,70,47,40
築地町,10,8,2
弁天町,133,75,87
中里町,8,2,6
山吹町,215,106,135
改代町,22,10,13
水道町,47,26,27
早稲田鶴巻町,453,238,279
住吉町,145,99,96
市谷台町,84,52,51
河田町,297,333,361
若松町,301,259,250
余丁町,177,131,121
戸山１丁目,133,79,92
戸山２丁目,308,155,296
戸山３丁目,74,43,44
富久町,319,208,235
百人町１丁目,1036,678,535
百人町２丁目,1405,991,787
百人町３丁目,264,230,243
百人町４丁目,190,173,208
大久保１丁目,1282,742,781
大久保２丁目,1826,1223,1170
大久保３丁目,402,305,339
戸塚町１丁目,24,10,17
西早稲田１丁目,629,348,378
西早稲田２丁目,646,388,344
西早稲田３丁目,719,415,395
高田馬場１丁目,470,294,265
高田馬場２丁目,247,151,119
高田馬場３丁目,797,501,417
高田馬場４丁目,783,561,458
下落合１丁目,557,333,303
下落合２丁目,286,195,164
下落合３丁目,221,137,128
下落合４丁目,315,181,167
中落合１丁目,264,169,138
中落合２丁目,255,163,155
中落合３丁目,144,83,85
中落合４丁目,130,77,83
上落合１丁目,290,204,178
上落合２丁目,273,164,157
上落合３丁目,296,163,171
西落合１丁目,165,82,110
西落合２丁目,172,100,107
西落合３丁目,135,77,72
西落合４丁目,82,48,44
中井１丁目,104,66,52
中井２丁目,138,80,87
北新宿１丁目,1279,856,679
北新宿２丁目,369,261,262
北新宿３丁目,1039,733,618
北新宿４丁目,870,584,543
西新宿１丁目,2,2,0
西新宿２丁目,0,0,0
西新宿３丁目,220,131,112
西新宿４丁目,474,276,261
西新宿５丁目,265,171,198
西新宿６丁目,327,253,221
西新宿７丁目,197,116,104
西新宿８丁目,226,131,144
