町丁名,世帯数,男,女
四谷１丁目,22,16,9
四谷２丁目,19,8,13
四谷３丁目,33,20,17
四谷４丁目,204,113,120
四谷本塩町,21,9,14
四谷三栄町,66,42,46
四谷坂町,150,105,85
若葉１丁目,102,81,47
若葉２丁目,66,36,38
若葉３丁目,65,36,35
須賀町,54,31,27
左門町,81,51,40
信濃町,83,45,45
南元町,146,76,102
荒木町,153,102,105
舟町,69,36,40
愛住町,84,57,42
大京町,180,115,86
霞ヶ丘町,1,1,0
内藤町,53,35,39
片町,43,21,25
新宿１丁目,329,201,181
新宿２丁目,144,99,76
新宿３丁目,6,4,4
新宿４丁目,3,2,2
新宿５丁目,282,166,152
新宿６丁目,422,261,281
新宿７丁目,800,524,494
歌舞伎町１丁目,10,7,5
歌舞伎町２丁目,313,175,195
市谷田町１丁目,1,0,1
市谷田町２丁目,14,9,10
市谷田町３丁目,28,9,23
市谷本村町,99,77,83
市谷砂土原町１丁目,10,7,9
市谷砂土原町２丁目,17,15,11
市谷砂土原町３丁目,71,76,47
市谷左内町,18,12,11
市谷加賀町１丁目,6,6,8
市谷加賀町２丁目,81,47,54
市谷甲良町,34,23,22
市谷船河原町,4,7,8
市谷長延寺町,3,0,3
市谷鷹匠町,12,6,6
市谷山伏町,18,10,14
市谷八幡町,2,1,1
神楽坂１丁目,0,0,0
神楽坂２丁目,11,4,7
神楽坂３丁目,28,23,14
神楽坂４丁目,4,2,2
神楽坂５丁目,10,11,9
神楽坂６丁目,34,28,10
細工町,10,4,8
二十騎町,39,31,19
揚場町,1,1,0
津久戸町,2,1,1
東五軒町,99,53,52
西五軒町,147,86,76
赤城元町,7,2,5
南榎町,50,38,22
袋町,32,20,17
払方町,42,25,33
南町,14,13,7
北町,23,17,12
納戸町,63,45,30
南山伏町,32,22,25
北山伏町,38,23,21
白銀町,46,26,29
下宮比町,13,5,8
矢来町,168,97,91
若宮町,53,54,56
岩戸町,26,12,19
中町,19,18,6
箪笥町,35,25,17
横寺町,30,20,13
筑土八幡町,34,22,26
新小川町,177,103,97
神楽河岸,0,0,0
市谷薬王寺町,197,161,162
市谷柳町,73,48,34
市谷仲之町,151,156,157
赤城下町,97,56,50
天神町,94,52,48
榎町,50,28,26
東榎町,44,17,28
早稲田町,191,85,122
早稲田南町,108,53,63
馬場下町,34,25,20
原町１丁目,105,59,61
原町２丁目,61,42,38
原町３丁目,137,110,112
喜久井町,96,66,45
築地町,17,12,6
弁天町,238,149,140
中里町,16,10,12
山吹町,448,222,264
改代町,35,22,15
水道町,71,45,30
早稲田鶴巻町,775,427,425
住吉町,189,138,129
市谷台町,131,86,67
河田町,443,457,463
若松町,414,315,338
余丁町,234,148,147
戸山１丁目,182,112,102
戸山２丁目,374,220,395
戸山３丁目,75,49,43
富久町,382,272,268
百人町１丁目,1217,772,611
百人町２丁目,1536,1079,842
百人町３丁目,574,460,408
百人町４丁目,220,194,254
大久保１丁目,1163,750,664
大久保２丁目,1941,1309,1215
大久保３丁目,492,342,389
戸塚町１丁目,50,31,28
西早稲田１丁目,974,570,498
西早稲田２丁目,1257,686,663
西早稲田３丁目,1145,667,599
高田馬場１丁目,656,453,320
高田馬場２丁目,363,219,176
高田馬場３丁目,1166,734,581
高田馬場４丁目,1050,696,562
下落合１丁目,761,426,427
下落合２丁目,401,305,200
下落合３丁目,305,203,171
下落合４丁目,460,272,226
中落合１丁目,416,273,224
中落合２丁目,397,250,224
中落合３丁目,239,149,136
中落合４丁目,203,106,126
上落合１丁目,419,284,241
上落合２丁目,413,231,237
上落合３丁目,423,222,257
西落合１丁目,233,129,137
西落合２丁目,271,172,158
西落合３丁目,134,88,68
西落合４丁目,87,52,49
中井１丁目,149,92,77
中井２丁目,229,122,139
北新宿１丁目,1464,990,776
北新宿２丁目,466,312,323
北新宿３丁目,1282,918,676
北新宿４丁目,1104,739,636
西新宿１丁目,2,1,1
西新宿２丁目,1,1,0
西新宿３丁目,224,137,120
西新宿４丁目,639,379,353
西新宿５丁目,355,241,259
西新宿６丁目,403,288,280
西新宿７丁目,261,159,126
西新宿８丁目,285,155,180
