町丁名,世帯数,男,女
四谷１丁目,272,229,299
四谷２丁目,252,195,212
四谷３丁目,277,181,216
四谷４丁目,2169,1701,1597
四谷本塩町,321,244,228
四谷三栄町,1067,921,982
四谷坂町,1581,1213,1149
若葉１丁目,1374,1231,1231
若葉２丁目,511,437,438
若葉３丁目,594,479,430
須賀町,759,647,640
左門町,1026,687,862
信濃町,500,351,455
南元町,1329,1092,1290
荒木町,1635,1197,1186
舟町,1060,702,770
愛住町,875,660,652
大京町,2338,1728,2024
霞ヶ丘町,0,0,0
内藤町,654,569,658
片町,305,212,190
新宿１丁目,2817,1988,1753
新宿２丁目,772,579,443
新宿３丁目,77,66,33
新宿４丁目,171,129,96
新宿５丁目,2009,1355,1069
新宿６丁目,2855,2053,1696
新宿７丁目,3700,2863,2662
歌舞伎町１丁目,143,108,51
歌舞伎町２丁目,1554,1241,512
市谷田町１丁目,15,9,14
市谷田町２丁目,316,244,329
市谷田町３丁目,185,150,161
市谷本村町,1684,1467,1026
市谷砂土原町１丁目,97,87,105
市谷砂土原町２丁目,255,197,242
市谷砂土原町３丁目,449,442,478
市谷左内町,250,218,245
市谷加賀町１丁目,244,300,343
市谷加賀町２丁目,913,726,943
市谷甲良町,448,363,438
市谷船河原町,71,82,81
市谷長延寺町,68,24,68
市谷鷹匠町,40,29,31
市谷山伏町,308,259,287
市谷八幡町,67,57,62
神楽坂１丁目,11,12,14
神楽坂２丁目,121,82,112
神楽坂３丁目,264,208,182
神楽坂４丁目,92,81,92
神楽坂５丁目,364,297,362
神楽坂６丁目,513,357,409
細工町,246,204,198
二十騎町,379,281,341
揚場町,61,50,55
津久戸町,61,42,43
東五軒町,1210,1027,1178
西五軒町,964,800,845
赤城元町,247,207,232
南榎町,663,649,709
袋町,425,400,397
払方町,503,439,488
南町,383,396,429
北町,512,445,530
納戸町,578,520,598
南山伏町,418,325,361
北山伏町,357,224,310
白銀町,751,606,762
下宮比町,189,103,142
矢来町,2420,1999,2232
若宮町,512,434,453
岩戸町,404,264,330
中町,246,244,236
箪笥町,439,283,342
横寺町,588,451,472
筑土八幡町,599,431,533
新小川町,2099,1673,1630
神楽河岸,0,0,0
市谷薬王寺町,2063,1492,1641
市谷柳町,934,596,729
市谷仲之町,1313,1043,1229
赤城下町,839,658,630
天神町,671,486,537
榎町,475,327,332
東榎町,256,158,174
早稲田町,761,504,607
早稲田南町,401,325,347
馬場下町,286,223,222
原町１丁目,812,652,721
原町２丁目,659,587,570
原町３丁目,1142,858,1003
喜久井町,1062,897,899
築地町,315,244,294
弁天町,2020,1647,1790
中里町,349,315,351
山吹町,2525,1762,1915
改代町,380,297,284
水道町,697,465,475
早稲田鶴巻町,3323,2362,2478
住吉町,1703,1219,1295
市谷台町,914,674,676
河田町,1190,1052,1012
若松町,3193,2445,2791
余丁町,2436,1847,1977
戸山１丁目,1381,1083,1186
戸山２丁目,3130,1808,2880
戸山３丁目,600,510,533
富久町,3919,3354,3277
百人町１丁目,1848,1391,875
百人町２丁目,2070,1518,1250
百人町３丁目,2324,2269,2481
百人町４丁目,1548,985,1338
大久保１丁目,1830,1278,1019
大久保２丁目,3702,2747,2393
大久保３丁目,2131,1994,2083
戸塚町１丁目,103,76,76
西早稲田１丁目,2986,2240,2414
西早稲田２丁目,3158,2518,2411
西早稲田３丁目,3281,2859,2807
高田馬場１丁目,2417,1932,1789
高田馬場２丁目,1093,875,702
高田馬場３丁目,3350,2535,2238
高田馬場４丁目,3372,2761,2555
下落合１丁目,1418,964,989
下落合２丁目,1877,1633,1730
下落合３丁目,2461,1884,2376
下落合４丁目,2343,1940,2063
中落合１丁目,2276,1730,1749
中落合２丁目,2638,2240,2367
中落合３丁目,2314,1907,2073
中落合４丁目,1596,1429,1412
上落合１丁目,3067,2451,2434
上落合２丁目,2976,2253,2144
上落合３丁目,2971,2198,2049
西落合１丁目,2805,2143,2250
西落合２丁目,2444,2008,1991
西落合３丁目,1831,1432,1585
西落合４丁目,1320,1071,1195
中井１丁目,1192,894,726
中井２丁目,1619,1495,1544
北新宿１丁目,4105,3012,2524
北新宿２丁目,3020,2548,2222
北新宿３丁目,3727,2811,2602
北新宿４丁目,3518,2570,2462
西新宿１丁目,27,22,21
西新宿２丁目,1,1,4
西新宿３丁目,1424,974,885
西新宿４丁目,4733,3459,3152
西新宿５丁目,2650,2045,1825
西新宿６丁目,2139,1676,1459
西新宿７丁目,1555,1200,849
西新宿８丁目,2068,1484,1377
