町丁名,世帯数,男,女
四谷１丁目,272,232,290
四谷２丁目,250,190,211
四谷３丁目,271,176,213
四谷４丁目,2177,1714,1613
四谷本塩町,328,251,230
四谷三栄町,1057,916,973
四谷坂町,1584,1221,1159
若葉１丁目,1358,1222,1215
若葉２丁目,477,419,415
若葉３丁目,584,473,432
須賀町,762,652,642
左門町,1031,696,872
信濃町,511,364,468
南元町,1328,1094,1295
荒木町,1629,1200,1170
舟町,1040,689,764
愛住町,866,653,649
大京町,2309,1716,2006
霞ヶ丘町,0,0,0
内藤町,650,569,654
片町,307,217,195
新宿１丁目,2831,1992,1761
新宿２丁目,775,585,446
新宿３丁目,76,66,32
新宿４丁目,173,130,97
新宿５丁目,2019,1377,1070
新宿６丁目,2866,2062,1711
新宿７丁目,3708,2880,2667
歌舞伎町１丁目,138,105,49
歌舞伎町２丁目,1554,1232,517
市谷田町１丁目,15,9,14
市谷田町２丁目,319,251,330
市谷田町３丁目,180,147,163
市谷本村町,1686,1462,1042
市谷砂土原町１丁目,99,87,106
市谷砂土原町２丁目,251,187,241
市谷砂土原町３丁目,430,412,452
市谷左内町,253,218,249
市谷加賀町１丁目,244,302,345
市谷加賀町２丁目,937,730,967
市谷甲良町,440,357,435
市谷船河原町,70,80,81
市谷長延寺町,67,23,68
市谷鷹匠町,38,26,32
市谷山伏町,311,259,295
市谷八幡町,66,56,65
神楽坂１丁目,11,12,14
神楽坂２丁目,115,78,106
神楽坂３丁目,263,206,185
神楽坂４丁目,92,80,97
神楽坂５丁目,357,293,356
神楽坂６丁目,512,353,412
細工町,244,205,196
二十騎町,382,279,346
揚場町,60,49,54
津久戸町,60,41,43
東五軒町,1216,1033,1179
西五軒町,960,795,840
赤城元町,246,209,230
南榎町,669,651,718
袋町,425,401,392
払方町,501,436,486
南町,387,406,433
北町,517,450,531
納戸町,575,519,595
南山伏町,426,335,365
北山伏町,358,227,307
白銀町,742,602,757
下宮比町,185,100,141
矢来町,2408,2021,2237
若宮町,505,437,453
岩戸町,406,263,332
中町,248,246,235
箪笥町,439,289,342
横寺町,585,452,461
筑土八幡町,583,429,515
新小川町,2095,1674,1632
神楽河岸,0,0,0
市谷薬王寺町,2076,1515,1652
市谷柳町,924,593,721
市谷仲之町,1290,1043,1194
赤城下町,829,650,621
天神町,659,488,529
榎町,466,326,324
東榎町,251,162,169
早稲田町,764,508,605
早稲田南町,402,327,356
馬場下町,295,229,225
原町１丁目,813,659,725
原町２丁目,656,586,575
原町３丁目,1146,874,1014
喜久井町,1051,890,898
築地町,308,243,287
弁天町,1949,1569,1702
中里町,353,318,359
山吹町,2506,1758,1911
改代町,375,298,284
水道町,696,474,470
早稲田鶴巻町,3290,2340,2477
住吉町,1706,1226,1297
市谷台町,885,661,661
河田町,1188,1063,1027
若松町,3159,2430,2767
余丁町,2430,1853,1981
戸山１丁目,1361,1097,1162
戸山２丁目,3116,1821,2865
戸山３丁目,602,507,537
富久町,3919,3378,3284
百人町１丁目,1825,1372,869
百人町２丁目,2064,1516,1248
百人町３丁目,2308,2273,2494
百人町４丁目,1548,976,1340
大久保１丁目,1812,1269,1011
大久保２丁目,3710,2775,2393
大久保３丁目,2120,1993,2080
戸塚町１丁目,107,78,78
西早稲田１丁目,2991,2247,2428
西早稲田２丁目,3165,2537,2405
西早稲田３丁目,3271,2862,2816
高田馬場１丁目,2418,1937,1785
高田馬場２丁目,1098,885,710
高田馬場３丁目,3335,2534,2231
高田馬場４丁目,3341,2731,2536
下落合１丁目,1388,949,968
下落合２丁目,1879,1626,1725
下落合３丁目,2470,1898,2387
下落合４丁目,2349,1945,2074
中落合１丁目,2265,1712,1748
中落合２丁目,2629,2242,2381
中落合３丁目,2293,1890,2070
中落合４丁目,1586,1425,1401
上落合１丁目,3058,2453,2444
上落合２丁目,2969,2243,2157
上落合３丁目,2956,2195,2045
西落合１丁目,2772,2127,2234
西落合２丁目,2431,2010,2002
西落合３丁目,1825,1432,1594
西落合４丁目,1307,1059,1189
中井１丁目,1170,876,719
中井２丁目,1605,1485,1527
北新宿１丁目,4110,3014,2543
北新宿２丁目,3008,2538,2223
北新宿３丁目,3698,2811,2589
北新宿４丁目,3514,2576,2466
西新宿１丁目,26,22,20
西新宿２丁目,1,1,4
西新宿３丁目,1424,978,879
西新宿４丁目,4700,3447,3128
西新宿５丁目,2615,2027,1807
西新宿６丁目,2135,1677,1456
西新宿７丁目,1562,1200,859
西新宿８丁目,2041,1472,1353
