町丁名,世帯数,男,女
四谷１丁目,230,190,270
四谷２丁目,241,194,222
四谷３丁目,256,177,217
四谷４丁目,2077,1685,1545
四谷本塩町,252,208,201
四谷三栄町,1037,899,959
四谷坂町,1355,1029,1058
若葉１丁目,1348,1239,1209
若葉２丁目,407,372,383
若葉３丁目,565,441,444
須賀町,799,684,663
左門町,968,666,807
信濃町,537,396,484
南元町,1219,1080,1213
荒木町,1578,1165,1187
舟町,948,644,673
愛住町,862,683,674
大京町,2048,1571,1881
霞ヶ丘町,1,1,0
内藤町,694,631,556
片町,219,162,158
新宿１丁目,2707,1936,1734
新宿２丁目,778,607,456
新宿３丁目,100,88,51
新宿４丁目,212,173,104
新宿５丁目,1816,1292,989
新宿６丁目,2707,1987,1742
新宿７丁目,3577,2951,2687
歌舞伎町１丁目,170,136,57
歌舞伎町２丁目,1553,1243,542
市谷田町１丁目,19,10,19
市谷田町２丁目,336,240,341
市谷田町３丁目,187,154,187
市谷本村町,1703,1498,921
市谷砂土原町１丁目,107,99,122
市谷砂土原町２丁目,228,180,223
市谷砂土原町３丁目,426,409,456
市谷左内町,228,202,231
市谷加賀町１丁目,22,13,22
市谷加賀町２丁目,910,680,964
市谷甲良町,402,354,398
市谷船河原町,67,70,79
市谷長延寺町,90,46,84
市谷鷹匠町,18,19,23
市谷山伏町,285,254,268
市谷八幡町,63,54,66
神楽坂１丁目,11,11,16
神楽坂２丁目,128,84,116
神楽坂３丁目,288,228,211
神楽坂４丁目,90,76,90
神楽坂５丁目,380,300,392
神楽坂６丁目,548,379,467
細工町,256,205,220
二十騎町,363,302,346
揚場町,54,48,57
津久戸町,64,44,49
東五軒町,1094,974,1118
西五軒町,887,763,797
赤城元町,222,176,208
南榎町,677,664,677
袋町,373,322,337
払方町,475,454,516
南町,372,373,402
北町,496,467,511
納戸町,532,454,533
南山伏町,361,316,304
北山伏町,335,219,251
白銀町,720,596,736
下宮比町,148,94,118
矢来町,2473,2121,2448
若宮町,523,442,469
岩戸町,417,287,323
中町,257,250,259
箪笥町,411,282,318
横寺町,576,444,455
筑土八幡町,530,383,495
新小川町,1822,1508,1519
神楽河岸,0,0,0
市谷薬王寺町,1950,1477,1584
市谷柳町,824,569,654
市谷仲之町,1145,1011,1140
赤城下町,722,573,572
天神町,675,493,555
榎町,452,315,320
東榎町,197,134,143
早稲田町,734,520,586
早稲田南町,401,354,371
馬場下町,299,244,235
原町１丁目,812,642,729
原町２丁目,640,598,569
原町３丁目,1039,765,912
喜久井町,1036,931,922
築地町,315,246,280
弁天町,1847,1507,1602
中里町,349,325,364
山吹町,2187,1605,1745
改代町,357,298,267
水道町,614,434,452
早稲田鶴巻町,3289,2500,2560
住吉町,1626,1219,1269
市谷台町,806,664,638
河田町,1239,1114,1135
若松町,3125,2527,2741
余丁町,2384,1917,2001
戸山１丁目,1412,1128,1221
戸山２丁目,3182,2035,3067
戸山３丁目,477,411,403
富久町,3856,3377,3334
百人町１丁目,1919,1494,976
百人町２丁目,2034,1583,1234
百人町３丁目,2383,2391,2624
百人町４丁目,1454,978,1335
大久保１丁目,1816,1353,1086
大久保２丁目,3711,2892,2500
大久保３丁目,2050,1971,2156
戸塚町１丁目,100,71,88
西早稲田１丁目,2927,2296,2448
西早稲田２丁目,3065,2521,2382
西早稲田３丁目,3403,3059,2906
高田馬場１丁目,2271,1912,1744
高田馬場２丁目,1021,825,701
高田馬場３丁目,3333,2581,2264
高田馬場４丁目,3344,2815,2621
下落合１丁目,1255,915,844
下落合２丁目,1727,1513,1612
下落合３丁目,2340,1866,2283
下落合４丁目,2314,1966,2176
中落合１丁目,2012,1565,1613
中落合２丁目,2570,2258,2397
中落合３丁目,2279,1960,2098
中落合４丁目,1577,1458,1416
上落合１丁目,2975,2500,2439
上落合２丁目,2965,2319,2198
上落合３丁目,2870,2183,2050
西落合１丁目,2583,2108,2214
西落合２丁目,2384,2003,1980
西落合３丁目,1743,1387,1614
西落合４丁目,1164,999,1109
中井１丁目,1157,917,732
中井２丁目,1558,1442,1543
北新宿１丁目,3885,2918,2613
北新宿２丁目,2789,2431,2205
北新宿３丁目,3710,2930,2668
北新宿４丁目,3475,2729,2499
西新宿１丁目,34,28,27
西新宿２丁目,3,3,5
西新宿３丁目,1424,963,963
西新宿４丁目,4602,3499,3137
西新宿５丁目,2535,1983,1768
西新宿６丁目,1990,1582,1389
西新宿７丁目,1508,1166,867
西新宿８丁目,1929,1426,1313
