町丁名,世帯数,男,女
四谷１丁目,15,11,7
四谷２丁目,22,16,12
四谷３丁目,25,24,9
四谷４丁目,206,130,108
四谷本塩町,23,11,15
四谷三栄町,65,46,44
四谷坂町,122,85,79
若葉１丁目,87,69,44
若葉２丁目,33,21,19
若葉３丁目,59,23,44
須賀町,47,33,23
左門町,74,45,36
信濃町,31,16,16
南元町,160,101,89
荒木町,148,81,93
舟町,74,45,37
愛住町,67,50,28
大京町,132,91,69
霞ヶ丘町,0,0,0
内藤町,46,27,30
片町,29,10,20
新宿１丁目,322,178,201
新宿２丁目,97,53,52
新宿３丁目,9,7,8
新宿４丁目,10,5,6
新宿５丁目,283,165,158
新宿６丁目,450,293,282
新宿７丁目,822,550,513
歌舞伎町１丁目,15,12,5
歌舞伎町２丁目,416,217,289
市谷田町１丁目,1,0,1
市谷田町２丁目,15,15,11
市谷田町３丁目,18,7,16
市谷本村町,57,63,64
市谷砂土原町１丁目,5,5,4
市谷砂土原町２丁目,21,16,11
市谷砂土原町３丁目,68,84,55
市谷左内町,17,11,10
市谷加賀町１丁目,0,0,0
市谷加賀町２丁目,52,33,45
市谷甲良町,24,16,18
市谷船河原町,7,11,9
市谷長延寺町,5,0,5
市谷鷹匠町,0,0,0
市谷山伏町,20,17,17
市谷八幡町,4,3,1
神楽坂１丁目,1,1,0
神楽坂２丁目,13,5,8
神楽坂３丁目,13,9,8
神楽坂４丁目,4,2,3
神楽坂５丁目,14,12,4
神楽坂６丁目,25,14,13
細工町,9,4,7
二十騎町,22,17,13
揚場町,1,1,0
津久戸町,5,3,2
東五軒町,55,26,38
西五軒町,72,52,41
赤城元町,9,6,5
南榎町,48,31,29
袋町,16,10,11
払方町,35,30,36
南町,18,17,9
北町,12,8,7
納戸町,51,32,27
南山伏町,10,7,6
北山伏町,25,16,16
白銀町,37,26,19
下宮比町,7,3,5
矢来町,122,71,70
若宮町,37,42,49
岩戸町,22,10,16
中町,13,8,8
箪笥町,15,8,10
横寺町,15,6,9
筑土八幡町,20,13,13
新小川町,115,69,67
神楽河岸,0,0,0
市谷薬王寺町,168,128,144
市谷柳町,48,33,21
市谷仲之町,144,156,153
赤城下町,49,36,17
天神町,70,36,37
榎町,21,7,14
東榎町,38,22,19
早稲田町,126,74,66
早稲田南町,67,51,29
馬場下町,38,22,24
原町１丁目,103,53,72
原町２丁目,59,46,46
原町３丁目,112,109,116
喜久井町,87,59,49
築地町,24,18,6
弁天町,161,96,102
中里町,7,1,6
山吹町,209,101,130
改代町,33,13,21
水道町,33,19,22
早稲田鶴巻町,709,390,389
住吉町,167,110,110
市谷台町,89,64,49
河田町,309,350,380
若松町,356,303,301
余丁町,199,139,130
戸山１丁目,161,86,108
戸山２丁目,284,144,280
戸山３丁目,86,44,55
富久町,408,259,294
百人町１丁目,1411,889,724
百人町２丁目,1718,1159,978
百人町３丁目,325,241,278
百人町４丁目,212,208,221
大久保１丁目,1673,985,970
大久保２丁目,2468,1557,1505
大久保３丁目,393,279,337
戸塚町１丁目,41,19,31
西早稲田１丁目,725,378,453
西早稲田２丁目,1104,544,648
西早稲田３丁目,949,518,531
高田馬場１丁目,654,400,361
高田馬場２丁目,299,182,154
高田馬場３丁目,1041,658,542
高田馬場４丁目,1072,736,576
下落合１丁目,780,448,412
下落合２丁目,324,210,190
下落合３丁目,241,147,122
下落合４丁目,420,256,204
中落合１丁目,243,142,134
中落合２丁目,323,210,183
中落合３丁目,159,95,86
中落合４丁目,172,97,96
上落合１丁目,438,292,242
上落合２丁目,362,216,201
上落合３丁目,382,199,228
西落合１丁目,208,115,118
西落合２丁目,210,103,147
西落合３丁目,136,70,80
西落合４丁目,102,65,50
中井１丁目,121,66,69
中井２丁目,185,100,115
北新宿１丁目,1607,1029,861
北新宿２丁目,492,332,334
北新宿３丁目,1380,876,817
北新宿４丁目,1126,777,643
西新宿１丁目,2,1,1
西新宿２丁目,0,0,0
西新宿３丁目,223,133,113
西新宿４丁目,499,298,276
西新宿５丁目,306,192,235
西新宿６丁目,333,250,215
西新宿７丁目,206,136,98
西新宿８丁目,252,154,158
