町丁名,世帯数,男,女
四谷１丁目,282,244,301
四谷２丁目,280,207,232
四谷３丁目,319,206,241
四谷４丁目,2365,1831,1721
四谷本塩町,342,253,254
四谷三栄町,1143,967,1034
四谷坂町,1698,1320,1242
若葉１丁目,1449,1309,1272
若葉２丁目,587,483,484
若葉３丁目,663,515,478
須賀町,827,692,676
左門町,1110,741,912
信濃町,565,390,485
南元町,1452,1176,1398
荒木町,1760,1285,1283
舟町,1132,752,825
愛住町,945,714,696
大京町,2509,1848,2109
霞ヶ丘町,1,1,0
内藤町,690,603,701
片町,374,250,244
新宿１丁目,3114,2180,1924
新宿２丁目,919,686,525
新宿３丁目,80,68,37
新宿４丁目,165,124,90
新宿５丁目,2311,1531,1252
新宿６丁目,3221,2295,1956
新宿７丁目,4478,3396,3196
歌舞伎町１丁目,152,114,55
歌舞伎町２丁目,1779,1372,690
市谷田町１丁目,16,9,16
市谷田町２丁目,332,253,340
市谷田町３丁目,212,156,190
市谷本村町,1745,1516,1114
市谷砂土原町１丁目,114,98,116
市谷砂土原町２丁目,272,211,247
市谷砂土原町３丁目,497,509,522
市谷左内町,272,232,255
市谷加賀町１丁目,246,305,353
市谷加賀町２丁目,1025,769,1036
市谷甲良町,479,381,464
市谷船河原町,70,86,82
市谷長延寺町,71,24,72
市谷鷹匠町,56,39,37
市谷山伏町,320,270,300
市谷八幡町,67,59,61
神楽坂１丁目,11,12,14
神楽坂２丁目,134,88,117
神楽坂３丁目,292,228,194
神楽坂４丁目,92,80,91
神楽坂５丁目,387,317,378
神楽坂６丁目,530,379,415
細工町,256,208,205
二十騎町,426,317,373
揚場町,62,53,52
津久戸町,61,41,43
東五軒町,1321,1093,1235
西五軒町,1101,892,930
赤城元町,248,202,227
南榎町,703,687,732
袋町,440,417,423
払方町,532,463,523
南町,388,408,431
北町,532,465,545
納戸町,631,563,633
南山伏町,452,353,391
北山伏町,399,251,333
白銀町,788,626,802
下宮比町,201,107,151
矢来町,2582,2089,2313
若宮町,565,488,513
岩戸町,423,276,353
中町,266,271,250
箪笥町,477,312,361
横寺町,613,466,477
筑土八幡町,625,456,556
新小川町,2282,1800,1735
神楽河岸,0,0,0
市谷薬王寺町,2241,1666,1821
市谷柳町,1008,647,770
市谷仲之町,1426,1199,1364
赤城下町,931,715,676
天神町,795,563,615
榎町,522,342,354
東榎町,296,176,200
早稲田町,942,590,723
早稲田南町,503,380,408
馬場下町,313,241,246
原町１丁目,917,717,769
原町２丁目,712,644,614
原町３丁目,1266,954,1105
喜久井町,1166,976,951
築地町,318,250,291
弁天町,2251,1818,1953
中里町,353,316,359
山吹町,2943,1979,2178
改代町,414,327,292
水道町,777,511,513
早稲田鶴巻町,4093,2823,2884
住吉町,1870,1357,1409
市谷台町,1028,754,743
河田町,1602,1484,1450
若松町,3576,2782,3155
余丁町,2646,2006,2118
戸山１丁目,1593,1226,1329
戸山２丁目,3319,1999,3247
戸山３丁目,659,544,573
富久町,4260,3633,3557
百人町１丁目,3041,2175,1502
百人町２丁目,3564,2607,2120
百人町３丁目,2883,2751,2894
百人町４丁目,1694,1169,1580
大久保１丁目,2875,2013,1649
大久保２丁目,5556,4083,3637
大久保３丁目,2552,2375,2491
戸塚町１丁目,150,106,95
西早稲田１丁目,3934,2822,2918
西早稲田２丁目,4358,3218,3071
西早稲田３丁目,4451,3574,3449
高田馬場１丁目,3060,2371,2142
高田馬場２丁目,1467,1098,888
高田馬場３丁目,4456,3223,2820
高田馬場４丁目,4421,3499,3138
下落合１丁目,2169,1393,1411
下落合２丁目,2277,1935,1967
下落合３丁目,2766,2110,2572
下落合４丁目,2813,2237,2300
中落合１丁目,2707,2037,2008
中落合２丁目,3041,2522,2600
中落合３丁目,2528,2062,2194
中落合４丁目,1802,1543,1558
上落合１丁目,3490,2760,2680
上落合２丁目,3377,2506,2389
上落合３丁目,3381,2417,2316
西落合１丁目,3002,2269,2364
西落合２丁目,2675,2173,2143
西落合３丁目,1991,1554,1675
西落合４丁目,1409,1141,1225
中井１丁目,1309,964,792
中井２丁目,1821,1606,1672
北新宿１丁目,5595,4044,3367
北新宿２丁目,3413,2852,2540
北新宿３丁目,4970,3742,3298
北新宿４丁目,4557,3302,3090
西新宿１丁目,29,23,21
西新宿２丁目,2,2,4
西新宿３丁目,1607,1092,989
西新宿４丁目,5288,3860,3490
西新宿５丁目,2961,2286,2095
西新宿６丁目,2470,1948,1727
西新宿７丁目,1812,1380,974
西新宿８丁目,2324,1646,1542
