町丁名,世帯数,男,女
四谷１丁目,284,239,314
四谷２丁目,280,224,230
四谷３丁目,284,188,225
四谷４丁目,2202,1750,1634
四谷本塩町,334,257,246
四谷三栄町,1094,960,1023
四谷坂町,1691,1338,1243
若葉１丁目,1397,1299,1242
若葉２丁目,487,440,433
若葉３丁目,635,496,486
須賀町,803,685,674
左門町,1057,731,873
信濃町,562,395,502
南元町,1396,1171,1385
荒木町,1710,1263,1262
舟町,1027,682,745
愛住町,928,710,711
大京町,2451,1831,2138
霞ヶ丘町,1,1,0
内藤町,683,612,673
片町,312,219,208
新宿１丁目,3174,2233,1983
新宿２丁目,909,687,500
新宿３丁目,85,79,41
新宿４丁目,190,157,98
新宿５丁目,2202,1514,1190
新宿６丁目,3125,2281,1937
新宿７丁目,4282,3347,3154
歌舞伎町１丁目,142,108,50
歌舞伎町２丁目,1892,1457,742
市谷田町１丁目,14,8,17
市谷田町２丁目,318,248,324
市谷田町３丁目,191,151,188
市谷本村町,1736,1517,1130
市谷砂土原町１丁目,104,96,111
市谷砂土原町２丁目,248,197,249
市谷砂土原町３丁目,474,484,505
市谷左内町,259,226,246
市谷加賀町１丁目,243,298,344
市谷加賀町２丁目,987,756,1029
市谷甲良町,477,405,456
市谷船河原町,81,97,100
市谷長延寺町,76,33,72
市谷鷹匠町,51,34,36
市谷山伏町,307,266,294
市谷八幡町,66,57,67
神楽坂１丁目,12,13,15
神楽坂２丁目,126,83,117
神楽坂３丁目,287,232,200
神楽坂４丁目,99,84,98
神楽坂５丁目,376,303,382
神楽坂６丁目,527,359,434
細工町,263,216,216
二十騎町,424,321,375
揚場町,59,50,53
津久戸町,59,44,43
東五軒町,1295,1085,1234
西五軒町,1056,864,916
赤城元町,262,217,237
南榎町,692,684,707
袋町,373,333,339
払方町,525,476,535
南町,397,428,449
北町,539,476,540
納戸町,535,472,542
南山伏町,420,335,364
北山伏町,393,248,335
白銀町,770,619,785
下宮比町,191,105,143
矢来町,2464,2052,2345
若宮町,529,480,493
岩戸町,426,286,349
中町,251,248,236
箪笥町,468,314,364
横寺町,633,476,492
筑土八幡町,615,454,537
新小川町,2076,1665,1639
神楽河岸,0,0,0
市谷薬王寺町,2091,1565,1702
市谷柳町,926,617,730
市谷仲之町,1359,1197,1330
赤城下町,864,671,647
天神町,717,520,559
榎町,485,323,343
東榎町,238,156,161
早稲田町,903,598,697
早稲田南町,461,377,391
馬場下町,333,255,246
原町１丁目,903,713,766
原町２丁目,687,619,613
原町３丁目,1226,954,1111
喜久井町,1133,965,962
築地町,325,258,303
弁天町,2063,1646,1806
中里町,363,328,366
山吹町,2731,1866,2058
改代町,404,315,301
水道町,759,505,510
早稲田鶴巻町,3887,2729,2856
住吉町,1843,1364,1404
市谷台町,916,708,699
河田町,1558,1461,1439
若松町,3464,2718,3080
余丁町,2561,1991,2082
戸山１丁目,1504,1185,1297
戸山２丁目,3364,2069,3292
戸山３丁目,656,542,569
富久町,4098,3585,3522
百人町１丁目,2898,2123,1483
百人町２丁目,3488,2623,2068
百人町３丁目,2599,2606,2845
百人町４丁目,1687,1173,1572
大久保１丁目,3041,2102,1788
大久保２丁目,5373,4040,3571
大久保３丁目,2504,2319,2505
戸塚町１丁目,163,110,111
西早稲田１丁目,3680,2681,2832
西早稲田２丁目,4059,3103,2919
西早稲田３丁目,4120,3440,3298
高田馬場１丁目,2894,2287,2069
高田馬場２丁目,1383,1050,873
高田馬場３丁目,4263,3165,2718
高田馬場４丁目,4252,3429,3056
下落合１丁目,2147,1444,1368
下落合２丁目,2135,1814,1822
下落合３丁目,2717,2127,2544
下落合４丁目,2691,2178,2317
中落合１丁目,2400,1829,1788
中落合２丁目,2894,2478,2550
中落合３丁目,2440,1993,2203
中落合４丁目,1739,1554,1501
上落合１丁目,3337,2664,2641
上落合２丁目,3282,2467,2387
上落合３丁目,3319,2447,2275
西落合１丁目,2909,2236,2375
西落合２丁目,2585,2112,2128
西落合３丁目,1929,1490,1713
西落合４丁目,1357,1104,1220
中井１丁目,1309,973,801
中井２丁目,1757,1605,1613
北新宿１丁目,5447,3990,3329
北新宿２丁目,3315,2796,2531
北新宿３丁目,4817,3695,3296
北新宿４丁目,4466,3300,3093
西新宿１丁目,30,24,24
西新宿２丁目,1,1,4
西新宿３丁目,1623,1105,1037
西新宿４丁目,5077,3785,3400
西新宿５丁目,2615,2059,1849
西新宿６丁目,2498,2009,1710
西新宿７丁目,1710,1297,971
西新宿８丁目,2259,1634,1523
