町丁名,世帯数,男,女
四谷１丁目,286,240,312
四谷２丁目,285,218,237
四谷３丁目,282,189,217
四谷４丁目,2215,1755,1654
四谷本塩町,337,258,244
四谷三栄町,1099,956,1023
四谷坂町,1679,1334,1230
若葉１丁目,1399,1306,1245
若葉２丁目,487,435,436
若葉３丁目,636,497,489
須賀町,803,687,667
左門町,1074,736,884
信濃町,614,433,523
南元町,1410,1183,1382
荒木町,1707,1261,1253
舟町,1023,672,739
愛住町,922,708,702
大京町,2439,1831,2117
霞ヶ丘町,1,1,0
内藤町,688,610,678
片町,321,220,215
新宿１丁目,3177,2237,1984
新宿２丁目,920,690,505
新宿３丁目,83,78,36
新宿４丁目,184,152,97
新宿５丁目,2219,1523,1199
新宿６丁目,3098,2252,1934
新宿７丁目,4317,3363,3148
歌舞伎町１丁目,141,106,51
歌舞伎町２丁目,1841,1426,720
市谷田町１丁目,14,8,17
市谷田町２丁目,319,248,323
市谷田町３丁目,190,155,190
市谷本村町,1809,1571,1146
市谷砂土原町１丁目,103,96,110
市谷砂土原町２丁目,260,206,253
市谷砂土原町３丁目,466,475,491
市谷左内町,261,229,247
市谷加賀町１丁目,244,302,342
市谷加賀町２丁目,991,771,1033
市谷甲良町,475,402,453
市谷船河原町,78,98,99
市谷長延寺町,83,38,74
市谷鷹匠町,54,36,38
市谷山伏町,319,274,306
市谷八幡町,64,57,64
神楽坂１丁目,12,13,15
神楽坂２丁目,122,80,110
神楽坂３丁目,284,231,194
神楽坂４丁目,97,82,99
神楽坂５丁目,375,304,382
神楽坂６丁目,527,365,428
細工町,265,219,215
二十騎町,423,318,371
揚場町,58,48,53
津久戸町,58,42,44
東五軒町,1284,1094,1221
西五軒町,1076,879,913
赤城元町,264,219,241
南榎町,703,692,709
袋町,373,328,337
払方町,530,473,539
南町,393,422,443
北町,525,469,527
納戸町,554,498,560
南山伏町,435,348,373
北山伏町,393,245,340
白銀町,773,622,787
下宮比町,194,110,144
矢来町,2488,2081,2340
若宮町,532,491,496
岩戸町,423,280,352
中町,262,261,238
箪笥町,479,313,377
横寺町,633,472,493
筑土八幡町,623,460,537
新小川町,2089,1664,1648
神楽河岸,0,0,0
市谷薬王寺町,2095,1567,1708
市谷柳町,928,622,722
市谷仲之町,1372,1194,1354
赤城下町,865,675,649
天神町,719,516,551
榎町,496,331,351
東榎町,271,177,179
早稲田町,914,607,702
早稲田南町,460,371,395
馬場下町,325,252,242
原町１丁目,904,719,767
原町２丁目,689,627,617
原町３丁目,1232,955,1109
喜久井町,1130,971,946
築地町,327,255,301
弁天町,2069,1659,1801
中里町,357,327,364
山吹町,2779,1893,2087
改代町,394,308,303
水道町,757,509,503
早稲田鶴巻町,3934,2743,2882
住吉町,1836,1364,1404
市谷台町,935,712,707
河田町,1610,1511,1467
若松町,3501,2760,3102
余丁町,2557,1989,2070
戸山１丁目,1513,1189,1302
戸山２丁目,3362,2068,3285
戸山３丁目,655,542,569
富久町,4116,3597,3524
百人町１丁目,2895,2119,1474
百人町２丁目,3460,2597,2056
百人町３丁目,2605,2619,2844
百人町４丁目,1691,1164,1571
大久保１丁目,3058,2135,1774
大久保２丁目,5374,4031,3606
大久保３丁目,2516,2332,2506
戸塚町１丁目,173,117,118
西早稲田１丁目,3753,2710,2853
西早稲田２丁目,4279,3202,3040
西早稲田３丁目,4161,3455,3345
高田馬場１丁目,2925,2306,2085
高田馬場２丁目,1395,1078,860
高田馬場３丁目,4375,3217,2773
高田馬場４丁目,4254,3421,3064
下落合１丁目,2182,1457,1392
下落合２丁目,2110,1801,1824
下落合３丁目,2696,2116,2522
下落合４丁目,2715,2187,2329
中落合１丁目,2433,1861,1801
中落合２丁目,2929,2498,2567
中落合３丁目,2427,1981,2189
中落合４丁目,1730,1541,1497
上落合１丁目,3329,2667,2630
上落合２丁目,3308,2468,2398
上落合３丁目,3323,2456,2270
西落合１丁目,2911,2230,2383
西落合２丁目,2591,2126,2132
西落合３丁目,1906,1485,1684
西落合４丁目,1365,1114,1227
中井１丁目,1314,966,804
中井２丁目,1759,1601,1625
北新宿１丁目,5410,3960,3328
北新宿２丁目,3319,2806,2533
北新宿３丁目,4803,3678,3286
北新宿４丁目,4457,3300,3076
西新宿１丁目,29,23,24
西新宿２丁目,1,1,4
西新宿３丁目,1631,1115,1040
西新宿４丁目,5111,3787,3434
西新宿５丁目,2621,2067,1856
西新宿６丁目,2506,2017,1733
西新宿７丁目,1697,1286,958
西新宿８丁目,2261,1647,1523
