町丁名,世帯数,男,女
四谷１丁目,282,232,313
四谷２丁目,233,189,212
四谷３丁目,264,175,215
四谷４丁目,2063,1692,1532
四谷本塩町,310,238,237
四谷三栄町,1042,897,980
四谷坂町,1502,1188,1121
若葉１丁目,1360,1253,1213
若葉２丁目,458,425,423
若葉３丁目,584,470,444
須賀町,789,660,671
左門町,1036,696,872
信濃町,517,380,472
南元町,1261,1095,1241
荒木町,1610,1203,1172
舟町,968,659,704
愛住町,837,659,671
大京町,2325,1720,2096
霞ヶ丘町,0,0,0
内藤町,650,571,615
片町,255,190,171
新宿１丁目,2871,2050,1776
新宿２丁目,832,616,477
新宿３丁目,92,80,42
新宿４丁目,197,160,102
新宿５丁目,1847,1307,975
新宿６丁目,2785,2023,1714
新宿７丁目,3683,2943,2728
歌舞伎町１丁目,150,117,49
歌舞伎町２丁目,1590,1264,543
市谷田町１丁目,13,7,15
市谷田町２丁目,322,248,327
市谷田町３丁目,182,153,179
市谷本村町,1706,1472,1069
市谷砂土原町１丁目,103,97,111
市谷砂土原町２丁目,257,202,258
市谷砂土原町３丁目,428,421,457
市谷左内町,235,206,234
市谷加賀町１丁目,21,13,23
市谷加賀町２丁目,968,715,1007
市谷甲良町,437,376,426
市谷船河原町,74,83,89
市谷長延寺町,82,38,76
市谷鷹匠町,14,13,16
市谷山伏町,297,260,283
市谷八幡町,64,56,64
神楽坂１丁目,11,12,15
神楽坂２丁目,118,74,111
神楽坂３丁目,278,225,194
神楽坂４丁目,93,75,96
神楽坂５丁目,370,298,388
神楽坂６丁目,510,335,433
細工町,255,210,208
二十騎町,391,298,360
揚場町,55,47,52
津久戸町,59,38,48
東五軒町,1174,1010,1161
西五軒町,981,812,863
赤城元町,246,194,233
南榎町,683,672,692
袋町,354,304,332
払方町,499,468,507
南町,392,417,439
北町,530,472,545
納戸町,526,469,535
南山伏町,344,298,298
北山伏町,366,241,308
白銀町,729,580,763
下宮比町,175,98,136
矢来町,2422,2060,2332
若宮町,530,455,465
岩戸町,407,296,318
中町,253,250,243
箪笥町,436,292,329
横寺町,624,475,477
筑土八幡町,499,378,452
新小川町,1951,1592,1590
神楽河岸,0,0,0
市谷薬王寺町,1974,1466,1568
市谷柳町,882,583,695
市谷仲之町,1184,1042,1158
赤城下町,809,637,602
天神町,676,500,533
榎町,458,313,324
東榎町,210,130,155
早稲田町,774,531,614
早稲田南町,410,331,370
馬場下町,311,247,237
原町１丁目,805,661,713
原町２丁目,648,585,593
原町３丁目,1164,866,1052
喜久井町,1085,942,926
築地町,316,241,289
弁天町,1887,1516,1665
中里町,367,334,371
山吹町,2436,1708,1879
改代町,391,316,292
水道町,705,482,479
早稲田鶴巻町,3396,2452,2594
住吉町,1723,1266,1315
市谷台町,846,658,659
河田町,1209,1079,1079
若松町,3102,2402,2747
余丁町,2393,1901,1967
戸山１丁目,1418,1113,1231
戸山２丁目,3208,1945,3009
戸山３丁目,573,487,512
富久町,3876,3366,3359
百人町１丁目,1917,1486,932
百人町２丁目,2102,1583,1281
百人町３丁目,2357,2361,2604
百人町４丁目,1535,1002,1357
大久保１丁目,1928,1372,1112
大久保２丁目,3714,2801,2469
大久保３丁目,2199,2052,2218
戸塚町１丁目,118,87,86
西早稲田１丁目,3006,2300,2454
西早稲田２丁目,3252,2642,2444
西早稲田３丁目,3396,3006,2923
高田馬場１丁目,2336,1935,1746
高田馬場２丁目,1033,861,690
高田馬場３丁目,3335,2567,2232
高田馬場４丁目,3424,2821,2620
下落合１丁目,1439,995,974
下落合２丁目,1804,1550,1649
下落合３丁目,2488,1962,2409
下落合４丁目,2363,1979,2140
中落合１丁目,2156,1663,1679
中落合２丁目,2636,2304,2392
中落合３丁目,2354,1935,2147
中落合４丁目,1626,1483,1423
上落合１丁目,3062,2486,2486
上落合２丁目,3095,2343,2275
上落合３丁目,2923,2209,2061
西落合１丁目,2742,2179,2261
西落合２丁目,2391,1963,1985
西落合３丁目,1801,1425,1617
西落合４丁目,1264,1059,1173
中井１丁目,1191,903,744
中井２丁目,1576,1483,1506
北新宿１丁目,4010,2955,2569
北新宿２丁目,2831,2462,2163
北新宿３丁目,3777,2928,2653
北新宿４丁目,3535,2652,2544
西新宿１丁目,31,23,26
西新宿２丁目,1,1,4
西新宿３丁目,1435,991,941
西新宿４丁目,4675,3503,3174
西新宿５丁目,2418,1886,1680
西新宿６丁目,2200,1740,1500
西新宿７丁目,1573,1207,886
西新宿８丁目,2071,1511,1389
