町丁名,世帯数,男,女
四谷１丁目,282,243,293
四谷２丁目,270,202,225
四谷３丁目,290,190,221
四谷４丁目,2360,1841,1717
四谷本塩町,343,262,246
四谷三栄町,1100,949,1010
四谷坂町,1698,1334,1239
若葉１丁目,1411,1289,1265
若葉２丁目,501,438,431
若葉３丁目,635,508,471
須賀町,806,680,671
左門町,1103,747,914
信濃町,627,432,537
南元町,1439,1171,1407
荒木町,1751,1289,1268
舟町,1096,723,801
愛住町,941,713,698
大京町,2480,1849,2103
霞ヶ丘町,1,1,0
内藤町,695,606,695
片町,334,232,218
新宿１丁目,3146,2206,1961
新宿２丁目,907,681,519
新宿３丁目,80,71,36
新宿４丁目,174,133,97
新宿５丁目,2274,1537,1219
新宿６丁目,3223,2312,1979
新宿７丁目,4340,3356,3118
歌舞伎町１丁目,151,114,54
歌舞伎町２丁目,1828,1396,719
市谷田町１丁目,15,9,15
市谷田町２丁目,326,259,334
市谷田町３丁目,209,161,187
市谷本村町,1816,1577,1134
市谷砂土原町１丁目,102,90,108
市谷砂土原町２丁目,262,204,247
市谷砂土原町３丁目,478,483,498
市谷左内町,260,221,255
市谷加賀町１丁目,248,304,352
市谷加賀町２丁目,1005,776,1026
市谷甲良町,466,378,451
市谷船河原町,73,88,88
市谷長延寺町,78,29,73
市谷鷹匠町,49,31,38
市谷山伏町,331,275,311
市谷八幡町,65,57,65
神楽坂１丁目,11,12,14
神楽坂２丁目,125,81,113
神楽坂３丁目,283,224,194
神楽坂４丁目,98,84,101
神楽坂５丁目,358,297,357
神楽坂６丁目,532,375,422
細工町,256,213,208
二十騎町,405,302,360
揚場町,61,51,54
津久戸町,61,41,44
東五軒町,1297,1079,1226
西五軒町,1088,880,912
赤城元町,248,209,234
南榎町,705,687,732
袋町,439,414,408
払方町,536,467,524
南町,394,421,438
北町,533,463,537
納戸町,627,565,626
南山伏町,453,355,381
北山伏町,392,246,332
白銀町,782,631,785
下宮比町,192,106,147
矢来町,2542,2110,2315
若宮町,542,488,509
岩戸町,430,280,355
中町,264,263,242
箪笥町,470,313,358
横寺町,615,474,480
筑土八幡町,614,455,543
新小川町,2233,1768,1726
神楽河岸,0,0,0
市谷薬王寺町,2236,1660,1812
市谷柳町,978,639,751
市谷仲之町,1422,1211,1369
赤城下町,879,680,653
天神町,735,532,565
榎町,515,357,351
東榎町,289,180,193
早稲田町,945,601,722
早稲田南町,488,381,395
馬場下町,326,253,245
原町１丁目,915,720,790
原町２丁目,713,630,616
原町３丁目,1277,977,1137
喜久井町,1137,956,941
築地町,322,256,293
弁天町,2139,1696,1839
中里町,362,329,370
山吹町,2895,1942,2158
改代町,403,314,302
水道町,762,515,501
早稲田鶴巻町,3986,2736,2894
住吉町,1870,1369,1426
市谷台町,978,742,707
河田町,1611,1521,1490
若松町,3516,2755,3100
余丁町,2602,2002,2096
戸山１丁目,1526,1204,1278
戸山２丁目,3343,2046,3263
戸山３丁目,669,554,576
富久町,4206,3637,3549
百人町１丁目,2977,2152,1456
百人町２丁目,3478,2568,2071
百人町３丁目,2618,2619,2830
百人町４丁目,1719,1179,1599
大久保１丁目,2868,2009,1662
大久保２丁目,5502,4109,3575
大久保３丁目,2515,2318,2454
戸塚町１丁目,154,106,108
西早稲田１丁目,3907,2806,2899
西早稲田２丁目,4320,3206,3035
西早稲田３丁目,4284,3516,3358
高田馬場１丁目,3017,2367,2101
高田馬場２丁目,1436,1078,889
高田馬場３丁目,4424,3214,2821
高田馬場４丁目,4315,3442,3043
下落合１丁目,2112,1381,1374
下落合２丁目,2252,1936,1913
下落合３丁目,2739,2103,2556
下落合４丁目,2767,2200,2308
中落合１丁目,2599,1934,1921
中落合２丁目,2994,2498,2606
中落合３丁目,2469,1998,2194
中落合４丁目,1781,1537,1525
上落合１丁目,3390,2711,2663
上落合２丁目,3304,2441,2370
上落合３丁目,3341,2428,2281
西落合１丁目,2994,2268,2393
西落合２丁目,2603,2141,2136
西落合３丁目,1941,1508,1671
西落合４丁目,1368,1111,1228
中井１丁目,1310,965,801
中井２丁目,1789,1599,1662
北新宿１丁目,5431,3975,3312
北新宿２丁目,3384,2846,2536
北新宿３丁目,4831,3688,3247
北新宿４丁目,4585,3321,3143
西新宿１丁目,27,24,21
西新宿２丁目,2,2,4
西新宿３丁目,1650,1118,1024
西新宿４丁目,5157,3785,3439
西新宿５丁目,2893,2237,2040
西新宿６丁目,2457,1967,1706
西新宿７丁目,1768,1333,971
西新宿８丁目,2259,1618,1499
