町丁名,世帯数,男,女
四谷１丁目,15,11,7
四谷２丁目,17,11,12
四谷３丁目,26,24,11
四谷４丁目,217,139,112
四谷本塩町,22,8,17
四谷三栄町,64,46,44
四谷坂町,127,81,83
若葉１丁目,90,72,43
若葉２丁目,28,18,17
若葉３丁目,62,27,46
須賀町,47,34,22
左門町,81,51,38
信濃町,94,46,49
南元町,151,99,80
荒木町,155,87,95
舟町,67,42,33
愛住町,60,46,25
大京町,132,91,72
霞ヶ丘町,2,2,0
内藤町,45,23,33
片町,27,11,18
新宿１丁目,329,172,200
新宿２丁目,95,55,48
新宿３丁目,7,7,6
新宿４丁目,9,5,5
新宿５丁目,284,171,157
新宿６丁目,421,269,273
新宿７丁目,801,548,497
歌舞伎町１丁目,12,10,4
歌舞伎町２丁目,415,213,297
市谷田町１丁目,1,0,1
市谷田町２丁目,12,11,10
市谷田町３丁目,19,7,17
市谷本村町,68,69,65
市谷砂土原町１丁目,5,5,4
市谷砂土原町２丁目,17,12,11
市谷砂土原町３丁目,64,81,57
市谷左内町,14,9,9
市谷加賀町１丁目,0,0,0
市谷加賀町２丁目,63,38,50
市谷甲良町,25,19,15
市谷船河原町,8,12,9
市谷長延寺町,5,0,5
市谷鷹匠町,0,0,0
市谷山伏町,20,12,15
市谷八幡町,3,2,1
神楽坂１丁目,1,1,0
神楽坂２丁目,10,4,6
神楽坂３丁目,14,9,9
神楽坂４丁目,5,2,4
神楽坂５丁目,15,12,5
神楽坂６丁目,28,18,13
細工町,11,4,9
二十騎町,25,18,15
揚場町,2,2,0
津久戸町,4,2,2
東五軒町,57,27,39
西五軒町,78,54,45
赤城元町,7,5,4
南榎町,42,31,24
袋町,15,10,10
払方町,36,32,36
南町,21,18,12
北町,11,9,5
納戸町,46,27,27
南山伏町,11,8,6
北山伏町,28,16,19
白銀町,35,26,17
下宮比町,8,3,6
矢来町,121,67,69
若宮町,42,50,56
岩戸町,25,13,16
中町,12,8,7
箪笥町,12,5,7
横寺町,19,8,11
筑土八幡町,18,12,12
新小川町,122,75,65
神楽河岸,0,0,0
市谷薬王寺町,168,132,143
市谷柳町,48,34,22
市谷仲之町,148,161,159
赤城下町,46,34,19
天神町,61,29,35
榎町,28,10,18
東榎町,46,24,23
早稲田町,130,77,69
早稲田南町,70,47,33
馬場下町,39,22,24
原町１丁目,100,50,73
原町２丁目,58,42,43
原町３丁目,120,116,114
喜久井町,85,59,47
築地町,20,13,7
弁天町,177,108,106
中里町,8,1,7
山吹町,230,105,143
改代町,32,13,20
水道町,48,27,30
早稲田鶴巻町,689,362,398
住吉町,153,102,104
市谷台町,93,65,50
河田町,315,335,391
若松町,359,303,293
余丁町,199,142,132
戸山１丁目,164,87,116
戸山２丁目,285,141,278
戸山３丁目,80,44,49
富久町,417,264,297
百人町１丁目,1367,859,715
百人町２丁目,1671,1159,939
百人町３丁目,322,245,272
百人町４丁目,208,197,216
大久保１丁目,1555,899,930
大久保２丁目,2380,1514,1486
大久保３丁目,386,281,332
戸塚町１丁目,50,23,37
西早稲田１丁目,729,377,458
西早稲田２丁目,1165,568,687
西早稲田３丁目,883,480,512
高田馬場１丁目,652,400,362
高田馬場２丁目,294,185,148
高田馬場３丁目,1018,643,525
高田馬場４丁目,1019,711,554
下落合１丁目,748,448,375
下落合２丁目,325,208,194
下落合３丁目,256,171,135
下落合４丁目,410,250,201
中落合１丁目,241,133,141
中落合２丁目,305,198,172
中落合３丁目,164,96,94
中落合４丁目,201,98,131
上落合１丁目,436,297,235
上落合２丁目,350,207,192
上落合３丁目,392,212,224
西落合１丁目,198,109,114
西落合２丁目,223,104,160
西落合３丁目,147,83,77
西落合４丁目,93,62,40
中井１丁目,128,74,70
中井２丁目,206,113,123
北新宿１丁目,1528,1008,819
北新宿２丁目,441,300,308
北新宿３丁目,1350,867,797
北新宿４丁目,1065,722,618
西新宿１丁目,2,1,1
西新宿２丁目,0,0,0
西新宿３丁目,219,131,107
西新宿４丁目,499,287,286
西新宿５丁目,313,203,239
西新宿６丁目,341,265,217
西新宿７丁目,200,122,103
西新宿８丁目,249,156,153
