町丁名,世帯数,男,女
四谷１丁目,19,16,8
四谷２丁目,25,14,14
四谷３丁目,19,12,11
四谷４丁目,195,108,114
四谷本塩町,18,10,10
四谷三栄町,61,40,42
四谷坂町,144,102,83
若葉１丁目,94,70,53
若葉２丁目,45,26,24
若葉３丁目,61,32,37
須賀町,45,31,22
左門町,75,38,40
信濃町,66,33,37
南元町,132,75,89
荒木町,134,85,89
舟町,56,33,29
愛住町,67,51,30
大京町,155,104,71
霞ヶ丘町,1,1,0
内藤町,53,36,37
片町,27,12,18
新宿１丁目,327,199,190
新宿２丁目,122,85,53
新宿３丁目,5,4,2
新宿４丁目,4,3,2
新宿５丁目,267,156,148
新宿６丁目,387,240,255
新宿７丁目,660,457,416
歌舞伎町１丁目,7,6,2
歌舞伎町２丁目,297,165,188
市谷田町１丁目,1,0,1
市谷田町２丁目,18,14,13
市谷田町３丁目,18,6,17
市谷本村町,78,72,67
市谷砂土原町１丁目,3,3,3
市谷砂土原町２丁目,18,15,7
市谷砂土原町３丁目,63,69,46
市谷左内町,13,10,8
市谷加賀町１丁目,7,6,9
市谷加賀町２丁目,69,41,51
市谷甲良町,29,23,15
市谷船河原町,5,9,8
市谷長延寺町,10,6,4
市谷鷹匠町,17,10,7
市谷山伏町,20,9,16
市谷八幡町,3,1,2
神楽坂１丁目,0,0,0
神楽坂２丁目,7,3,4
神楽坂３丁目,17,16,7
神楽坂４丁目,5,3,2
神楽坂５丁目,9,9,3
神楽坂６丁目,31,23,10
細工町,11,4,9
二十騎町,31,26,14
揚場町,1,1,0
津久戸町,3,2,1
東五軒町,85,47,46
西五軒町,133,82,66
赤城元町,8,5,5
南榎町,48,37,21
袋町,23,15,10
払方町,35,22,27
南町,15,14,6
北町,19,16,8
納戸町,50,35,20
南山伏町,34,24,20
北山伏町,38,18,27
白銀町,44,24,27
下宮比町,12,4,8
矢来町,150,90,80
若宮町,39,45,42
岩戸町,22,11,18
中町,14,14,6
箪笥町,34,22,17
横寺町,21,11,10
筑土八幡町,36,24,24
新小川町,149,81,83
神楽河岸,0,0,0
市谷薬王寺町,183,153,158
市谷柳町,57,41,28
市谷仲之町,145,162,150
赤城下町,45,27,24
天神町,68,33,36
榎町,34,14,23
東榎町,34,15,20
早稲田町,170,90,97
早稲田南町,73,45,39
馬場下町,29,20,14
原町１丁目,98,54,56
原町２丁目,58,41,38
原町３丁目,120,99,105
喜久井町,95,68,36
築地町,17,11,6
弁天町,187,115,109
中里町,10,5,9
山吹町,322,152,208
改代町,29,15,16
水道町,56,30,30
早稲田鶴巻町,600,322,349
住吉町,168,141,104
市谷台町,111,77,53
河田町,406,410,412
若松町,389,301,314
余丁町,194,145,122
戸山１丁目,162,93,107
戸山２丁目,350,192,352
戸山３丁目,69,46,37
富久町,354,251,259
百人町１丁目,1100,711,559
百人町２丁目,1302,929,762
百人町３丁目,339,306,297
百人町４丁目,210,184,233
大久保１丁目,1157,716,685
大久保２丁目,1829,1255,1142
大久保３丁目,444,311,350
戸塚町１丁目,53,28,35
西早稲田１丁目,841,474,452
西早稲田２丁目,1008,554,544
西早稲田３丁目,883,527,469
高田馬場１丁目,551,360,285
高田馬場２丁目,311,180,159
高田馬場３丁目,976,614,498
高田馬場４丁目,915,637,489
下落合１丁目,641,376,344
下落合２丁目,348,254,177
下落合３丁目,260,166,146
下落合４丁目,386,216,204
中落合１丁目,348,229,172
中落合２丁目,333,222,177
中落合３丁目,154,95,95
中落合４丁目,136,85,81
上落合１丁目,313,227,195
上落合２丁目,310,175,173
上落合３丁目,368,212,203
西落合１丁目,171,91,107
西落合２丁目,189,128,119
西落合３丁目,122,65,75
西落合４丁目,89,49,53
中井１丁目,120,68,66
中井２丁目,159,91,95
北新宿１丁目,1304,887,713
北新宿２丁目,447,303,327
北新宿３丁目,1010,722,629
北新宿４丁目,965,655,572
西新宿１丁目,2,1,1
西新宿２丁目,0,0,0
西新宿３丁目,201,129,106
西新宿４丁目,535,309,309
西新宿５丁目,270,185,188
西新宿６丁目,363,281,243
西新宿７丁目,216,140,116
西新宿８丁目,232,140,143
