町丁名,世帯数,男,女
四谷１丁目,12,9,6
四谷２丁目,17,11,11
四谷３丁目,23,19,10
四谷４丁目,193,108,113
四谷本塩町,19,10,13
四谷三栄町,60,41,40
四谷坂町,131,89,79
若葉１丁目,80,59,48
若葉２丁目,38,22,24
若葉３丁目,61,29,42
須賀町,49,35,21
左門町,73,45,34
信濃町,51,22,29
南元町,100,67,59
荒木町,135,77,79
舟町,59,36,27
愛住町,65,51,24
大京町,131,95,62
霞ヶ丘町,2,2,0
内藤町,45,25,32
片町,24,10,14
新宿１丁目,291,153,173
新宿２丁目,101,60,49
新宿３丁目,7,7,6
新宿４丁目,9,4,6
新宿５丁目,251,154,137
新宿６丁目,386,239,249
新宿７丁目,698,479,445
歌舞伎町１丁目,12,10,3
歌舞伎町２丁目,390,211,262
市谷田町１丁目,1,0,1
市谷田町２丁目,15,14,12
市谷田町３丁目,19,7,15
市谷本村町,71,71,68
市谷砂土原町１丁目,1,3,2
市谷砂土原町２丁目,15,13,6
市谷砂土原町３丁目,63,80,52
市谷左内町,9,5,8
市谷加賀町１丁目,0,0,0
市谷加賀町２丁目,63,43,47
市谷甲良町,29,22,16
市谷船河原町,5,6,6
市谷長延寺町,6,1,5
市谷鷹匠町,0,0,0
市谷山伏町,15,12,10
市谷八幡町,2,1,1
神楽坂１丁目,1,1,0
神楽坂２丁目,7,3,4
神楽坂３丁目,13,9,7
神楽坂４丁目,4,2,3
神楽坂５丁目,13,9,6
神楽坂６丁目,25,16,12
細工町,16,9,9
二十騎町,22,15,13
揚場町,2,2,0
津久戸町,4,2,2
東五軒町,66,34,37
西五軒町,81,53,45
赤城元町,5,3,3
南榎町,37,29,17
袋町,16,12,7
払方町,32,28,30
南町,20,19,10
北町,11,9,5
納戸町,48,34,25
南山伏町,9,7,6
北山伏町,30,17,20
白銀町,32,20,17
下宮比町,9,5,5
矢来町,108,67,62
若宮町,34,43,46
岩戸町,20,12,12
中町,9,6,6
箪笥町,12,9,6
横寺町,19,10,9
筑土八幡町,13,7,11
新小川町,93,50,58
神楽河岸,0,0,0
市谷薬王寺町,169,139,142
市谷柳町,42,31,22
市谷仲之町,138,142,152
赤城下町,38,25,17
天神町,49,25,26
榎町,19,8,11
東榎町,26,13,14
早稲田町,121,66,70
早稲田南町,54,40,21
馬場下町,31,16,21
原町１丁目,82,43,56
原町２丁目,47,36,37
原町３丁目,125,118,117
喜久井町,75,50,44
築地町,13,9,4
弁天町,152,93,96
中里町,6,1,5
山吹町,238,121,147
改代町,27,14,14
水道町,46,23,29
早稲田鶴巻町,538,276,322
住吉町,148,101,106
市谷台町,88,53,53
河田町,302,333,375
若松町,321,264,266
余丁町,172,133,116
戸山１丁目,149,81,108
戸山２丁目,295,142,284
戸山３丁目,72,42,45
富久町,350,224,252
百人町１丁目,1119,691,592
百人町２丁目,1438,1009,817
百人町３丁目,290,236,270
百人町４丁目,187,166,202
大久保１丁目,1352,786,829
大久保２丁目,1910,1243,1240
大久保３丁目,399,289,343
戸塚町１丁目,26,12,17
西早稲田１丁目,651,345,412
西早稲田２丁目,699,403,387
西早稲田３丁目,706,392,408
高田馬場１丁目,514,310,301
高田馬場２丁目,262,159,129
高田馬場３丁目,816,525,427
高田馬場４丁目,780,555,471
下落合１丁目,576,341,310
下落合２丁目,294,198,165
下落合３丁目,213,131,125
下落合４丁目,307,176,159
中落合１丁目,252,163,124
中落合２丁目,260,181,143
中落合３丁目,130,72,84
中落合４丁目,130,75,82
上落合１丁目,318,221,194
上落合２丁目,288,168,165
上落合３丁目,306,164,178
西落合１丁目,168,83,115
西落合２丁目,186,114,113
西落合３丁目,123,68,66
西落合４丁目,74,44,39
中井１丁目,106,70,51
中井２丁目,146,89,85
北新宿１丁目,1331,902,719
北新宿２丁目,385,272,270
北新宿３丁目,1129,808,649
北新宿４丁目,880,589,545
西新宿１丁目,2,1,1
西新宿２丁目,0,0,0
西新宿３丁目,227,136,114
西新宿４丁目,486,284,276
西新宿５丁目,271,181,200
西新宿６丁目,336,255,232
西新宿７丁目,201,126,100
西新宿８丁目,252,146,159
