町丁名,世帯数,男,女
四谷１丁目,16,12,6
四谷２丁目,26,18,14
四谷３丁目,26,26,12
四谷４丁目,200,126,109
四谷本塩町,21,13,13
四谷三栄町,63,42,46
四谷坂町,122,82,76
若葉１丁目,90,71,47
若葉２丁目,27,19,15
若葉３丁目,58,25,41
須賀町,49,33,25
左門町,67,41,34
信濃町,27,13,16
南元町,140,88,79
荒木町,150,85,93
舟町,62,42,30
愛住町,61,47,27
大京町,127,88,68
霞ヶ丘町,0,0,0
内藤町,41,25,27
片町,23,8,15
新宿１丁目,314,171,197
新宿２丁目,94,55,45
新宿３丁目,9,7,8
新宿４丁目,10,5,6
新宿５丁目,276,160,155
新宿６丁目,447,288,273
新宿７丁目,803,536,503
歌舞伎町１丁目,15,12,6
歌舞伎町２丁目,402,211,284
市谷田町１丁目,1,0,1
市谷田町２丁目,11,13,12
市谷田町３丁目,19,7,17
市谷本村町,59,63,64
市谷砂土原町１丁目,6,6,5
市谷砂土原町２丁目,22,17,11
市谷砂土原町３丁目,65,86,61
市谷左内町,16,10,10
市谷加賀町１丁目,0,0,0
市谷加賀町２丁目,52,35,45
市谷甲良町,15,13,13
市谷船河原町,8,14,10
市谷長延寺町,5,0,5
市谷鷹匠町,0,0,0
市谷山伏町,21,15,16
市谷八幡町,4,3,1
神楽坂１丁目,1,1,0
神楽坂２丁目,12,5,7
神楽坂３丁目,13,9,9
神楽坂４丁目,4,2,3
神楽坂５丁目,16,14,4
神楽坂６丁目,25,15,11
細工町,8,3,7
二十騎町,21,16,13
揚場町,1,1,0
津久戸町,5,3,2
東五軒町,52,27,35
西五軒町,64,51,34
赤城元町,11,7,6
南榎町,48,33,29
袋町,14,12,10
払方町,37,32,36
南町,17,16,9
北町,10,9,6
納戸町,49,29,26
南山伏町,10,8,6
北山伏町,22,14,12
白銀町,35,24,19
下宮比町,8,4,6
矢来町,128,68,76
若宮町,41,51,56
岩戸町,15,8,9
中町,12,7,8
箪笥町,16,10,6
横寺町,16,9,8
筑土八幡町,25,14,17
新小川町,112,71,64
神楽河岸,0,0,0
市谷薬王寺町,163,124,144
市谷柳町,49,34,24
市谷仲之町,134,152,148
赤城下町,45,31,16
天神町,69,34,39
榎町,22,6,16
東榎町,32,17,17
早稲田町,119,71,61
早稲田南町,66,48,26
馬場下町,30,14,23
原町１丁目,80,51,54
原町２丁目,55,45,44
原町３丁目,109,111,108
喜久井町,81,57,41
築地町,22,16,6
弁天町,154,92,97
中里町,8,2,6
山吹町,197,95,123
改代町,31,12,20
水道町,31,17,18
早稲田鶴巻町,606,319,348
住吉町,154,101,99
市谷台町,100,63,58
河田町,297,348,361
若松町,364,298,311
余丁町,191,132,125
戸山１丁目,161,79,112
戸山２丁目,287,144,280
戸山３丁目,78,41,50
富久町,379,240,275
百人町１丁目,1387,848,741
百人町２丁目,1682,1135,945
百人町３丁目,305,244,260
百人町４丁目,207,205,219
大久保１丁目,1675,1013,951
大久保２丁目,2453,1574,1491
大久保３丁目,380,284,335
戸塚町１丁目,37,18,26
西早稲田１丁目,704,357,447
西早稲田２丁目,1094,546,641
西早稲田３丁目,900,498,502
高田馬場１丁目,610,375,334
高田馬場２丁目,302,184,158
高田馬場３丁目,934,600,495
高田馬場４丁目,1031,711,547
下落合１丁目,740,404,417
下落合２丁目,315,204,192
下落合３丁目,228,138,126
下落合４丁目,408,233,212
中落合１丁目,232,139,127
中落合２丁目,289,197,159
中落合３丁目,138,73,87
中落合４丁目,181,102,102
上落合１丁目,420,268,248
上落合２丁目,363,215,199
上落合３丁目,359,188,215
西落合１丁目,216,118,124
西落合２丁目,205,110,136
西落合３丁目,126,68,76
西落合４丁目,216,134,95
中井１丁目,118,65,65
中井２丁目,186,97,122
北新宿１丁目,1564,1002,845
北新宿２丁目,480,315,327
北新宿３丁目,1384,888,798
北新宿４丁目,1144,794,643
西新宿１丁目,2,1,1
西新宿２丁目,0,0,0
西新宿３丁目,226,133,115
西新宿４丁目,496,295,269
西新宿５丁目,317,198,243
西新宿６丁目,337,258,227
西新宿７丁目,206,131,99
西新宿８丁目,252,157,156
