町丁名,世帯数,男,女
四谷１丁目,273,221,312
四谷２丁目,243,192,218
四谷３丁目,262,170,211
四谷４丁目,2060,1678,1540
四谷本塩町,311,238,241
四谷三栄町,1036,898,983
四谷坂町,1515,1208,1121
若葉１丁目,1344,1238,1204
若葉２丁目,450,415,423
若葉３丁目,570,468,435
須賀町,776,655,663
左門町,1017,692,848
信濃町,506,378,464
南元町,1252,1090,1242
荒木町,1588,1187,1167
舟町,957,654,696
愛住町,834,658,670
大京町,2285,1707,2049
霞ヶ丘町,0,0,0
内藤町,636,561,613
片町,265,195,180
新宿１丁目,2935,2084,1821
新宿２丁目,829,610,480
新宿３丁目,92,81,42
新宿４丁目,195,160,101
新宿５丁目,1845,1301,985
新宿６丁目,2784,2025,1704
新宿７丁目,3687,2934,2720
歌舞伎町１丁目,144,111,49
歌舞伎町２丁目,1584,1257,540
市谷田町１丁目,13,8,15
市谷田町２丁目,320,249,322
市谷田町３丁目,174,149,172
市谷本村町,1733,1496,1076
市谷砂土原町１丁目,104,98,112
市谷砂土原町２丁目,254,202,255
市谷砂土原町３丁目,431,422,458
市谷左内町,238,213,232
市谷加賀町１丁目,233,275,317
市谷加賀町２丁目,950,719,981
市谷甲良町,439,374,421
市谷船河原町,73,81,89
市谷長延寺町,81,37,75
市谷鷹匠町,14,13,16
市谷山伏町,290,257,279
市谷八幡町,64,56,64
神楽坂１丁目,11,12,15
神楽坂２丁目,119,74,112
神楽坂３丁目,275,220,195
神楽坂４丁目,91,76,94
神楽坂５丁目,367,298,389
神楽坂６丁目,507,332,434
細工町,256,210,208
二十騎町,386,293,359
揚場町,54,46,51
津久戸町,61,42,48
東五軒町,1179,1023,1155
西五軒町,973,805,856
赤城元町,248,196,235
南榎町,681,671,690
袋町,359,309,340
払方町,499,464,504
南町,387,410,435
北町,523,467,538
納戸町,516,463,531
南山伏町,362,304,313
北山伏町,370,240,309
白銀町,719,575,762
下宮比町,182,104,138
矢来町,2389,2025,2306
若宮町,518,449,456
岩戸町,413,299,325
中町,257,248,244
箪笥町,438,294,332
横寺町,629,475,478
筑土八幡町,490,369,442
新小川町,1962,1605,1580
神楽河岸,0,0,0
市谷薬王寺町,1961,1446,1567
市谷柳町,867,576,683
市谷仲之町,1182,1035,1149
赤城下町,822,640,620
天神町,664,497,527
榎町,457,317,322
東榎町,210,132,153
早稲田町,768,530,608
早稲田南町,413,338,377
馬場下町,318,251,240
原町１丁目,796,661,704
原町２丁目,645,576,584
原町３丁目,1148,867,1031
喜久井町,1072,934,922
築地町,314,235,289
弁天町,1869,1493,1654
中里町,363,335,368
山吹町,2404,1689,1859
改代町,392,314,291
水道町,716,484,485
早稲田鶴巻町,3399,2441,2593
住吉町,1696,1251,1295
市谷台町,840,656,651
河田町,1214,1067,1080
若松町,3109,2398,2741
余丁町,2388,1889,1961
戸山１丁目,1411,1115,1228
戸山２丁目,3183,1931,2984
戸山３丁目,571,484,516
富久町,3857,3363,3337
百人町１丁目,1909,1479,930
百人町２丁目,2124,1601,1282
百人町３丁目,2338,2336,2593
百人町４丁目,1546,1002,1360
大久保１丁目,1932,1361,1122
大久保２丁目,3668,2762,2448
大久保３丁目,2190,2044,2199
戸塚町１丁目,120,85,87
西早稲田１丁目,2989,2276,2449
西早稲田２丁目,3262,2643,2454
西早稲田３丁目,3386,3010,2917
高田馬場１丁目,2356,1940,1757
高田馬場２丁目,1022,846,684
高田馬場３丁目,3305,2560,2214
高田馬場４丁目,3411,2824,2602
下落合１丁目,1478,1038,1014
下落合２丁目,1812,1570,1654
下落合３丁目,2475,1939,2394
下落合４丁目,2353,1971,2139
中落合１丁目,2121,1639,1652
中落合２丁目,2632,2293,2380
中落合３丁目,2356,1934,2158
中落合４丁目,1614,1483,1419
上落合１丁目,3045,2480,2472
上落合２丁目,3082,2336,2264
上落合３丁目,2899,2192,2045
西落合１丁目,2738,2165,2250
西落合２丁目,2409,1980,1994
西落合３丁目,1800,1420,1611
西落合４丁目,1276,1064,1176
中井１丁目,1178,894,739
中井２丁目,1590,1499,1523
北新宿１丁目,4027,2978,2554
北新宿２丁目,2859,2482,2178
北新宿３丁目,3764,2917,2645
北新宿４丁目,3551,2650,2559
西新宿１丁目,30,23,25
西新宿２丁目,1,1,4
西新宿３丁目,1430,995,931
西新宿４丁目,4631,3485,3131
西新宿５丁目,2397,1869,1677
西新宿６丁目,2213,1739,1507
西新宿７丁目,1564,1197,887
西新宿８丁目,2055,1498,1378
