町丁名,世帯数,男,女
四谷１丁目,18,14,8
四谷２丁目,12,9,9
四谷３丁目,18,12,8
四谷４丁目,177,100,100
四谷本塩町,14,7,10
四谷三栄町,61,41,34
四谷坂町,124,87,77
若葉１丁目,80,65,45
若葉２丁目,44,26,22
若葉３丁目,56,26,36
須賀町,44,30,20
左門町,65,38,31
信濃町,26,9,17
南元町,107,70,60
荒木町,121,75,75
舟町,58,32,30
愛住町,59,50,20
大京町,145,102,64
霞ヶ丘町,5,5,0
内藤町,44,24,30
片町,22,10,12
新宿１丁目,290,167,169
新宿２丁目,96,57,44
新宿３丁目,7,7,7
新宿４丁目,7,3,5
新宿５丁目,234,149,121
新宿６丁目,330,198,218
新宿７丁目,661,443,443
歌舞伎町１丁目,10,8,3
歌舞伎町２丁目,325,171,214
市谷田町１丁目,1,0,1
市谷田町２丁目,11,10,7
市谷田町３丁目,19,6,16
市谷本村町,68,61,67
市谷砂土原町１丁目,1,2,2
市谷砂土原町２丁目,16,12,8
市谷砂土原町３丁目,52,67,46
市谷左内町,11,7,9
市谷加賀町１丁目,4,5,5
市谷加賀町２丁目,61,40,45
市谷甲良町,33,25,18
市谷船河原町,5,6,11
市谷長延寺町,5,1,4
市谷鷹匠町,0,0,0
市谷山伏町,16,10,11
市谷八幡町,3,1,2
神楽坂１丁目,0,0,0
神楽坂２丁目,6,4,2
神楽坂３丁目,16,12,7
神楽坂４丁目,3,1,2
神楽坂５丁目,8,6,5
神楽坂６丁目,24,15,12
細工町,13,5,10
二十騎町,18,13,11
揚場町,2,2,0
津久戸町,3,2,1
東五軒町,67,33,41
西五軒町,64,47,33
赤城元町,5,3,3
南榎町,37,27,16
袋町,17,12,5
払方町,31,26,30
南町,19,20,10
北町,13,11,6
納戸町,40,27,20
南山伏町,8,7,3
北山伏町,28,13,18
白銀町,30,16,21
下宮比町,11,4,8
矢来町,106,69,59
若宮町,29,34,45
岩戸町,20,12,14
中町,9,8,6
箪笥町,16,10,9
横寺町,19,10,9
筑土八幡町,15,8,13
新小川町,88,48,55
神楽河岸,0,0,0
市谷薬王寺町,155,126,149
市谷柳町,40,27,26
市谷仲之町,138,156,157
赤城下町,39,23,19
天神町,40,20,22
榎町,16,3,13
東榎町,13,5,9
早稲田町,104,54,65
早稲田南町,47,30,22
馬場下町,30,12,22
原町１丁目,61,39,32
原町２丁目,49,38,36
原町３丁目,100,84,101
喜久井町,64,43,34
築地町,11,8,3
弁天町,128,77,79
中里町,10,3,7
山吹町,194,93,126
改代町,21,10,12
水道町,43,25,26
早稲田鶴巻町,409,217,254
住吉町,148,110,104
市谷台町,76,42,50
河田町,283,327,337
若松町,296,251,250
余丁町,168,122,119
戸山１丁目,121,68,82
戸山２丁目,321,164,313
戸山３丁目,74,47,39
富久町,294,199,221
百人町１丁目,979,636,520
百人町２丁目,1307,941,742
百人町３丁目,282,247,265
百人町４丁目,198,176,222
大久保１丁目,1171,701,694
大久保２丁目,1679,1142,1097
大久保３丁目,410,297,340
戸塚町１丁目,23,12,14
西早稲田１丁目,590,325,351
西早稲田２丁目,628,378,338
西早稲田３丁目,705,424,369
高田馬場１丁目,455,272,256
高田馬場２丁目,238,144,116
高田馬場３丁目,788,518,400
高田馬場４丁目,744,535,445
下落合１丁目,547,348,287
下落合２丁目,292,206,160
下落合３丁目,205,130,119
下落合４丁目,326,191,181
中落合１丁目,249,159,127
中落合２丁目,243,160,150
中落合３丁目,134,77,86
中落合４丁目,126,74,82
上落合１丁目,256,179,170
上落合２丁目,256,153,153
上落合３丁目,291,166,170
西落合１丁目,145,72,99
西落合２丁目,166,106,101
西落合３丁目,112,63,62
西落合４丁目,77,45,43
中井１丁目,110,69,56
中井２丁目,141,78,89
北新宿１丁目,1166,781,628
北新宿２丁目,371,259,279
北新宿３丁目,1043,726,625
北新宿４丁目,778,539,492
西新宿１丁目,3,2,1
西新宿２丁目,0,0,0
西新宿３丁目,193,116,99
西新宿４丁目,465,267,259
西新宿５丁目,236,152,187
西新宿６丁目,311,240,215
西新宿７丁目,177,106,98
西新宿８丁目,210,121,135
