町丁名,世帯数,男,女
四谷１丁目,17,15,9
四谷２丁目,25,15,16
四谷３丁目,23,13,14
四谷４丁目,194,106,113
四谷本塩町,19,10,10
四谷三栄町,70,47,46
四谷坂町,145,99,90
若葉１丁目,94,75,51
若葉２丁目,51,30,25
若葉３丁目,60,31,39
須賀町,46,32,19
左門町,65,32,36
信濃町,81,45,39
南元町,131,76,82
荒木町,141,86,86
舟町,70,40,33
愛住町,72,57,29
大京町,155,106,71
霞ヶ丘町,1,1,0
内藤町,46,29,32
片町,27,11,19
新宿１丁目,334,204,189
新宿２丁目,110,78,42
新宿３丁目,5,4,3
新宿４丁目,5,4,2
新宿５丁目,265,163,138
新宿６丁目,378,245,242
新宿７丁目,704,470,452
歌舞伎町１丁目,8,7,2
歌舞伎町２丁目,321,179,197
市谷田町１丁目,1,0,1
市谷田町２丁目,10,11,6
市谷田町３丁目,17,5,17
市谷本村町,71,69,67
市谷砂土原町１丁目,3,3,3
市谷砂土原町２丁目,16,13,7
市谷砂土原町３丁目,59,68,44
市谷左内町,12,9,8
市谷加賀町１丁目,6,6,7
市谷加賀町２丁目,61,37,47
市谷甲良町,32,26,20
市谷船河原町,6,8,7
市谷長延寺町,8,4,4
市谷鷹匠町,17,12,5
市谷山伏町,15,9,11
市谷八幡町,3,1,2
神楽坂１丁目,0,0,0
神楽坂２丁目,8,4,4
神楽坂３丁目,15,14,6
神楽坂４丁目,5,3,2
神楽坂５丁目,9,8,4
神楽坂６丁目,30,22,10
細工町,11,4,9
二十騎町,27,21,15
揚場町,2,2,0
津久戸町,2,1,1
東五軒町,86,48,47
西五軒町,102,68,52
赤城元町,9,5,6
南榎町,42,32,19
袋町,21,14,9
払方町,35,21,29
南町,16,16,7
北町,19,15,9
納戸町,43,32,18
南山伏町,15,15,8
北山伏町,36,16,26
白銀町,40,22,27
下宮比町,15,5,10
矢来町,126,77,70
若宮町,38,45,45
岩戸町,23,12,18
中町,8,9,5
箪笥町,29,18,15
横寺町,16,8,8
筑土八幡町,34,22,22
新小川町,119,64,72
神楽河岸,0,0,0
市谷薬王寺町,170,131,155
市谷柳町,50,34,29
市谷仲之町,144,163,152
赤城下町,45,29,20
天神町,66,28,39
榎町,21,5,16
東榎町,23,10,14
早稲田町,160,82,93
早稲田南町,70,44,34
馬場下町,26,17,14
原町１丁目,98,54,53
原町２丁目,56,41,39
原町３丁目,115,96,106
喜久井町,81,54,39
築地町,14,10,5
弁天町,180,112,107
中里町,9,3,6
山吹町,315,153,193
改代町,33,17,18
水道町,51,28,31
早稲田鶴巻町,583,314,333
住吉町,158,120,109
市谷台町,99,65,52
河田町,364,393,374
若松町,383,304,303
余丁町,181,123,121
戸山１丁目,142,82,98
戸山２丁目,344,185,343
戸山３丁目,70,47,35
富久町,314,223,229
百人町１丁目,1077,697,562
百人町２丁目,1429,1033,787
百人町３丁目,327,292,294
百人町４丁目,208,183,230
大久保１丁目,1254,767,726
大久保２丁目,1832,1238,1153
大久保３丁目,426,300,352
戸塚町１丁目,57,33,32
西早稲田１丁目,809,456,437
西早稲田２丁目,1051,572,565
西早稲田３丁目,853,510,441
高田馬場１丁目,552,353,290
高田馬場２丁目,331,196,170
高田馬場３丁目,990,632,494
高田馬場４丁目,909,631,497
下落合１丁目,709,427,366
下落合２丁目,344,241,181
下落合３丁目,255,161,142
下落合４丁目,369,219,191
中落合１丁目,312,200,161
中落合２丁目,313,202,187
中落合３丁目,150,89,93
中落合４丁目,143,87,84
上落合１丁目,294,212,172
上落合２丁目,289,165,166
上落合３丁目,368,211,198
西落合１丁目,170,95,102
西落合２丁目,189,124,116
西落合３丁目,113,59,72
西落合４丁目,79,44,48
中井１丁目,126,81,60
中井２丁目,147,96,82
北新宿１丁目,1387,926,752
北新宿２丁目,423,274,311
北新宿３丁目,1137,799,662
北新宿４丁目,941,646,562
西新宿１丁目,2,1,1
西新宿２丁目,0,0,0
西新宿３丁目,191,124,98
西新宿４丁目,519,313,278
西新宿５丁目,265,188,179
西新宿６丁目,341,262,227
西新宿７丁目,212,133,115
西新宿８丁目,235,133,157
