町丁名,世帯数,男,女
四谷１丁目,19,15,6
四谷２丁目,20,7,15
四谷３丁目,35,20,19
四谷４丁目,214,120,125
四谷本塩町,22,9,14
四谷三栄町,69,44,47
四谷坂町,159,108,85
若葉１丁目,102,80,49
若葉２丁目,66,36,38
若葉３丁目,60,34,32
須賀町,66,34,35
左門町,80,49,42
信濃町,75,44,38
南元町,149,77,102
荒木町,146,94,96
舟町,73,37,47
愛住町,85,56,48
大京町,183,115,86
霞ヶ丘町,1,1,0
内藤町,53,35,40
片町,43,21,25
新宿１丁目,333,206,180
新宿２丁目,144,96,79
新宿３丁目,6,4,4
新宿４丁目,3,2,2
新宿５丁目,289,166,156
新宿６丁目,418,260,269
新宿７丁目,830,530,520
歌舞伎町１丁目,10,7,5
歌舞伎町２丁目,315,173,198
市谷田町１丁目,1,0,1
市谷田町２丁目,13,7,8
市谷田町３丁目,27,8,23
市谷本村町,95,76,83
市谷砂土原町１丁目,11,7,9
市谷砂土原町２丁目,17,15,11
市谷砂土原町３丁目,65,65,39
市谷左内町,21,13,13
市谷加賀町１丁目,6,6,8
市谷加賀町２丁目,80,47,54
市谷甲良町,36,23,24
市谷船河原町,4,5,6
市谷長延寺町,4,0,4
市谷鷹匠町,12,6,6
市谷山伏町,16,10,12
市谷八幡町,2,1,1
神楽坂１丁目,0,0,0
神楽坂２丁目,11,4,7
神楽坂３丁目,29,23,15
神楽坂４丁目,4,2,2
神楽坂５丁目,7,6,3
神楽坂６丁目,33,28,9
細工町,10,4,8
二十騎町,38,30,19
揚場町,1,1,0
津久戸町,1,0,1
東五軒町,113,60,60
西五軒町,158,91,82
赤城元町,6,3,3
南榎町,51,38,24
袋町,33,20,19
払方町,41,26,34
南町,14,13,7
北町,21,16,11
納戸町,64,48,29
南山伏町,36,25,27
北山伏町,39,22,23
白銀町,48,28,29
下宮比町,16,7,9
矢来町,172,104,88
若宮町,50,53,53
岩戸町,30,15,21
中町,17,16,6
箪笥町,35,24,18
横寺町,37,24,16
筑土八幡町,38,25,27
新小川町,189,110,103
神楽河岸,0,0,0
市谷薬王寺町,207,170,172
市谷柳町,76,52,33
市谷仲之町,146,151,154
赤城下町,98,60,49
天神町,105,54,57
榎町,52,28,28
東榎町,43,17,27
早稲田町,198,90,124
早稲田南町,94,46,53
馬場下町,35,25,21
原町１丁目,111,65,63
原町２丁目,64,44,39
原町３丁目,136,109,107
喜久井町,101,73,43
築地町,16,11,5
弁天町,246,147,151
中里町,18,10,13
山吹町,465,231,269
改代町,34,22,14
水道町,75,49,30
早稲田鶴巻町,803,438,437
住吉町,194,138,130
市谷台町,123,81,63
河田町,441,453,458
若松町,423,322,342
余丁町,238,151,148
戸山１丁目,197,126,113
戸山２丁目,378,226,399
戸山３丁目,69,43,42
富久町,396,283,274
百人町１丁目,1256,800,630
百人町２丁目,1555,1082,860
百人町３丁目,594,466,424
百人町４丁目,222,197,255
大久保１丁目,1158,753,663
大久保２丁目,1971,1319,1234
大久保３丁目,488,343,388
戸塚町１丁目,45,29,19
西早稲田１丁目,973,578,495
西早稲田２丁目,1238,685,643
西早稲田３丁目,1174,685,617
高田馬場１丁目,702,445,367
高田馬場２丁目,375,226,183
高田馬場３丁目,1189,738,595
高田馬場４丁目,1088,717,586
下落合１丁目,779,435,432
下落合２丁目,416,301,215
下落合３丁目,319,211,181
下落合４丁目,470,284,226
中落合１丁目,429,283,230
中落合２丁目,426,273,234
中落合３丁目,252,163,133
中落合４丁目,213,112,130
上落合１丁目,443,298,252
上落合２丁目,428,246,237
上落合３丁目,440,229,258
西落合１丁目,241,134,139
西落合２丁目,272,174,156
西落合３丁目,145,93,76
西落合４丁目,90,53,50
中井１丁目,148,92,76
中井２丁目,238,124,144
北新宿１丁目,1550,1034,815
北新宿２丁目,461,311,319
北新宿３丁目,1326,951,695
北新宿４丁目,1143,755,661
西新宿１丁目,2,1,1
西新宿２丁目,1,1,0
西新宿３丁目,243,143,134
西新宿４丁目,656,385,363
西新宿５丁目,356,238,254
西新宿６丁目,399,280,285
西新宿７丁目,275,171,133
西新宿８丁目,268,156,160
