町丁名,世帯数,男,女,date
新宿５丁目,2062,1456,1105,2021-04-01
新宿６丁目,3108,2254,1966,2021-04-01
新宿７丁目,4264,3409,3175,2021-04-01
歌舞伎町１丁目,171,140,51,2021-04-01
歌舞伎町２丁目,1947,1473,819,2021-04-01
市谷田町１丁目,14,7,17,2021-04-01
市谷田町２丁目,333,264,339,2021-04-01
市谷田町３丁目,198,157,193,2021-04-01
市谷本村町,1751,1543,1123,2021-04-01
市谷砂土原町１丁目,104,96,113,2021-04-01
市谷砂土原町２丁目,267,217,265,2021-04-01
市谷砂土原町３丁目,487,509,521,2021-04-01
市谷左内町,232,200,232,2021-04-01
市谷加賀町１丁目,21,13,23,2021-04-01
市谷加賀町２丁目,997,755,1022,2021-04-01
市谷甲良町,469,411,443,2021-04-01
市谷船河原町,77,90,99,2021-04-01
市谷長延寺町,91,43,80,2021-04-01
市谷鷹匠町,13,11,15,2021-04-01
市谷山伏町,309,267,285,2021-04-01
市谷八幡町,61,56,67,2021-04-01
神楽坂１丁目,11,12,15,2021-04-01
神楽坂２丁目,124,78,113,2021-04-01
神楽坂３丁目,285,233,203,2021-04-01
神楽坂４丁目,98,83,99,2021-04-01
神楽坂５丁目,394,319,410,2021-04-01
神楽坂６丁目,547,363,454,2021-04-01
細工町,263,220,223,2021-04-01
二十騎町,397,316,363,2021-04-01
揚場町,62,52,56,2021-04-01
津久戸町,60,40,47,2021-04-01
東五軒町,1214,1019,1202,2021-04-01
西五軒町,1027,864,895,2021-04-01
赤城元町,242,188,226,2021-04-01
南榎町,738,724,722,2021-04-01
袋町,367,322,342,2021-04-01
払方町,530,502,554,2021-04-01
南町,404,434,450,2021-04-01
北町,529,483,537,2021-04-01
納戸町,567,493,550,2021-04-01
南山伏町,361,316,304,2021-04-01
北山伏町,383,251,321,2021-04-01
白銀町,746,600,780,2021-04-01
下宮比町,162,93,131,2021-04-01
矢来町,2544,2147,2439,2021-04-01
若宮町,555,504,517,2021-04-01
岩戸町,417,307,322,2021-04-01
中町,261,256,258,2021-04-01
箪笥町,464,310,348,2021-04-01
横寺町,631,478,494,2021-04-01
筑土八幡町,508,378,471,2021-04-01
新小川町,2027,1637,1643,2021-04-01
神楽河岸,0,0,0,2021-04-01
市谷薬王寺町,2145,1638,1737,2021-04-01
市谷柳町,883,600,696,2021-04-01
市谷仲之町,1277,1182,1315,2021-04-01
赤城下町,826,649,622,2021-04-01
天神町,721,529,566,2021-04-01
榎町,495,340,342,2021-04-01
東榎町,230,141,171,2021-04-01
早稲田町,906,595,714,2021-04-01
早稲田南町,450,371,386,2021-04-01
馬場下町,343,271,260,2021-04-01
原町１丁目,876,694,766,2021-04-01
原町２丁目,680,616,612,2021-04-01
原町３丁目,1238,950,1138,2021-04-01
喜久井町,1136,984,977,2021-04-01
築地町,302,243,275,2021-04-01
弁天町,2002,1605,1758,2021-04-01
中里町,364,331,378,2021-04-01
山吹町,2616,1820,2013,2021-04-01
改代町,425,343,304,2021-04-01
水道町,750,507,508,2021-04-01
早稲田鶴巻町,3838,2736,2889,2021-04-01
住吉町,1831,1358,1404,2021-04-01
市谷台町,923,721,703,2021-04-01
河田町,1496,1424,1458,2021-04-01
若松町,3408,2727,3041,2021-04-01
余丁町,2545,2045,2104,2021-04-01
戸山１丁目,1547,1192,1342,2021-04-01
戸山２丁目,3392,2127,3339,2021-04-01
戸山３丁目,643,527,561,2021-04-01
富久町,4127,3569,3558,2021-04-01
百人町１丁目,2946,2195,1508,2021-04-01
百人町２丁目,3444,2592,2070,2021-04-01
百人町３丁目,2558,2563,2859,2021-04-01
百人町４丁目,1646,1155,1554,2021-04-01
大久保１丁目,3142,2170,1909,2021-04-01
大久保２丁目,5413,4069,3671,2021-04-01
大久保３丁目,2507,2334,2554,2021-04-01
戸塚町１丁目,141,92,110,2021-04-01
西早稲田１丁目,3590,2649,2870,2021-04-01
西早稲田２丁目,3792,3012,2766,2021-04-01
西早稲田３丁目,4106,3457,3349,2021-04-01
高田馬場１丁目,2771,2226,2028,2021-04-01
高田馬場２丁目,1308,1034,841,2021-04-01
高田馬場３丁目,4136,3127,2670,2021-04-01
高田馬場４丁目,4177,3405,3096,2021-04-01
下落合１丁目,1944,1296,1257,2021-04-01
下落合２丁目,2059,1728,1816,2021-04-01
下落合３丁目,2629,2075,2469,2021-04-01
下落合４丁目,2664,2175,2337,2021-04-01
中落合１丁目,2380,1827,1803,2021-04-01
中落合２丁目,2846,2467,2556,2021-04-01
中落合３丁目,2490,2029,2238,2021-04-01
中落合４丁目,1749,1562,1514,2021-04-01
上落合１丁目,3337,2699,2671,2021-04-01
上落合２丁目,3355,2551,2455,2021-04-01
上落合３丁目,3251,2411,2278,2021-04-01
西落合１丁目,2848,2240,2358,2021-04-01
西落合２丁目,2585,2093,2127,2021-04-01
西落合３丁目,1948,1516,1723,2021-04-01
西落合４丁目,1335,1115,1205,2021-04-01
中井１丁目,1280,978,786,2021-04-01
中井２丁目,1706,1564,1599,2021-04-01
北新宿１丁目,5251,3845,3282,2021-04-01
北新宿２丁目,3100,2712,2391,2021-04-01
北新宿３丁目,4786,3714,3289,2021-04-01
北新宿４丁目,4406,3322,3118,2021-04-01
西新宿１丁目,34,26,27,2021-04-01
西新宿２丁目,1,1,4,2021-04-01
西新宿３丁目,1689,1141,1094,2021-04-01
西新宿４丁目,5074,3797,3452,2021-04-01
西新宿５丁目,2667,2083,1898,2021-04-01
西新宿６丁目,2400,1943,1671,2021-04-01
西新宿７丁目,1749,1327,999,2021-04-01
西新宿８丁目,2232,1626,1514,2021-04-01
四谷１丁目,292,243,320,2021-03-01
四谷２丁目,243,200,221,2021-03-01
四谷３丁目,276,189,219,2021-03-01
四谷４丁目,2218,1767,1646,2021-03-01
四谷本塩町,322,248,251,2021-03-01
四谷三栄町,1086,934,1028,2021-03-01
四谷坂町,1567,1239,1196,2021-03-01
若葉１丁目,1418,1311,1261,2021-03-01
若葉２丁目,503,455,452,2021-03-01
若葉３丁目,642,500,500,2021-03-01
須賀町,841,731,689,2021-03-01
左門町,1076,737,880,2021-03-01
信濃町,522,381,481,2021-03-01
南元町,1309,1165,1296,2021-03-01
荒木町,1696,1264,1252,2021-03-01
舟町,1008,694,710,2021-03-01
愛住町,927,727,723,2021-03-01
大京町,2359,1795,2090,2021-03-01
霞ヶ丘町,2,2,0,2021-03-01
内藤町,686,601,635,2021-03-01
片町,270,197,181,2021-03-01
新宿１丁目,3071,2178,1906,2021-03-01
新宿２丁目,940,690,529,2021-03-01
新宿３丁目,98,86,53,2021-03-01
新宿４丁目,199,158,107,2021-03-01
新宿５丁目,2062,1453,1103,2021-03-01
新宿６丁目,3115,2263,1987,2021-03-01
新宿７丁目,4288,3434,3181,2021-03-01
歌舞伎町１丁目,170,140,50,2021-03-01
歌舞伎町２丁目,1977,1504,826,2021-03-01
市谷田町１丁目,14,7,17,2021-03-01
市谷田町２丁目,336,260,340,2021-03-01
市谷田町３丁目,201,162,195,2021-03-01
市谷本村町,1752,1546,1118,2021-03-01
市谷砂土原町１丁目,105,96,114,2021-03-01
市谷砂土原町２丁目,259,212,261,2021-03-01
市谷砂土原町３丁目,486,512,526,2021-03-01
市谷左内町,226,197,229,2021-03-01
市谷加賀町１丁目,21,13,23,2021-03-01
市谷加賀町２丁目,974,750,996,2021-03-01
市谷甲良町,469,411,440,2021-03-01
市谷船河原町,75,88,92,2021-03-01
市谷長延寺町,91,43,81,2021-03-01
市谷鷹匠町,14,12,15,2021-03-01
市谷山伏町,315,269,290,2021-03-01
市谷八幡町,62,57,67,2021-03-01
神楽坂１丁目,11,12,15,2021-03-01
神楽坂２丁目,126,80,113,2021-03-01
神楽坂３丁目,281,229,202,2021-03-01
神楽坂４丁目,99,84,100,2021-03-01
神楽坂５丁目,386,312,405,2021-03-01
神楽坂６丁目,546,365,451,2021-03-01
細工町,263,220,222,2021-03-01
二十騎町,398,321,365,2021-03-01
揚場町,61,52,55,2021-03-01
津久戸町,62,42,50,2021-03-01
東五軒町,1190,1018,1201,2021-03-01
西五軒町,1029,869,897,2021-03-01
赤城元町,233,175,219,2021-03-01
南榎町,731,723,722,2021-03-01
袋町,373,325,348,2021-03-01
払方町,524,502,551,2021-03-01
南町,399,430,445,2021-03-01
北町,523,485,529,2021-03-01
納戸町,564,493,542,2021-03-01
南山伏町,362,319,303,2021-03-01
北山伏町,382,254,322,2021-03-01
白銀町,732,591,758,2021-03-01
下宮比町,162,93,131,2021-03-01
矢来町,2524,2138,2448,2021-03-01
若宮町,564,510,518,2021-03-01
岩戸町,422,309,326,2021-03-01
中町,259,252,257,2021-03-01
箪笥町,455,307,340,2021-03-01
横寺町,625,473,489,2021-03-01
筑土八幡町,500,382,465,2021-03-01
新小川町,2027,1640,1649,2021-03-01
神楽河岸,0,0,0,2021-03-01
市谷薬王寺町,2138,1643,1733,2021-03-01
市谷柳町,879,597,690,2021-03-01
市谷仲之町,1283,1189,1325,2021-03-01
赤城下町,815,645,616,2021-03-01
天神町,716,528,564,2021-03-01
榎町,485,333,340,2021-03-01
東榎町,230,141,170,2021-03-01
早稲田町,899,596,711,2021-03-01
早稲田南町,455,377,386,2021-03-01
馬場下町,336,266,257,2021-03-01
原町１丁目,865,688,763,2021-03-01
原町２丁目,682,626,602,2021-03-01
原町３丁目,1247,960,1143,2021-03-01
喜久井町,1125,984,977,2021-03-01
築地町,305,242,280,2021-03-01
弁天町,1989,1595,1746,2021-03-01
中里町,356,326,375,2021-03-01
山吹町,2612,1831,2013,2021-03-01
改代町,420,342,299,2021-03-01
水道町,744,499,514,2021-03-01
早稲田鶴巻町,3857,2770,2898,2021-03-01
住吉町,1817,1346,1412,2021-03-01
市谷台町,916,721,698,2021-03-01
河田町,1517,1426,1484,2021-03-01
若松町,3402,2736,3044,2021-03-01
余丁町,2500,2026,2083,2021-03-01
戸山１丁目,1559,1189,1353,2021-03-01
戸山２丁目,3238,2081,3221,2021-03-01
戸山３丁目,642,530,556,2021-03-01
富久町,4160,3601,3590,2021-03-01
百人町１丁目,2997,2220,1540,2021-03-01
百人町２丁目,3469,2606,2078,2021-03-01
百人町３丁目,2591,2579,2894,2021-03-01
百人町４丁目,1654,1167,1562,2021-03-01
大久保１丁目,3223,2220,1945,2021-03-01
大久保２丁目,5503,4135,3720,2021-03-01
大久保３丁目,2477,2315,2545,2021-03-01
戸塚町１丁目,146,94,113,2021-03-01
西早稲田１丁目,3590,2650,2868,2021-03-01
西早稲田２丁目,3782,3007,2743,2021-03-01
西早稲田３丁目,4154,3489,3384,2021-03-01
高田馬場１丁目,2796,2244,2041,2021-03-01
高田馬場２丁目,1318,1043,844,2021-03-01
高田馬場３丁目,4175,3154,2697,2021-03-01
高田馬場４丁目,4210,3418,3127,2021-03-01
下落合１丁目,1979,1322,1261,2021-03-01
下落合２丁目,2079,1737,1807,2021-03-01
下落合３丁目,2620,2091,2460,2021-03-01
下落合４丁目,2658,2174,2340,2021-03-01
中落合１丁目,2355,1818,1781,2021-03-01
中落合２丁目,2816,2442,2544,2021-03-01
中落合３丁目,2466,2027,2226,2021-03-01
中落合４丁目,1747,1565,1516,2021-03-01
上落合１丁目,3343,2719,2655,2021-03-01
上落合２丁目,3335,2545,2433,2021-03-01
上落合３丁目,3235,2393,2279,2021-03-01
西落合１丁目,2821,2222,2354,2021-03-01
西落合２丁目,2593,2101,2138,2021-03-01
西落合３丁目,1932,1495,1725,2021-03-01
西落合４丁目,1306,1108,1188,2021-03-01
中井１丁目,1274,980,786,2021-03-01
中井２丁目,1708,1558,1599,2021-03-01
北新宿１丁目,5281,3846,3323,2021-03-01
北新宿２丁目,3087,2702,2395,2021-03-01
北新宿３丁目,4906,3810,3328,2021-03-01
北新宿４丁目,4414,3329,3113,2021-03-01
西新宿１丁目,34,26,27,2021-03-01
西新宿２丁目,1,1,4,2021-03-01
西新宿３丁目,1651,1142,1060,2021-03-01
西新宿４丁目,5042,3779,3456,2021-03-01
西新宿５丁目,2679,2084,1918,2021-03-01
西新宿６丁目,2385,1930,1682,2021-03-01
西新宿７丁目,1745,1324,995,2021-03-01
西新宿８丁目,2238,1628,1528,2021-03-01
四谷１丁目,287,236,315,2021-02-01
四谷２丁目,246,203,225,2021-02-01
四谷３丁目,277,191,222,2021-02-01
四谷４丁目,2224,1769,1651,2021-02-01
四谷本塩町,318,245,251,2021-02-01
四谷三栄町,1090,939,1032,2021-02-01
四谷坂町,1581,1244,1208,2021-02-01
若葉１丁目,1423,1311,1264,2021-02-01
若葉２丁目,501,456,453,2021-02-01
若葉３丁目,644,499,505,2021-02-01
須賀町,835,730,676,2021-02-01
左門町,1092,748,895,2021-02-01
信濃町,529,384,482,2021-02-01
南元町,1311,1169,1299,2021-02-01
荒木町,1695,1263,1266,2021-02-01
舟町,1007,695,709,2021-02-01
愛住町,933,732,734,2021-02-01
大京町,2367,1801,2089,2021-02-01
霞ヶ丘町,2,2,0,2021-02-01
内藤町,694,610,643,2021-02-01
片町,266,197,177,2021-02-01
新宿１丁目,3071,2167,1913,2021-02-01
新宿２丁目,946,694,532,2021-02-01
新宿３丁目,99,87,53,2021-02-01
新宿４丁目,200,158,107,2021-02-01
新宿５丁目,2075,1455,1115,2021-02-01
新宿６丁目,3090,2255,1995,2021-02-01
新宿７丁目,4302,3453,3187,2021-02-01
歌舞伎町１丁目,171,141,50,2021-02-01
歌舞伎町２丁目,1989,1506,836,2021-02-01
市谷田町１丁目,14,7,17,2021-02-01
市谷田町２丁目,338,258,344,2021-02-01
市谷田町３丁目,205,165,195,2021-02-01
市谷本村町,1690,1496,1035,2021-02-01
市谷砂土原町１丁目,103,93,114,2021-02-01
市谷砂土原町２丁目,262,216,263,2021-02-01
市谷砂土原町３丁目,490,516,532,2021-02-01
市谷左内町,225,196,229,2021-02-01
市谷加賀町１丁目,21,14,23,2021-02-01
市谷加賀町２丁目,981,751,1006,2021-02-01
市谷甲良町,471,410,442,2021-02-01
市谷船河原町,76,89,91,2021-02-01
市谷長延寺町,91,43,84,2021-02-01
市谷鷹匠町,14,12,15,2021-02-01
市谷山伏町,316,271,292,2021-02-01
市谷八幡町,61,56,67,2021-02-01
神楽坂１丁目,11,12,15,2021-02-01
神楽坂２丁目,126,78,113,2021-02-01
神楽坂３丁目,281,226,201,2021-02-01
神楽坂４丁目,96,81,99,2021-02-01
神楽坂５丁目,386,310,406,2021-02-01
神楽坂６丁目,551,365,455,2021-02-01
細工町,263,220,223,2021-02-01
二十騎町,406,329,369,2021-02-01
揚場町,60,51,55,2021-02-01
津久戸町,62,42,50,2021-02-01
東五軒町,1188,1020,1201,2021-02-01
西五軒町,1032,876,895,2021-02-01
赤城元町,233,176,219,2021-02-01
南榎町,733,722,722,2021-02-01
袋町,367,323,345,2021-02-01
払方町,524,496,555,2021-02-01
南町,401,430,446,2021-02-01
北町,524,491,530,2021-02-01
納戸町,567,496,545,2021-02-01
南山伏町,362,319,303,2021-02-01
北山伏町,382,251,322,2021-02-01
白銀町,729,589,760,2021-02-01
下宮比町,159,93,127,2021-02-01
矢来町,2536,2155,2458,2021-02-01
若宮町,563,507,514,2021-02-01
岩戸町,421,308,325,2021-02-01
中町,262,254,257,2021-02-01
箪笥町,451,306,342,2021-02-01
横寺町,624,474,489,2021-02-01
筑土八幡町,507,384,467,2021-02-01
新小川町,2020,1637,1642,2021-02-01
神楽河岸,0,0,0,2021-02-01
市谷薬王寺町,2137,1651,1723,2021-02-01
市谷柳町,882,601,690,2021-02-01
市谷仲之町,1288,1191,1330,2021-02-01
赤城下町,804,645,608,2021-02-01
天神町,715,526,563,2021-02-01
榎町,486,333,342,2021-02-01
東榎町,233,144,170,2021-02-01
早稲田町,900,595,711,2021-02-01
早稲田南町,460,385,389,2021-02-01
馬場下町,333,264,255,2021-02-01
原町１丁目,873,693,771,2021-02-01
原町２丁目,686,628,607,2021-02-01
原町３丁目,1250,965,1145,2021-02-01
喜久井町,1132,991,986,2021-02-01
築地町,306,245,280,2021-02-01
弁天町,1997,1604,1744,2021-02-01
中里町,350,322,374,2021-02-01
山吹町,2609,1833,2009,2021-02-01
改代町,424,350,297,2021-02-01
水道町,733,495,510,2021-02-01
早稲田鶴巻町,3871,2776,2904,2021-02-01
住吉町,1820,1355,1416,2021-02-01
市谷台町,916,726,699,2021-02-01
河田町,1524,1434,1487,2021-02-01
若松町,3426,2751,3063,2021-02-01
余丁町,2505,2026,2088,2021-02-01
戸山１丁目,1572,1195,1356,2021-02-01
戸山２丁目,3230,2066,3216,2021-02-01
戸山３丁目,645,531,557,2021-02-01
富久町,4157,3602,3580,2021-02-01
百人町１丁目,3052,2261,1552,2021-02-01
百人町２丁目,3492,2626,2091,2021-02-01
百人町３丁目,2597,2581,2904,2021-02-01
百人町４丁目,1638,1159,1554,2021-02-01
大久保１丁目,3232,2229,1954,2021-02-01
大久保２丁目,5493,4131,3725,2021-02-01
大久保３丁目,2474,2316,2548,2021-02-01
戸塚町１丁目,147,95,113,2021-02-01
西早稲田１丁目,3618,2669,2888,2021-02-01
西早稲田２丁目,3800,3024,2758,2021-02-01
西早稲田３丁目,4143,3488,3377,2021-02-01
高田馬場１丁目,2804,2246,2045,2021-02-01
高田馬場２丁目,1313,1039,842,2021-02-01
高田馬場３丁目,4221,3172,2724,2021-02-01
高田馬場４丁目,4225,3437,3130,2021-02-01
下落合１丁目,2003,1347,1265,2021-02-01
下落合２丁目,2077,1745,1812,2021-02-01
下落合３丁目,2611,2082,2455,2021-02-01
下落合４丁目,2661,2180,2333,2021-02-01
中落合１丁目,2355,1822,1778,2021-02-01
中落合２丁目,2830,2441,2551,2021-02-01
中落合３丁目,2459,2021,2212,2021-02-01
中落合４丁目,1742,1568,1510,2021-02-01
上落合１丁目,3359,2736,2659,2021-02-01
上落合２丁目,3344,2551,2442,2021-02-01
上落合３丁目,3242,2397,2288,2021-02-01
西落合１丁目,2814,2217,2350,2021-02-01
西落合２丁目,2604,2111,2139,2021-02-01
西落合３丁目,1929,1485,1723,2021-02-01
西落合４丁目,1282,1096,1177,2021-02-01
中井１丁目,1267,983,783,2021-02-01
中井２丁目,1715,1565,1604,2021-02-01
北新宿１丁目,5300,3858,3334,2021-02-01
北新宿２丁目,3086,2707,2407,2021-02-01
北新宿３丁目,4912,3824,3337,2021-02-01
北新宿４丁目,4427,3335,3118,2021-02-01
西新宿１丁目,33,25,28,2021-02-01
西新宿２丁目,1,1,4,2021-02-01
西新宿３丁目,1654,1152,1060,2021-02-01
西新宿４丁目,5059,3792,3466,2021-02-01
西新宿５丁目,2675,2083,1927,2021-02-01
西新宿６丁目,2382,1921,1682,2021-02-01
西新宿７丁目,1759,1333,1005,2021-02-01
西新宿８丁目,2246,1614,1550,2021-02-01
四谷１丁目,282,230,306,2021-01-01
四谷２丁目,249,203,226,2021-01-01
四谷３丁目,285,197,222,2021-01-01
四谷４丁目,2243,1788,1654,2021-01-01
四谷本塩町,319,245,251,2021-01-01
四谷三栄町,1101,945,1043,2021-01-01
四谷坂町,1577,1241,1201,2021-01-01
若葉１丁目,1431,1315,1269,2021-01-01
若葉２丁目,501,456,455,2021-01-01
若葉３丁目,645,499,508,2021-01-01
須賀町,840,735,686,2021-01-01
左門町,1086,746,888,2021-01-01
信濃町,536,386,485,2021-01-01
南元町,1309,1166,1294,2021-01-01
荒木町,1699,1262,1274,2021-01-01
舟町,999,694,703,2021-01-01
愛住町,908,707,727,2021-01-01
大京町,2377,1799,2096,2021-01-01
霞ヶ丘町,2,2,0,2021-01-01
内藤町,703,618,643,2021-01-01
片町,265,196,176,2021-01-01
新宿１丁目,3068,2169,1929,2021-01-01
新宿２丁目,939,693,524,2021-01-01
新宿３丁目,98,87,53,2021-01-01
新宿４丁目,202,160,109,2021-01-01
新宿５丁目,2085,1463,1121,2021-01-01
新宿６丁目,3100,2253,2002,2021-01-01
新宿７丁目,4262,3426,3178,2021-01-01
歌舞伎町１丁目,173,143,51,2021-01-01
歌舞伎町２丁目,1977,1505,827,2021-01-01
市谷田町１丁目,14,8,16,2021-01-01
市谷田町２丁目,340,259,349,2021-01-01
市谷田町３丁目,205,166,193,2021-01-01
市谷本村町,1694,1492,1031,2021-01-01
市谷砂土原町１丁目,102,93,114,2021-01-01
市谷砂土原町２丁目,267,222,262,2021-01-01
市谷砂土原町３丁目,488,513,527,2021-01-01
市谷左内町,224,195,228,2021-01-01
市谷加賀町１丁目,21,14,23,2021-01-01
市谷加賀町２丁目,987,749,1012,2021-01-01
市谷甲良町,476,417,443,2021-01-01
市谷船河原町,73,85,87,2021-01-01
市谷長延寺町,91,42,83,2021-01-01
市谷鷹匠町,13,11,15,2021-01-01
市谷山伏町,314,273,288,2021-01-01
市谷八幡町,61,56,67,2021-01-01
神楽坂１丁目,12,13,15,2021-01-01
神楽坂２丁目,126,78,113,2021-01-01
神楽坂３丁目,284,227,203,2021-01-01
神楽坂４丁目,96,81,99,2021-01-01
神楽坂５丁目,383,310,404,2021-01-01
神楽坂６丁目,549,364,457,2021-01-01
細工町,261,222,220,2021-01-01
二十騎町,405,328,369,2021-01-01
揚場町,60,51,55,2021-01-01
津久戸町,63,43,49,2021-01-01
東五軒町,1201,1028,1211,2021-01-01
西五軒町,1032,874,893,2021-01-01
赤城元町,232,176,218,2021-01-01
南榎町,725,715,719,2021-01-01
袋町,363,318,340,2021-01-01
払方町,525,495,555,2021-01-01
南町,402,429,446,2021-01-01
北町,525,494,531,2021-01-01
納戸町,567,493,547,2021-01-01
南山伏町,362,319,303,2021-01-01
北山伏町,386,254,324,2021-01-01
白銀町,732,591,760,2021-01-01
下宮比町,158,92,127,2021-01-01
矢来町,2544,2164,2463,2021-01-01
若宮町,563,509,515,2021-01-01
岩戸町,421,307,326,2021-01-01
中町,262,252,261,2021-01-01
箪笥町,450,305,340,2021-01-01
横寺町,619,471,488,2021-01-01
筑土八幡町,506,381,465,2021-01-01
新小川町,2030,1650,1654,2021-01-01
神楽河岸,0,0,0,2021-01-01
市谷薬王寺町,2142,1655,1728,2021-01-01
市谷柳町,884,602,691,2021-01-01
市谷仲之町,1297,1195,1335,2021-01-01
赤城下町,807,645,609,2021-01-01
天神町,716,524,564,2021-01-01
榎町,479,331,336,2021-01-01
東榎町,233,144,169,2021-01-01
早稲田町,893,595,702,2021-01-01
早稲田南町,458,382,394,2021-01-01
馬場下町,333,264,255,2021-01-01
原町１丁目,880,695,771,2021-01-01
原町２丁目,682,626,602,2021-01-01
原町３丁目,1249,964,1134,2021-01-01
喜久井町,1138,994,987,2021-01-01
築地町,308,246,283,2021-01-01
弁天町,2007,1611,1750,2021-01-01
中里町,349,321,371,2021-01-01
山吹町,2616,1834,2016,2021-01-01
改代町,424,351,299,2021-01-01
水道町,734,493,514,2021-01-01
早稲田鶴巻町,3876,2789,2904,2021-01-01
住吉町,1827,1367,1415,2021-01-01
市谷台町,914,724,701,2021-01-01
河田町,1521,1429,1486,2021-01-01
若松町,3444,2771,3062,2021-01-01
余丁町,2493,2028,2077,2021-01-01
戸山１丁目,1576,1198,1363,2021-01-01
戸山２丁目,3234,2061,3223,2021-01-01
戸山３丁目,647,532,558,2021-01-01
富久町,4166,3606,3582,2021-01-01
百人町１丁目,3023,2236,1548,2021-01-01
百人町２丁目,3498,2622,2104,2021-01-01
百人町３丁目,2594,2587,2903,2021-01-01
百人町４丁目,1620,1147,1536,2021-01-01
大久保１丁目,3214,2219,1950,2021-01-01
大久保２丁目,5496,4126,3744,2021-01-01
大久保３丁目,2468,2314,2537,2021-01-01
戸塚町１丁目,144,94,111,2021-01-01
西早稲田１丁目,3587,2644,2875,2021-01-01
西早稲田２丁目,3755,3001,2730,2021-01-01
西早稲田３丁目,4105,3461,3368,2021-01-01
高田馬場１丁目,2806,2243,2051,2021-01-01
高田馬場２丁目,1297,1029,833,2021-01-01
高田馬場３丁目,4183,3151,2725,2021-01-01
高田馬場４丁目,4201,3431,3111,2021-01-01
下落合１丁目,1977,1338,1251,2021-01-01
下落合２丁目,2082,1749,1816,2021-01-01
下落合３丁目,2597,2079,2450,2021-01-01
下落合４丁目,2668,2179,2344,2021-01-01
中落合１丁目,2348,1815,1775,2021-01-01
中落合２丁目,2833,2444,2545,2021-01-01
中落合３丁目,2441,2013,2200,2021-01-01
中落合４丁目,1737,1562,1514,2021-01-01
上落合１丁目,3365,2745,2660,2021-01-01
上落合２丁目,3325,2538,2437,2021-01-01
上落合３丁目,3253,2394,2303,2021-01-01
西落合１丁目,2838,2229,2365,2021-01-01
西落合２丁目,2599,2112,2135,2021-01-01
西落合３丁目,1923,1483,1713,2021-01-01
西落合４丁目,1279,1095,1170,2021-01-01
中井１丁目,1265,980,783,2021-01-01
中井２丁目,1716,1565,1611,2021-01-01
北新宿１丁目,5295,3865,3328,2021-01-01
北新宿２丁目,3075,2693,2412,2021-01-01
北新宿３丁目,4898,3828,3326,2021-01-01
北新宿４丁目,4413,3334,3113,2021-01-01
西新宿１丁目,33,25,28,2021-01-01
西新宿２丁目,2,2,4,2021-01-01
西新宿３丁目,1654,1145,1062,2021-01-01
西新宿４丁目,5059,3782,3478,2021-01-01
西新宿５丁目,2681,2086,1944,2021-01-01
西新宿６丁目,2357,1906,1663,2021-01-01
西新宿７丁目,1750,1332,999,2021-01-01
西新宿８丁目,2208,1606,1522,2021-01-01
四谷１丁目,286,240,312,2022-12-01
四谷２丁目,285,218,237,2022-12-01
四谷３丁目,282,189,217,2022-12-01
四谷４丁目,2215,1755,1654,2022-12-01
四谷本塩町,337,258,244,2022-12-01
四谷三栄町,1099,956,1023,2022-12-01
四谷坂町,1679,1334,1230,2022-12-01
若葉１丁目,1399,1306,1245,2022-12-01
若葉２丁目,487,435,436,2022-12-01
若葉３丁目,636,497,489,2022-12-01
須賀町,803,687,667,2022-12-01
左門町,1074,736,884,2022-12-01
信濃町,614,433,523,2022-12-01
南元町,1410,1183,1382,2022-12-01
荒木町,1707,1261,1253,2022-12-01
舟町,1023,672,739,2022-12-01
愛住町,922,708,702,2022-12-01
大京町,2439,1831,2117,2022-12-01
霞ヶ丘町,1,1,0,2022-12-01
内藤町,688,610,678,2022-12-01
片町,321,220,215,2022-12-01
新宿１丁目,3177,2237,1984,2022-12-01
新宿２丁目,920,690,505,2022-12-01
新宿３丁目,83,78,36,2022-12-01
新宿４丁目,184,152,97,2022-12-01
新宿５丁目,2219,1523,1199,2022-12-01
新宿６丁目,3098,2252,1934,2022-12-01
新宿７丁目,4317,3363,3148,2022-12-01
歌舞伎町１丁目,141,106,51,2022-12-01
歌舞伎町２丁目,1841,1426,720,2022-12-01
市谷田町１丁目,14,8,17,2022-12-01
市谷田町２丁目,319,248,323,2022-12-01
市谷田町３丁目,190,155,190,2022-12-01
市谷本村町,1809,1571,1146,2022-12-01
市谷砂土原町１丁目,103,96,110,2022-12-01
市谷砂土原町２丁目,260,206,253,2022-12-01
市谷砂土原町３丁目,466,475,491,2022-12-01
市谷左内町,261,229,247,2022-12-01
市谷加賀町１丁目,244,302,342,2022-12-01
市谷加賀町２丁目,991,771,1033,2022-12-01
市谷甲良町,475,402,453,2022-12-01
市谷船河原町,78,98,99,2022-12-01
市谷長延寺町,83,38,74,2022-12-01
市谷鷹匠町,54,36,38,2022-12-01
市谷山伏町,319,274,306,2022-12-01
市谷八幡町,64,57,64,2022-12-01
神楽坂１丁目,12,13,15,2022-12-01
神楽坂２丁目,122,80,110,2022-12-01
神楽坂３丁目,284,231,194,2022-12-01
神楽坂４丁目,97,82,99,2022-12-01
神楽坂５丁目,375,304,382,2022-12-01
神楽坂６丁目,527,365,428,2022-12-01
細工町,265,219,215,2022-12-01
二十騎町,423,318,371,2022-12-01
揚場町,58,48,53,2022-12-01
津久戸町,58,42,44,2022-12-01
東五軒町,1284,1094,1221,2022-12-01
西五軒町,1076,879,913,2022-12-01
