町丁名,世帯数,男,女,date
市谷台町,894,729,698,2019-02-01
河田町,1519,1471,1526,2019-02-01
若松町,3430,2827,3043,2019-02-01
余丁町,2531,2040,2122,2019-02-01
戸山１丁目,1545,1208,1329,2019-02-01
戸山２丁目,3324,2186,3352,2019-02-01
戸山３丁目,555,460,451,2019-02-01
富久町,4184,3636,3614,2019-02-01
百人町１丁目,3317,2382,1753,2019-02-01
百人町２丁目,3657,2744,2183,2019-02-01
百人町３丁目,2619,2624,2882,2019-02-01
百人町４丁目,1617,1180,1547,2019-02-01
大久保１丁目,3432,2406,2055,2019-02-01
大久保２丁目,6008,4471,4028,2019-02-01
大久保３丁目,2341,2256,2485,2019-02-01
戸塚町１丁目,138,87,117,2019-02-01
西早稲田１丁目,3595,2638,2904,2019-02-01
西早稲田２丁目,4119,3071,3036,2019-02-01
西早稲田３丁目,4305,3602,3421,2019-02-01
高田馬場１丁目,2904,2315,2118,2019-02-01
高田馬場２丁目,1306,1010,857,2019-02-01
高田馬場３丁目,4262,3193,2789,2019-02-01
高田馬場４丁目,4361,3545,3194,2019-02-01
下落合１丁目,2051,1365,1293,2019-02-01
下落合２丁目,2022,1738,1796,2019-02-01
下落合３丁目,2566,2025,2414,2019-02-01
下落合４丁目,2697,2213,2390,2019-02-01
中落合１丁目,2234,1702,1757,2019-02-01
中落合２丁目,2849,2465,2576,2019-02-01
中落合３丁目,2391,2036,2182,2019-02-01
中落合４丁目,1731,1564,1506,2019-02-01
上落合１丁目,3378,2773,2697,2019-02-01
上落合２丁目,3301,2536,2392,2019-02-01
上落合３丁目,3209,2375,2270,2019-02-01
西落合１丁目,2771,2226,2339,2019-02-01
西落合２丁目,2577,2116,2129,2019-02-01
西落合３丁目,1861,1456,1695,2019-02-01
西落合４丁目,1361,1133,1194,2019-02-01
中井１丁目,1271,985,800,2019-02-01
中井２丁目,1737,1540,1664,2019-02-01
北新宿１丁目,5333,3901,3454,2019-02-01
北新宿２丁目,3207,2754,2524,2019-02-01
北新宿３丁目,5084,3846,3516,2019-02-01
北新宿４丁目,4594,3566,3145,2019-02-01
西新宿１丁目,35,29,28,2019-02-01
西新宿２丁目,3,3,5,2019-02-01
西新宿３丁目,1619,1093,1069,2019-02-01
西新宿４丁目,5008,3782,3419,2019-02-01
西新宿５丁目,2824,2196,2018,2019-02-01
西新宿６丁目,2261,1835,1614,2019-02-01
西新宿７丁目,1701,1299,975,2019-02-01
西新宿８丁目,2163,1596,1473,2019-02-01
四谷１丁目,245,205,274,2019-01-01
四谷２丁目,269,211,239,2019-01-01
四谷３丁目,282,206,229,2019-01-01
四谷４丁目,2233,1800,1655,2019-01-01
四谷本塩町,265,216,211,2019-01-01
四谷三栄町,1084,937,1000,2019-01-01
四谷坂町,1437,1106,1133,2019-01-01
若葉１丁目,1416,1312,1256,2019-01-01
若葉２丁目,433,392,399,2019-01-01
若葉３丁目,602,466,473,2019-01-01
須賀町,833,715,685,2019-01-01
左門町,1020,704,845,2019-01-01
信濃町,558,409,502,2019-01-01
南元町,1324,1162,1292,2019-01-01
荒木町,1689,1252,1264,2019-01-01
舟町,999,687,703,2019-01-01
愛住町,907,723,702,2019-01-01
大京町,2146,1664,1948,2019-01-01
霞ヶ丘町,1,1,0,2019-01-01
内藤町,718,658,578,2019-01-01
片町,237,166,169,2019-01-01
新宿１丁目,2996,2125,1929,2019-01-01
新宿２丁目,873,671,506,2019-01-01
新宿３丁目,108,96,58,2019-01-01
新宿４丁目,224,181,109,2019-01-01
新宿５丁目,2067,1454,1143,2019-01-01
新宿６丁目,3092,2275,2011,2019-01-01
新宿７丁目,4310,3490,3212,2019-01-01
歌舞伎町１丁目,179,144,63,2019-01-01
歌舞伎町２丁目,1885,1446,820,2019-01-01
市谷田町１丁目,19,10,21,2019-01-01
市谷田町２丁目,351,255,357,2019-01-01
市谷田町３丁目,203,160,205,2019-01-01
市谷本村町,1762,1572,983,2019-01-01
市谷砂土原町１丁目,114,106,128,2019-01-01
市谷砂土原町２丁目,245,196,234,2019-01-01
市谷砂土原町３丁目,481,500,519,2019-01-01
市谷左内町,236,211,240,2019-01-01
市谷加賀町１丁目,22,13,22,2019-01-01
市谷加賀町２丁目,949,713,1010,2019-01-01
市谷甲良町,399,366,402,2019-01-01
市谷船河原町,76,86,89,2019-01-01
市谷長延寺町,94,46,89,2019-01-01
市谷鷹匠町,19,20,23,2019-01-01
市谷山伏町,301,269,281,2019-01-01
市谷八幡町,64,56,67,2019-01-01
神楽坂１丁目,12,12,16,2019-01-01
神楽坂２丁目,138,89,124,2019-01-01
神楽坂３丁目,297,235,220,2019-01-01
神楽坂４丁目,93,79,93,2019-01-01
神楽坂５丁目,392,314,397,2019-01-01
神楽坂６丁目,567,391,474,2019-01-01
細工町,257,207,223,2019-01-01
二十騎町,375,317,356,2019-01-01
揚場町,55,49,57,2019-01-01
津久戸町,68,47,50,2019-01-01
東五軒町,1134,1005,1153,2019-01-01
西五軒町,933,819,831,2019-01-01
赤城元町,229,182,213,2019-01-01
南榎町,710,694,699,2019-01-01
袋町,378,331,342,2019-01-01
払方町,504,484,550,2019-01-01
南町,383,391,414,2019-01-01
北町,499,472,516,2019-01-01
納戸町,573,481,552,2019-01-01
南山伏町,371,326,313,2019-01-01
北山伏町,352,230,265,2019-01-01
白銀町,747,621,752,2019-01-01
下宮比町,157,99,124,2019-01-01
矢来町,2566,2181,2528,2019-01-01
若宮町,560,493,525,2019-01-01
岩戸町,425,290,329,2019-01-01
中町,266,257,266,2019-01-01
箪笥町,422,288,322,2019-01-01
横寺町,583,452,458,2019-01-01
筑土八幡町,551,397,515,2019-01-01
新小川町,1907,1572,1581,2019-01-01
神楽河岸,0,0,0,2019-01-01
市谷薬王寺町,2087,1600,1721,2019-01-01
市谷柳町,869,605,678,2019-01-01
市谷仲之町,1247,1166,1288,2019-01-01
赤城下町,759,604,589,2019-01-01
天神町,745,526,599,2019-01-01
榎町,468,321,331,2019-01-01
東榎町,225,152,155,2019-01-01
早稲田町,825,572,630,2019-01-01
早稲田南町,460,398,399,2019-01-01
馬場下町,327,261,258,2019-01-01
原町１丁目,873,687,774,2019-01-01
原町２丁目,692,646,620,2019-01-01
原町３丁目,1135,870,1015,2019-01-01
喜久井町,1115,1000,963,2019-01-01
築地町,326,259,285,2019-01-01
弁天町,1979,1604,1702,2019-01-01
中里町,359,331,374,2019-01-01
山吹町,2340,1682,1850,2019-01-01
改代町,376,303,284,2019-01-01
水道町,634,443,470,2019-01-01
早稲田鶴巻町,3909,2851,2923,2019-01-01
住吉町,1768,1326,1374,2019-01-01
市谷台町,894,727,702,2019-01-01
河田町,1529,1476,1520,2019-01-01
若松町,3420,2826,3037,2019-01-01
余丁町,2533,2039,2124,2019-01-01
戸山１丁目,1550,1204,1337,2019-01-01
戸山２丁目,3336,2202,3362,2019-01-01
戸山３丁目,559,468,449,2019-01-01
富久町,4170,3646,3597,2019-01-01
百人町１丁目,3334,2393,1761,2019-01-01
百人町２丁目,3658,2734,2187,2019-01-01
百人町３丁目,2616,2625,2879,2019-01-01
百人町４丁目,1605,1175,1536,2019-01-01
大久保１丁目,3457,2408,2078,2019-01-01
大久保２丁目,6057,4523,4040,2019-01-01
大久保３丁目,2336,2252,2485,2019-01-01
戸塚町１丁目,138,87,119,2019-01-01
西早稲田１丁目,3607,2644,2909,2019-01-01
西早稲田２丁目,4130,3081,3041,2019-01-01
西早稲田３丁目,4316,3607,3423,2019-01-01
高田馬場１丁目,2920,2333,2116,2019-01-01
高田馬場２丁目,1305,1008,859,2019-01-01
高田馬場３丁目,4257,3196,2775,2019-01-01
高田馬場４丁目,4355,3535,3191,2019-01-01
下落合１丁目,2064,1368,1300,2019-01-01
下落合２丁目,2010,1731,1791,2019-01-01
下落合３丁目,2555,2023,2399,2019-01-01
下落合４丁目,2705,2215,2396,2019-01-01
中落合１丁目,2229,1706,1750,2019-01-01
中落合２丁目,2850,2466,2583,2019-01-01
中落合３丁目,2390,2035,2182,2019-01-01
中落合４丁目,1737,1557,1518,2019-01-01
上落合１丁目,3363,2759,2690,2019-01-01
上落合２丁目,3294,2534,2384,2019-01-01
上落合３丁目,3216,2372,2276,2019-01-01
西落合１丁目,2765,2223,2333,2019-01-01
西落合２丁目,2569,2113,2131,2019-01-01
西落合３丁目,1857,1450,1688,2019-01-01
西落合４丁目,1345,1136,1179,2019-01-01
中井１丁目,1267,980,803,2019-01-01
中井２丁目,1746,1546,1665,2019-01-01
北新宿１丁目,5330,3892,3450,2019-01-01
北新宿２丁目,3182,2747,2511,2019-01-01
北新宿３丁目,5097,3853,3516,2019-01-01
北新宿４丁目,4599,3573,3140,2019-01-01
西新宿１丁目,34,28,28,2019-01-01
西新宿２丁目,3,3,5,2019-01-01
西新宿３丁目,1619,1087,1069,2019-01-01
西新宿４丁目,5015,3784,3413,2019-01-01
西新宿５丁目,2839,2205,2023,2019-01-01
西新宿６丁目,2250,1821,1603,2019-01-01
西新宿７丁目,1693,1293,982,2019-01-01
西新宿８丁目,2145,1589,1466,2019-01-01
四谷１丁目,279,227,301,2020-12-01
四谷２丁目,250,201,225,2020-12-01
四谷３丁目,287,198,224,2020-12-01
四谷４丁目,2248,1798,1649,2020-12-01
四谷本塩町,323,248,254,2020-12-01
四谷三栄町,1107,951,1052,2020-12-01
四谷坂町,1585,1248,1216,2020-12-01
若葉１丁目,1428,1310,1276,2020-12-01
若葉２丁目,502,457,455,2020-12-01
若葉３丁目,656,502,517,2020-12-01
須賀町,853,736,693,2020-12-01
左門町,1099,750,899,2020-12-01
信濃町,546,388,489,2020-12-01
南元町,1318,1171,1297,2020-12-01
荒木町,1710,1264,1285,2020-12-01
舟町,1003,697,707,2020-12-01
愛住町,902,709,720,2020-12-01
大京町,2370,1789,2089,2020-12-01
霞ヶ丘町,2,2,0,2020-12-01
内藤町,703,619,643,2020-12-01
片町,268,201,177,2020-12-01
新宿１丁目,3054,2155,1926,2020-12-01
新宿２丁目,938,692,525,2020-12-01
新宿３丁目,96,86,52,2020-12-01
新宿４丁目,206,164,110,2020-12-01
新宿５丁目,2086,1460,1128,2020-12-01
新宿６丁目,3099,2243,2000,2020-12-01
新宿７丁目,4266,3427,3182,2020-12-01
歌舞伎町１丁目,170,140,51,2020-12-01
歌舞伎町２丁目,1960,1496,824,2020-12-01
市谷田町１丁目,14,8,16,2020-12-01
市谷田町２丁目,339,257,348,2020-12-01
市谷田町３丁目,208,167,194,2020-12-01
市谷本村町,1707,1509,1034,2020-12-01
市谷砂土原町１丁目,101,92,115,2020-12-01
市谷砂土原町２丁目,264,219,260,2020-12-01
市谷砂土原町３丁目,481,502,515,2020-12-01
市谷左内町,225,195,229,2020-12-01
市谷加賀町１丁目,21,14,23,2020-12-01
市谷加賀町２丁目,994,746,1027,2020-12-01
市谷甲良町,474,414,443,2020-12-01
市谷船河原町,74,85,88,2020-12-01
市谷長延寺町,92,41,83,2020-12-01
市谷鷹匠町,13,11,15,2020-12-01
市谷山伏町,310,271,284,2020-12-01
市谷八幡町,61,55,66,2020-12-01
神楽坂１丁目,12,13,15,2020-12-01
神楽坂２丁目,126,78,113,2020-12-01
神楽坂３丁目,284,228,202,2020-12-01
神楽坂４丁目,97,82,99,2020-12-01
神楽坂５丁目,385,311,405,2020-12-01
神楽坂６丁目,548,366,454,2020-12-01
細工町,259,221,218,2020-12-01
二十騎町,409,333,366,2020-12-01
揚場町,59,51,55,2020-12-01
津久戸町,67,44,53,2020-12-01
東五軒町,1207,1033,1214,2020-12-01
西五軒町,1044,884,904,2020-12-01
赤城元町,231,175,218,2020-12-01
南榎町,730,716,722,2020-12-01
袋町,368,323,343,2020-12-01
払方町,515,490,546,2020-12-01
南町,400,425,442,2020-12-01
北町,526,495,534,2020-12-01
納戸町,569,495,553,2020-12-01
南山伏町,364,321,307,2020-12-01
北山伏町,391,260,326,2020-12-01
白銀町,732,589,758,2020-12-01
下宮比町,161,94,126,2020-12-01
矢来町,2550,2173,2466,2020-12-01
若宮町,561,505,515,2020-12-01
岩戸町,426,309,329,2020-12-01
中町,265,252,262,2020-12-01
箪笥町,443,301,335,2020-12-01
横寺町,617,466,491,2020-12-01
筑土八幡町,508,381,465,2020-12-01
新小川町,2026,1642,1649,2020-12-01
神楽河岸,0,0,0,2020-12-01
市谷薬王寺町,2143,1668,1719,2020-12-01
市谷柳町,882,601,690,2020-12-01
市谷仲之町,1299,1200,1346,2020-12-01
赤城下町,791,634,593,2020-12-01
天神町,714,521,562,2020-12-01
榎町,478,330,337,2020-12-01
東榎町,242,151,172,2020-12-01
早稲田町,889,595,698,2020-12-01
早稲田南町,457,381,394,2020-12-01
馬場下町,332,262,258,2020-12-01
原町１丁目,874,696,766,2020-12-01
原町２丁目,686,631,608,2020-12-01
原町３丁目,1254,971,1135,2020-12-01
喜久井町,1141,1001,991,2020-12-01
築地町,306,247,278,2020-12-01
弁天町,2006,1617,1750,2020-12-01
中里町,351,322,369,2020-12-01
山吹町,2596,1824,2022,2020-12-01
改代町,426,352,300,2020-12-01
水道町,734,493,511,2020-12-01
早稲田鶴巻町,3872,2774,2909,2020-12-01
住吉町,1842,1374,1427,2020-12-01
市谷台町,904,713,700,2020-12-01
河田町,1525,1431,1497,2020-12-01
若松町,3463,2781,3070,2020-12-01
余丁町,2496,2030,2083,2020-12-01
戸山１丁目,1605,1206,1386,2020-12-01
戸山２丁目,3236,2063,3211,2020-12-01
戸山３丁目,643,534,556,2020-12-01
富久町,4183,3619,3601,2020-12-01
百人町１丁目,2987,2187,1552,2020-12-01
百人町２丁目,3445,2588,2096,2020-12-01
百人町３丁目,2592,2589,2914,2020-12-01
百人町４丁目,1607,1136,1530,2020-12-01
大久保１丁目,3151,2175,1944,2020-12-01
大久保２丁目,5471,4106,3746,2020-12-01
大久保３丁目,2459,2303,2538,2020-12-01
戸塚町１丁目,139,90,110,2020-12-01
西早稲田１丁目,3595,2644,2887,2020-12-01
西早稲田２丁目,3717,2966,2709,2020-12-01
西早稲田３丁目,4059,3440,3346,2020-12-01
高田馬場１丁目,2774,2228,2040,2020-12-01
高田馬場２丁目,1292,1022,830,2020-12-01
高田馬場３丁目,4146,3136,2703,2020-12-01
高田馬場４丁目,4157,3403,3096,2020-12-01
下落合１丁目,1923,1301,1231,2020-12-01
下落合２丁目,2066,1743,1813,2020-12-01
下落合３丁目,2586,2078,2455,2020-12-01
下落合４丁目,2653,2175,2346,2020-12-01
中落合１丁目,2349,1815,1771,2020-12-01
中落合２丁目,2806,2434,2533,2020-12-01
中落合３丁目,2426,2009,2195,2020-12-01
中落合４丁目,1732,1557,1513,2020-12-01
上落合１丁目,3360,2745,2674,2020-12-01
上落合２丁目,3332,2540,2437,2020-12-01
上落合３丁目,3261,2395,2304,2020-12-01
西落合１丁目,2843,2241,2367,2020-12-01
西落合２丁目,2579,2103,2128,2020-12-01
西落合３丁目,1914,1481,1698,2020-12-01
西落合４丁目,1281,1102,1170,2020-12-01
中井１丁目,1261,986,783,2020-12-01
中井２丁目,1717,1565,1614,2020-12-01
北新宿１丁目,5221,3825,3303,2020-12-01
北新宿２丁目,3096,2719,2422,2020-12-01
北新宿３丁目,4816,3785,3297,2020-12-01
北新宿４丁目,4375,3306,3098,2020-12-01
西新宿１丁目,33,25,28,2020-12-01
西新宿２丁目,2,2,4,2020-12-01
西新宿３丁目,1658,1139,1074,2020-12-01
西新宿４丁目,5055,3779,3480,2020-12-01
西新宿５丁目,2692,2102,1945,2020-12-01
西新宿６丁目,2345,1898,1658,2020-12-01
西新宿７丁目,1755,1334,1003,2020-12-01
西新宿８丁目,2197,1598,1513,2020-12-01
四谷１丁目,278,225,301,2020-11-01
四谷２丁目,244,196,222,2020-11-01
四谷３丁目,285,194,225,2020-11-01
四谷４丁目,2258,1807,1640,2020-11-01
四谷本塩町,322,249,253,2020-11-01
四谷三栄町,1103,951,1045,2020-11-01
四谷坂町,1582,1242,1210,2020-11-01
若葉１丁目,1426,1308,1273,2020-11-01
若葉２丁目,494,452,451,2020-11-01
若葉３丁目,655,498,519,2020-11-01
須賀町,848,724,691,2020-11-01
左門町,1101,748,904,2020-11-01
信濃町,551,391,492,2020-11-01
南元町,1317,1169,1298,2020-11-01
荒木町,1715,1277,1290,2020-11-01
舟町,1001,700,699,2020-11-01
愛住町,912,718,722,2020-11-01
大京町,2372,1786,2102,2020-11-01
霞ヶ丘町,2,2,0,2020-11-01
内藤町,707,623,642,2020-11-01
片町,262,200,172,2020-11-01
新宿１丁目,3047,2156,1927,2020-11-01
新宿２丁目,937,697,522,2020-11-01
新宿３丁目,96,86,52,2020-11-01
新宿４丁目,209,168,109,2020-11-01
新宿５丁目,2098,1466,1137,2020-11-01
新宿６丁目,3100,2253,1989,2020-11-01
新宿７丁目,4252,3428,3183,2020-11-01
歌舞伎町１丁目,173,143,52,2020-11-01
歌舞伎町２丁目,1953,1484,828,2020-11-01
市谷田町１丁目,14,8,16,2020-11-01
市谷田町２丁目,334,256,345,2020-11-01
市谷田町３丁目,210,167,196,2020-11-01
市谷本村町,1720,1524,1030,2020-11-01
市谷砂土原町１丁目,103,93,119,2020-11-01
市谷砂土原町２丁目,260,214,258,2020-11-01
市谷砂土原町３丁目,476,497,511,2020-11-01
市谷左内町,222,194,227,2020-11-01
市谷加賀町１丁目,21,14,23,2020-11-01
市谷加賀町２丁目,1000,748,1032,2020-11-01
市谷甲良町,475,416,441,2020-11-01
市谷船河原町,76,86,89,2020-11-01
市谷長延寺町,90,43,80,2020-11-01
市谷鷹匠町,13,11,15,2020-11-01
市谷山伏町,311,268,286,2020-11-01
市谷八幡町,61,55,65,2020-11-01
神楽坂１丁目,12,13,15,2020-11-01
神楽坂２丁目,126,79,111,2020-11-01
神楽坂３丁目,283,227,204,2020-11-01
神楽坂４丁目,97,83,99,2020-11-01
神楽坂５丁目,384,310,406,2020-11-01
神楽坂６丁目,555,372,458,2020-11-01
細工町,260,221,219,2020-11-01
二十騎町,414,333,368,2020-11-01
揚場町,60,51,55,2020-11-01
津久戸町,67,44,53,2020-11-01
東五軒町,1210,1035,1211,2020-11-01
西五軒町,1039,876,901,2020-11-01
赤城元町,231,177,216,2020-11-01
南榎町,738,724,726,2020-11-01
袋町,367,321,339,2020-11-01
払方町,516,491,544,2020-11-01
南町,402,425,442,2020-11-01
北町,523,495,535,2020-11-01
納戸町,570,494,555,2020-11-01
南山伏町,365,323,308,2020-11-01
北山伏町,393,263,323,2020-11-01
白銀町,733,592,762,2020-11-01
下宮比町,162,95,126,2020-11-01
矢来町,2563,2178,2478,2020-11-01
若宮町,554,498,513,2020-11-01
岩戸町,426,307,330,2020-11-01
中町,268,254,267,2020-11-01
箪笥町,442,302,330,2020-11-01
横寺町,622,467,495,2020-11-01
筑土八幡町,506,380,464,2020-11-01
新小川町,2028,1638,1657,2020-11-01
神楽河岸,0,0,0,2020-11-01
市谷薬王寺町,2140,1666,1720,2020-11-01
市谷柳町,883,600,695,2020-11-01
市谷仲之町,1307,1207,1350,2020-11-01
赤城下町,771,619,577,2020-11-01
天神町,728,531,573,2020-11-01
榎町,488,338,342,2020-11-01
東榎町,250,157,176,2020-11-01
早稲田町,885,596,694,2020-11-01
早稲田南町,460,381,399,2020-11-01
馬場下町,333,261,261,2020-11-01
原町１丁目,867,696,756,2020-11-01
原町２丁目,688,635,614,2020-11-01
原町３丁目,1255,968,1140,2020-11-01
喜久井町,1139,1004,987,2020-11-01
築地町,306,247,279,2020-11-01
弁天町,1994,1609,1733,2020-11-01
中里町,352,322,369,2020-11-01
山吹町,2591,1821,2018,2020-11-01
改代町,426,350,302,2020-11-01
水道町,729,492,510,2020-11-01
早稲田鶴巻町,3826,2752,2901,2020-11-01
住吉町,1830,1372,1420,2020-11-01
市谷台町,898,713,692,2020-11-01
河田町,1539,1440,1510,2020-11-01
若松町,3461,2783,3067,2020-11-01
余丁町,2498,2033,2082,2020-11-01
戸山１丁目,1599,1198,1386,2020-11-01
戸山２丁目,3234,2057,3204,2020-11-01
戸山３丁目,640,534,550,2020-11-01
富久町,4177,3613,3604,2020-11-01
百人町１丁目,2940,2169,1537,2020-11-01
百人町２丁目,3369,2554,2052,2020-11-01
百人町３丁目,2585,2580,2909,2020-11-01
百人町４丁目,1616,1152,1541,2020-11-01
大久保１丁目,3088,2146,1925,2020-11-01
大久保２丁目,5450,4099,3752,2020-11-01
大久保３丁目,2442,2287,2526,2020-11-01
戸塚町１丁目,137,89,109,2020-11-01
西早稲田１丁目,3592,2660,2889,2020-11-01
西早稲田２丁目,3681,2946,2684,2020-11-01
西早稲田３丁目,4046,3430,3334,2020-11-01
高田馬場１丁目,2756,2225,2032,2020-11-01
高田馬場２丁目,1283,1011,839,2020-11-01
高田馬場３丁目,4111,3127,2682,2020-11-01
高田馬場４丁目,4180,3427,3109,2020-11-01
下落合１丁目,1878,1265,1215,2020-11-01
下落合２丁目,2041,1714,1806,2020-11-01
下落合３丁目,2575,2061,2454,2020-11-01
下落合４丁目,2644,2163,2351,2020-11-01
中落合１丁目,2339,1810,1771,2020-11-01
中落合２丁目,2783,2427,2513,2020-11-01
中落合３丁目,2423,2012,2189,2020-11-01
中落合４丁目,1733,1554,1521,2020-11-01
上落合１丁目,3352,2731,2674,2020-11-01
上落合２丁目,3303,2517,2431,2020-11-01
上落合３丁目,3255,2404,2286,2020-11-01
西落合１丁目,2859,2248,2375,2020-11-01
西落合２丁目,2577,2107,2134,2020-11-01
西落合３丁目,1915,1486,1699,2020-11-01
西落合４丁目,1283,1099,1170,2020-11-01
中井１丁目,1256,984,778,2020-11-01
中井２丁目,1719,1562,1615,2020-11-01
北新宿１丁目,5090,3757,3256,2020-11-01
北新宿２丁目,3102,2720,2432,2020-11-01
北新宿３丁目,4767,3744,3294,2020-11-01
北新宿４丁目,4355,3297,3098,2020-11-01
西新宿１丁目,33,25,28,2020-11-01
西新宿２丁目,2,2,4,2020-11-01
西新宿３丁目,1648,1127,1071,2020-11-01
西新宿４丁目,5066,3793,3484,2020-11-01
西新宿５丁目,2713,2114,1951,2020-11-01
西新宿６丁目,2330,1895,1649,2020-11-01
西新宿７丁目,1749,1327,996,2020-11-01
西新宿８丁目,2170,1592,1497,2020-11-01
四谷１丁目,274,223,300,2020-10-01
四谷２丁目,240,196,220,2020-10-01
四谷３丁目,290,197,228,2020-10-01
四谷４丁目,2262,1811,1643,2020-10-01
四谷本塩町,324,248,251,2020-10-01
四谷三栄町,1105,950,1048,2020-10-01
四谷坂町,1579,1234,1211,2020-10-01
若葉１丁目,1428,1309,1273,2020-10-01
若葉２丁目,491,445,448,2020-10-01
若葉３丁目,659,504,519,2020-10-01
須賀町,850,723,691,2020-10-01
左門町,1093,746,895,2020-10-01
信濃町,558,396,498,2020-10-01
南元町,1314,1175,1291,2020-10-01
荒木町,1720,1281,1292,2020-10-01
舟町,1006,700,702,2020-10-01
愛住町,915,720,720,2020-10-01
大京町,2380,1799,2106,2020-10-01
霞ヶ丘町,2,2,0,2020-10-01
内藤町,714,631,640,2020-10-01
片町,263,202,175,2020-10-01
新宿１丁目,3033,2148,1923,2020-10-01
新宿２丁目,940,692,529,2020-10-01
新宿３丁目,99,87,54,2020-10-01
新宿４丁目,211,170,109,2020-10-01
新宿５丁目,2095,1458,1142,2020-10-01
新宿６丁目,3084,2256,1982,2020-10-01
新宿７丁目,4260,3436,3193,2020-10-01
歌舞伎町１丁目,173,142,54,2020-10-01
歌舞伎町２丁目,1944,1472,828,2020-10-01
市谷田町１丁目,14,8,16,2020-10-01
市谷田町２丁目,332,255,344,2020-10-01
市谷田町３丁目,213,168,199,2020-10-01
市谷本村町,1734,1542,1028,2020-10-01
市谷砂土原町１丁目,104,94,119,2020-10-01
市谷砂土原町２丁目,259,212,256,2020-10-01
市谷砂土原町３丁目,475,496,510,2020-10-01
市谷左内町,222,198,225,2020-10-01
市谷加賀町１丁目,21,14,23,2020-10-01
市谷加賀町２丁目,1000,745,1031,2020-10-01
市谷甲良町,475,416,441,2020-10-01
市谷船河原町,76,87,88,2020-10-01
市谷長延寺町,91,42,82,2020-10-01
市谷鷹匠町,13,11,15,2020-10-01
市谷山伏町,304,265,282,2020-10-01
市谷八幡町,61,55,65,2020-10-01
神楽坂１丁目,12,13,15,2020-10-01
神楽坂２丁目,126,78,113,2020-10-01
神楽坂３丁目,285,228,205,2020-10-01
神楽坂４丁目,97,83,99,2020-10-01
神楽坂５丁目,380,309,402,2020-10-01
神楽坂６丁目,560,375,461,2020-10-01
細工町,258,217,221,2020-10-01
二十騎町,411,333,364,2020-10-01
揚場町,60,51,55,2020-10-01
津久戸町,67,44,53,2020-10-01
東五軒町,1208,1028,1212,2020-10-01
西五軒町,1031,870,897,2020-10-01
赤城元町,231,179,215,2020-10-01
南榎町,742,726,729,2020-10-01
袋町,367,324,342,2020-10-01
払方町,513,490,538,2020-10-01
南町,396,420,437,2020-10-01
北町,525,500,536,2020-10-01
納戸町,575,497,556,2020-10-01
南山伏町,363,324,306,2020-10-01
北山伏町,390,262,323,2020-10-01
白銀町,736,597,762,2020-10-01
下宮比町,160,94,125,2020-10-01
矢来町,2574,2182,2498,2020-10-01
若宮町,552,497,510,2020-10-01
岩戸町,428,307,332,2020-10-01
中町,265,254,265,2020-10-01
箪笥町,436,299,327,2020-10-01
横寺町,630,472,496,2020-10-01
筑土八幡町,506,383,462,2020-10-01
新小川町,2033,1640,1662,2020-10-01
神楽河岸,0,0,0,2020-10-01
市谷薬王寺町,2143,1660,1723,2020-10-01
市谷柳町,892,604,701,2020-10-01
市谷仲之町,1305,1203,1345,2020-10-01
赤城下町,776,622,577,2020-10-01
天神町,726,531,571,2020-10-01
榎町,490,337,349,2020-10-01
東榎町,250,157,176,2020-10-01
早稲田町,883,592,691,2020-10-01
早稲田南町,455,375,398,2020-10-01
馬場下町,333,261,260,2020-10-01
原町１丁目,876,699,763,2020-10-01
原町２丁目,687,636,617,2020-10-01
原町３丁目,1263,973,1149,2020-10-01
喜久井町,1135,998,990,2020-10-01
築地町,309,246,281,2020-10-01
弁天町,1990,1616,1718,2020-10-01
中里町,355,325,372,2020-10-01
山吹町,2596,1822,2022,2020-10-01
改代町,429,351,305,2020-10-01
水道町,728,493,511,2020-10-01
早稲田鶴巻町,3836,2762,2900,2020-10-01
住吉町,1842,1382,1432,2020-10-01
市谷台町,898,717,687,2020-10-01
河田町,1543,1448,1504,2020-10-01
若松町,3457,2773,3076,2020-10-01
余丁町,2515,2041,2091,2020-10-01
戸山１丁目,1610,1204,1392,2020-10-01
戸山２丁目,3243,2060,3214,2020-10-01
戸山３丁目,634,529,542,2020-10-01
富久町,4185,3636,3622,2020-10-01
百人町１丁目,2964,2183,1552,2020-10-01
百人町２丁目,3384,2582,2040,2020-10-01
百人町３丁目,2581,2579,2902,2020-10-01
百人町４丁目,1614,1150,1536,2020-10-01
大久保１丁目,3062,2127,1927,2020-10-01
大久保２丁目,5498,4124,3791,2020-10-01
大久保３丁目,2416,2268,2506,2020-10-01
戸塚町１丁目,131,91,101,2020-10-01
西早稲田１丁目,3603,2665,2891,2020-10-01
西早稲田２丁目,3685,2943,2687,2020-10-01
西早稲田３丁目,4060,3438,3341,2020-10-01
高田馬場１丁目,2759,2233,2037,2020-10-01
高田馬場２丁目,1285,1007,839,2020-10-01
高田馬場３丁目,4112,3138,2683,2020-10-01
高田馬場４丁目,4182,3419,3113,2020-10-01
下落合１丁目,1881,1264,1219,2020-10-01
下落合２丁目,2058,1728,1826,2020-10-01
下落合３丁目,2589,2066,2461,2020-10-01
下落合４丁目,2654,2166,2367,2020-10-01
中落合１丁目,2327,1795,1768,2020-10-01
中落合２丁目,2793,2432,2517,2020-10-01
中落合３丁目,2424,2013,2193,2020-10-01
中落合４丁目,1741,1560,1520,2020-10-01
