町丁名,世帯数,男,女
四谷１丁目,237,193,277
四谷２丁目,242,200,215
四谷３丁目,268,176,221
四谷４丁目,2078,1680,1536
四谷本塩町,298,236,233
四谷三栄町,1041,897,996
四谷坂町,1443,1124,1111
若葉１丁目,1378,1272,1224
若葉２丁目,413,368,387
若葉３丁目,585,463,469
須賀町,818,692,673
左門町,980,662,819
信濃町,547,399,500
南元町,1270,1115,1270
荒木町,1590,1183,1192
舟町,966,664,683
愛住町,873,672,687
大京町,2152,1640,1939
霞ヶ丘町,0,0,0
内藤町,727,660,587
片町,229,174,155
新宿１丁目,2780,1997,1759
新宿２丁目,838,630,475
新宿３丁目,94,79,52
新宿４丁目,211,170,104
新宿５丁目,1871,1320,1011
新宿６丁目,2759,2034,1740
新宿７丁目,3644,2970,2732
歌舞伎町１丁目,170,138,53
歌舞伎町２丁目,1552,1220,548
市谷田町１丁目,16,8,17
市谷田町２丁目,323,240,331
市谷田町３丁目,190,153,182
市谷本村町,1711,1513,950
市谷砂土原町１丁目,104,95,118
市谷砂土原町２丁目,253,199,258
市谷砂土原町３丁目,430,416,463
市谷左内町,217,192,218
市谷加賀町１丁目,21,14,21
市谷加賀町２丁目,973,690,1018
市谷甲良町,424,370,423
市谷船河原町,71,77,84
市谷長延寺町,94,49,84
市谷鷹匠町,15,14,16
市谷山伏町,280,256,263
市谷八幡町,61,53,63
神楽坂１丁目,12,12,16
神楽坂２丁目,124,80,115
神楽坂３丁目,281,227,201
神楽坂４丁目,95,80,96
神楽坂５丁目,381,305,398
神楽坂６丁目,545,363,469
細工町,252,208,216
二十騎町,388,310,348
揚場町,57,50,54
津久戸町,67,49,47
東五軒町,1106,989,1136
西五軒町,951,803,841
赤城元町,229,178,209
南榎町,695,662,704
袋町,363,317,332
払方町,485,463,512
南町,376,376,408
北町,512,483,525
納戸町,539,470,549
南山伏町,361,322,302
北山伏町,365,248,293
白銀町,724,597,746
下宮比町,147,90,118
矢来町,2464,2123,2424
若宮町,521,445,466
岩戸町,418,285,325
中町,259,255,263
箪笥町,411,274,323
横寺町,591,449,465
筑土八幡町,506,377,467
新小川町,1939,1575,1600
神楽河岸,0,0,0
市谷薬王寺町,2000,1510,1595
市谷柳町,859,577,680
市谷仲之町,1178,1032,1171
赤城下町,733,585,558
天神町,677,495,550
榎町,479,337,333
東榎町,232,144,173
早稲田町,745,522,607
早稲田南町,406,350,382
馬場下町,294,242,226
原町１丁目,807,645,714
原町２丁目,651,617,585
原町３丁目,1066,778,946
喜久井町,1072,954,948
築地町,315,251,279
弁天町,1886,1546,1638
中里町,336,315,352
山吹町,2319,1657,1849
改代町,393,327,282
水道町,680,476,476
早稲田鶴巻町,3343,2516,2577
住吉町,1682,1260,1325
市谷台町,825,671,648
河田町,1246,1085,1124
若松町,3171,2548,2785
余丁町,2381,1905,1993
戸山１丁目,1423,1131,1231
戸山２丁目,3124,1959,2983
戸山３丁目,483,410,402
富久町,3868,3383,3332
百人町１丁目,1919,1484,973
百人町２丁目,2086,1611,1263
百人町３丁目,2371,2369,2638
百人町４丁目,1472,991,1342
大久保１丁目,1846,1331,1122
大久保２丁目,3730,2875,2523
大久保３丁目,2016,1935,2108
戸塚町１丁目,98,75,81
西早稲田１丁目,2981,2319,2480
西早稲田２丁目,3023,2522,2308
西早稲田３丁目,3375,3034,2913
高田馬場１丁目,2292,1916,1708
高田馬場２丁目,1006,828,689
高田馬場３丁目,3296,2562,2250
高田馬場４丁目,3375,2818,2638
下落合１丁目,1346,968,895
下落合２丁目,1748,1517,1632
下落合３丁目,2379,1918,2313
下落合４丁目,2338,1970,2198
中落合１丁目,2021,1600,1610
中落合２丁目,2555,2236,2369
中落合３丁目,2313,1950,2102
中落合４丁目,1608,1462,1418
上落合１丁目,3049,2529,2480
上落合２丁目,3031,2358,2259
上落合３丁目,2918,2200,2087
西落合１丁目,2595,2113,2203
西落合２丁目,2401,1999,1990
西落合３丁目,1783,1404,1609
西落合４丁目,1211,1030,1132
中井１丁目,1164,907,736
中井２丁目,1558,1445,1534
北新宿１丁目,3886,2892,2570
北新宿２丁目,2774,2438,2173
北新宿３丁目,3707,2932,2646
北新宿４丁目,3525,2729,2528
西新宿１丁目,33,26,27
西新宿２丁目,2,2,5
西新宿３丁目,1462,991,993
西新宿４丁目,4636,3490,3187
西新宿５丁目,2495,1972,1751
西新宿６丁目,1990,1583,1412
西新宿７丁目,1563,1199,907
西新宿８丁目,1891,1403,1294
