町丁名,世帯数,男,女
四谷１丁目,231,190,271
四谷２丁目,242,197,224
四谷３丁目,257,179,219
四谷４丁目,2070,1668,1543
四谷本塩町,258,211,205
四谷三栄町,1040,901,970
四谷坂町,1396,1060,1078
若葉１丁目,1355,1245,1218
若葉２丁目,403,366,382
若葉３丁目,563,434,449
須賀町,793,674,663
左門町,973,666,805
信濃町,544,388,488
南元町,1228,1086,1216
荒木町,1588,1172,1190
舟町,957,659,685
愛住町,864,684,674
大京町,2060,1557,1891
霞ヶ丘町,0,0,0
内藤町,695,627,572
片町,222,163,160
新宿１丁目,2728,1946,1755
新宿２丁目,792,612,465
新宿３丁目,100,88,50
新宿４丁目,213,173,104
新宿５丁目,1822,1289,988
新宿６丁目,2730,1999,1740
新宿７丁目,3608,2966,2703
歌舞伎町１丁目,168,132,58
歌舞伎町２丁目,1561,1241,548
市谷田町１丁目,17,9,18
市谷田町２丁目,328,239,337
市谷田町３丁目,192,157,188
市谷本村町,1734,1537,921
市谷砂土原町１丁目,105,97,119
市谷砂土原町２丁目,244,193,252
市谷砂土原町３丁目,427,412,459
市谷左内町,224,200,225
市谷加賀町１丁目,23,14,22
市谷加賀町２丁目,930,689,982
市谷甲良町,405,353,400
市谷船河原町,68,71,80
市谷長延寺町,92,47,85
市谷鷹匠町,16,18,20
市谷山伏町,282,250,266
市谷八幡町,62,52,64
神楽坂１丁目,12,12,16
神楽坂２丁目,129,83,117
神楽坂３丁目,287,225,207
神楽坂４丁目,90,77,90
神楽坂５丁目,386,303,399
神楽坂６丁目,553,377,473
細工町,255,204,213
二十騎町,368,306,347
揚場町,54,49,56
津久戸町,64,45,49
東五軒町,1108,981,1129
西五軒町,898,771,801
赤城元町,221,176,208
南榎町,686,670,684
袋町,370,319,335
払方町,481,463,514
南町,369,363,399
北町,507,480,511
納戸町,536,463,534
南山伏町,359,314,304
北山伏町,358,237,282
白銀町,716,591,737
下宮比町,148,94,120
矢来町,2483,2122,2448
若宮町,523,442,469
岩戸町,413,283,322
中町,259,247,260
箪笥町,409,282,319
横寺町,579,446,458
筑土八幡町,521,381,487
新小川町,1875,1544,1549
神楽河岸,0,0,0
市谷薬王寺町,1966,1481,1581
市谷柳町,831,574,658
市谷仲之町,1168,1023,1147
赤城下町,730,578,580
天神町,680,491,559
榎町,460,321,316
東榎町,203,139,145
早稲田町,732,516,584
早稲田南町,406,355,377
馬場下町,301,245,237
原町１丁目,817,639,734
原町２丁目,642,603,576
原町３丁目,1046,772,916
喜久井町,1031,921,927
築地町,318,249,283
弁天町,1867,1524,1615
中里町,343,319,354
山吹町,2198,1603,1749
改代町,360,300,270
水道町,616,435,450
早稲田鶴巻町,3302,2488,2556
住吉町,1643,1228,1281
市谷台町,811,675,644
河田町,1283,1110,1159
若松町,3161,2544,2747
余丁町,2396,1910,2006
戸山１丁目,1424,1133,1230
戸山２丁目,3181,2006,3057
戸山３丁目,478,408,404
富久町,3867,3375,3338
百人町１丁目,1928,1496,987
百人町２丁目,2039,1590,1236
百人町３丁目,2361,2358,2596
百人町４丁目,1475,987,1359
大久保１丁目,1835,1352,1106
大久保２丁目,3725,2876,2516
大久保３丁目,2062,1965,2164
戸塚町１丁目,101,73,87
西早稲田１丁目,2934,2310,2452
西早稲田２丁目,3084,2531,2373
西早稲田３丁目,3400,3045,2885
高田馬場１丁目,2274,1915,1734
高田馬場２丁目,1026,834,702
高田馬場３丁目,3355,2601,2276
高田馬場４丁目,3366,2819,2631
下落合１丁目,1280,926,864
下落合２丁目,1749,1519,1639
下落合３丁目,2359,1876,2292
下落合４丁目,2326,1973,2183
中落合１丁目,2037,1590,1627
中落合２丁目,2549,2247,2378
中落合３丁目,2290,1954,2103
中落合４丁目,1594,1462,1413
上落合１丁目,3002,2507,2438
上落合２丁目,2999,2330,2217
上落合３丁目,2873,2182,2044
西落合１丁目,2602,2110,2224
西落合２丁目,2406,2018,1979
西落合３丁目,1760,1396,1620
西落合４丁目,1191,1012,1129
中井１丁目,1164,919,740
中井２丁目,1559,1438,1548
北新宿１丁目,3913,2921,2616
北新宿２丁目,2799,2436,2194
北新宿３丁目,3740,2949,2678
北新宿４丁目,3496,2736,2510
西新宿１丁目,33,27,27
西新宿２丁目,2,2,5
西新宿３丁目,1476,977,1000
西新宿４丁目,4641,3517,3159
西新宿５丁目,2528,1982,1741
西新宿６丁目,1996,1584,1402
西新宿７丁目,1512,1166,873
西新宿８丁目,1922,1414,1304
