町丁名,世帯数,男,女
四谷１丁目,265,227,288
四谷２丁目,255,195,219
四谷３丁目,268,180,205
四谷４丁目,2092,1661,1564
四谷本塩町,327,253,235
四谷三栄町,1049,910,973
四谷坂町,1581,1234,1157
若葉１丁目,1359,1217,1216
若葉２丁目,457,412,409
若葉３丁目,583,473,437
須賀町,770,655,652
左門町,1021,701,855
信濃町,540,390,493
南元町,1336,1099,1301
荒木町,1638,1189,1192
舟町,992,657,716
愛住町,871,656,663
大京町,2345,1731,2042
霞ヶ丘町,0,0,0
内藤町,673,586,662
片町,309,221,194
新宿１丁目,2867,2014,1774
新宿２丁目,796,599,461
新宿３丁目,74,66,31
新宿４丁目,175,136,93
新宿５丁目,2039,1391,1092
新宿６丁目,2797,2019,1694
新宿７丁目,3679,2865,2701
歌舞伎町１丁目,140,106,49
歌舞伎町２丁目,1579,1263,521
市谷田町１丁目,14,8,15
市谷田町２丁目,321,249,329
市谷田町３丁目,184,154,167
市谷本村町,1701,1461,1063
市谷砂土原町１丁目,100,90,106
市谷砂土原町２丁目,249,185,243
市谷砂土原町３丁目,424,411,451
市谷左内町,255,221,246
市谷加賀町１丁目,242,305,340
市谷加賀町２丁目,955,723,990
市谷甲良町,453,366,437
市谷船河原町,69,81,80
市谷長延寺町,70,26,69
市谷鷹匠町,36,25,31
市谷山伏町,306,260,293
市谷八幡町,64,55,59
神楽坂１丁目,12,13,14
神楽坂２丁目,119,78,109
神楽坂３丁目,266,208,180
神楽坂４丁目,93,80,98
神楽坂５丁目,360,296,366
神楽坂６丁目,503,341,421
細工町,259,215,207
二十騎町,388,283,343
揚場町,59,49,53
津久戸町,57,41,40
東五軒町,1233,1051,1182
西五軒町,978,800,858
赤城元町,250,209,231
南榎町,668,657,701
袋町,356,317,320
払方町,508,448,497
南町,390,417,437
北町,520,452,527
納戸町,549,492,574
南山伏町,419,336,355
北山伏町,363,229,314
白銀町,752,604,765
下宮比町,181,101,135
矢来町,2393,2014,2250
若宮町,507,443,460
岩戸町,417,276,338
中町,258,256,241
箪笥町,441,286,350
横寺町,609,468,481
筑土八幡町,596,435,524
新小川町,2102,1683,1630
神楽河岸,0,0,0
市谷薬王寺町,2053,1490,1628
市谷柳町,917,594,720
市谷仲之町,1283,1041,1214
赤城下町,831,643,619
天神町,655,491,511
榎町,470,324,329
東榎町,250,166,165
早稲田町,757,504,603
早稲田南町,402,325,360
馬場下町,306,232,232
原町１丁目,822,664,728
原町２丁目,657,585,590
原町３丁目,1154,873,1008
喜久井町,1065,912,902
築地町,320,247,302
弁天町,1929,1557,1696
中里町,345,316,350
山吹町,2484,1728,1894
改代町,371,296,284
水道町,709,483,471
早稲田鶴巻町,3295,2356,2491
住吉町,1723,1240,1310
市谷台町,825,633,638
河田町,1245,1103,1058
若松町,3171,2441,2779
余丁町,2431,1871,1966
戸山１丁目,1404,1119,1186
戸山２丁目,3152,1848,2918
戸山３丁目,596,496,531
富久町,3910,3379,3303
百人町１丁目,1816,1367,881
百人町２丁目,2106,1554,1270
百人町３丁目,2331,2288,2527
百人町４丁目,1526,972,1330
大久保１丁目,1860,1318,1028
大久保２丁目,3753,2812,2453
大久保３丁目,2126,1997,2092
戸塚町１丁目,109,78,83
西早稲田１丁目,2985,2249,2413
西早稲田２丁目,3215,2566,2445
西早稲田３丁目,3311,2909,2851
高田馬場１丁目,2408,1935,1808
高田馬場２丁目,1113,892,720
高田馬場３丁目,3342,2529,2251
高田馬場４丁目,3371,2753,2546
下落合１丁目,1413,961,987
下落合２丁目,1841,1605,1685
下落合３丁目,2483,1920,2388
下落合４丁目,2358,1968,2095
中落合１丁目,2174,1649,1667
中落合２丁目,2683,2290,2422
中落合３丁目,2299,1879,2086
中落合４丁目,1600,1428,1403
上落合１丁目,3087,2459,2463
上落合２丁目,3014,2261,2191
上落合３丁目,2997,2242,2075
西落合１丁目,2823,2159,2291
西落合２丁目,2427,2010,2015
西落合３丁目,1829,1427,1609
西落合４丁目,1300,1053,1176
中井１丁目,1197,883,731
中井２丁目,1630,1506,1555
北新宿１丁目,4174,3052,2587
北新宿２丁目,2998,2530,2228
北新宿３丁目,3719,2838,2598
北新宿４丁目,3581,2618,2516
西新宿１丁目,27,22,22
西新宿２丁目,1,1,4
西新宿３丁目,1499,1006,945
西新宿４丁目,4654,3421,3097
西新宿５丁目,2530,1957,1746
西新宿６丁目,2166,1708,1484
西新宿７丁目,1563,1196,867
西新宿８丁目,2064,1484,1370
