町丁名,世帯数,男,女
四谷１丁目,269,219,299
四谷２丁目,234,190,216
四谷３丁目,266,179,212
四谷４丁目,2074,1679,1541
四谷本塩町,304,235,239
四谷三栄町,1056,903,1005
四谷坂町,1479,1152,1123
若葉１丁目,1373,1252,1220
若葉２丁目,471,434,431
若葉３丁目,596,471,466
須賀町,806,701,666
左門町,1032,702,855
信濃町,501,368,461
南元町,1247,1104,1234
荒木町,1594,1185,1197
舟町,948,659,676
愛住町,853,658,695
大京町,2272,1700,2033
霞ヶ丘町,0,0,0
内藤町,673,593,611
片町,246,186,163
新宿１丁目,2811,2011,1759
新宿２丁目,839,631,472
新宿３丁目,91,80,46
新宿４丁目,195,156,103
新宿５丁目,1856,1309,986
新宿６丁目,2763,2013,1750
新宿７丁目,3631,2945,2724
歌舞伎町１丁目,162,133,48
歌舞伎町２丁目,1611,1279,552
市谷田町１丁目,14,8,15
市谷田町２丁目,328,245,337
市谷田町３丁目,192,160,179
市谷本村町,1634,1421,963
市谷砂土原町１丁目,101,90,112
市谷砂土原町２丁目,254,208,255
市谷砂土原町３丁目,438,426,467
市谷左内町,217,190,221
市谷加賀町１丁目,21,14,23
市谷加賀町２丁目,938,706,967
市谷甲良町,450,392,426
市谷船河原町,70,79,81
市谷長延寺町,86,40,78
市谷鷹匠町,13,11,15
市谷山伏町,300,261,278
市谷八幡町,61,55,66
神楽坂１丁目,11,12,15
神楽坂２丁目,120,75,109
神楽坂３丁目,275,218,196
神楽坂４丁目,94,79,96
神楽坂５丁目,374,301,398
神楽坂６丁目,529,349,444
細工町,249,213,211
二十騎町,393,316,358
揚場町,58,49,55
津久戸町,60,41,48
東五軒町,1147,995,1172
西五軒町,973,821,851
赤城元町,229,173,215
南榎町,698,687,702
袋町,358,306,333
払方町,499,465,521
南町,391,407,435
北町,516,484,526
納戸町,520,457,523
南山伏町,357,312,298
北山伏町,361,240,304
白銀町,709,571,743
下宮比町,151,88,122
矢来町,2453,2094,2397
若宮町,532,465,467
岩戸町,409,296,314
中町,255,246,255
箪笥町,441,296,334
横寺町,604,459,479
筑土八幡町,496,374,454
新小川町,1946,1595,1593
神楽河岸,0,0,0
市谷薬王寺町,2004,1519,1581
市谷柳町,854,572,671
市谷仲之町,1188,1051,1184
赤城下町,778,619,591
天神町,669,496,537
榎町,462,323,326
東榎町,216,135,157
早稲田町,777,527,629
早稲田南町,409,343,372
馬場下町,305,247,235
原町１丁目,802,649,713
原町２丁目,645,591,567
原町３丁目,1138,850,1017
喜久井町,1078,944,945
築地町,303,237,279
弁天町,1884,1523,1654
中里町,345,320,366
山吹町,2391,1712,1866
改代町,401,338,284
水道町,691,470,485
早稲田鶴巻町,3359,2490,2588
住吉町,1705,1267,1310
市谷台町,829,662,643
河田町,1241,1090,1109
若松町,3184,2508,2798
余丁町,2360,1900,1964
戸山１丁目,1457,1118,1258
戸山２丁目,3084,1920,2939
戸山３丁目,576,490,510
富久町,3885,3377,3325
百人町１丁目,1918,1499,947
百人町２丁目,2082,1577,1273
百人町３丁目,2360,2347,2629
百人町４丁目,1477,974,1333
大久保１丁目,1918,1385,1109
大久保２丁目,3732,2843,2497
大久保３丁目,2164,2019,2200
戸塚町１丁目,118,81,94
西早稲田１丁目,2977,2292,2479
西早稲田２丁目,3104,2592,2341
西早稲田３丁目,3401,3045,2937
高田馬場１丁目,2315,1921,1738
高田馬場２丁目,1047,868,707
高田馬場３丁目,3379,2614,2281
高田馬場４丁目,3420,2845,2619
下落合１丁目,1368,960,921
下落合２丁目,1793,1539,1644
下落合３丁目,2404,1935,2319
下落合４丁目,2379,1994,2178
中落合１丁目,2105,1647,1646
中落合２丁目,2585,2256,2390
中落合３丁目,2328,1933,2115
中落合４丁目,1623,1483,1431
上落合１丁目,3075,2522,2469
上落合２丁目,3069,2363,2269
上落合３丁目,2976,2235,2120
西落合１丁目,2687,2144,2242
西落合２丁目,2430,1991,2015
西落合３丁目,1805,1412,1639
西落合４丁目,1220,1050,1129
中井１丁目,1167,905,731
中井２丁目,1584,1474,1525
北新宿１丁目,3976,2919,2585
北新宿２丁目,2772,2432,2145
北新宿３丁目,3765,2971,2648
北新宿４丁目,3570,2721,2559
西新宿１丁目,32,24,27
西新宿２丁目,2,2,4
西新宿３丁目,1452,1010,950
西新宿４丁目,4659,3491,3207
西新宿５丁目,2446,1904,1739
西新宿６丁目,2083,1656,1436
西新宿７丁目,1567,1207,895
西新宿８丁目,1988,1462,1356
