町丁名,世帯数,男,女
四谷１丁目,17,14,8
四谷２丁目,12,8,9
四谷３丁目,20,13,10
四谷４丁目,188,107,102
四谷本塩町,17,8,12
四谷三栄町,60,44,35
四谷坂町,134,90,82
若葉１丁目,80,63,49
若葉２丁目,39,20,23
若葉３丁目,58,25,39
須賀町,47,32,21
左門町,68,42,32
信濃町,37,12,25
南元町,98,66,58
荒木町,124,75,70
舟町,59,35,27
愛住町,60,46,23
大京町,140,101,67
霞ヶ丘町,3,3,0
内藤町,42,23,31
片町,24,10,14
新宿１丁目,288,163,162
新宿２丁目,107,66,50
新宿３丁目,6,6,6
新宿４丁目,7,4,4
新宿５丁目,232,149,122
新宿６丁目,361,225,232
新宿７丁目,685,452,449
歌舞伎町１丁目,11,9,3
歌舞伎町２丁目,376,205,242
市谷田町１丁目,1,0,1
市谷田町２丁目,15,13,13
市谷田町３丁目,18,5,16
市谷本村町,74,72,71
市谷砂土原町１丁目,1,2,2
市谷砂土原町２丁目,15,13,6
市谷砂土原町３丁目,65,86,60
市谷左内町,9,5,8
市谷加賀町１丁目,0,0,0
市谷加賀町２丁目,67,43,47
市谷甲良町,32,23,16
市谷船河原町,6,7,13
市谷長延寺町,7,2,5
市谷鷹匠町,0,0,0
市谷山伏町,17,13,11
市谷八幡町,2,1,1
神楽坂１丁目,0,0,0
神楽坂２丁目,6,3,3
神楽坂３丁目,16,11,9
神楽坂４丁目,4,2,3
神楽坂５丁目,10,8,5
神楽坂６丁目,24,15,12
細工町,14,7,9
二十騎町,18,13,11
揚場町,1,1,0
津久戸町,3,2,1
東五軒町,67,33,41
西五軒町,67,49,34
赤城元町,4,2,3
南榎町,46,32,23
袋町,16,12,7
払方町,30,26,29
南町,19,21,10
北町,16,12,7
納戸町,47,33,24
南山伏町,7,6,3
北山伏町,30,14,18
白銀町,32,18,19
下宮比町,8,2,7
矢来町,111,66,65
若宮町,33,43,51
岩戸町,18,12,11
中町,7,4,5
箪笥町,16,12,7
横寺町,21,12,9
筑土八幡町,14,7,12
新小川町,101,58,61
神楽河岸,0,0,0
市谷薬王寺町,161,128,149
市谷柳町,39,27,22
市谷仲之町,142,148,157
赤城下町,41,27,20
天神町,56,31,26
榎町,17,4,13
東榎町,16,5,12
早稲田町,120,55,78
早稲田南町,51,35,21
馬場下町,33,17,22
原町１丁目,65,41,36
原町２丁目,51,35,38
原町３丁目,109,95,105
喜久井町,69,46,40
築地町,11,9,2
弁天町,132,75,86
中里町,8,2,6
山吹町,212,101,136
改代町,23,10,14
水道町,45,25,26
早稲田鶴巻町,452,240,279
住吉町,146,99,100
市谷台町,82,50,48
河田町,295,331,356
若松町,307,264,256
余丁町,177,132,123
戸山１丁目,129,77,88
戸山２丁目,309,155,296
戸山３丁目,74,43,43
富久町,314,207,233
百人町１丁目,1033,673,541
百人町２丁目,1388,988,767
百人町３丁目,267,230,250
百人町４丁目,188,172,208
大久保１丁目,1264,733,770
大久保２丁目,1795,1201,1149
大久保３丁目,404,307,340
戸塚町１丁目,24,11,16
西早稲田１丁目,625,349,372
西早稲田２丁目,647,388,346
西早稲田３丁目,701,410,380
高田馬場１丁目,471,295,263
高田馬場２丁目,242,148,116
高田馬場３丁目,791,500,412
高田馬場４丁目,775,559,456
下落合１丁目,539,324,292
下落合２丁目,288,199,163
下落合３丁目,219,137,126
下落合４丁目,322,183,173
中落合１丁目,259,165,137
中落合２丁目,251,159,156
中落合３丁目,144,83,85
中落合４丁目,126,75,80
上落合１丁目,283,202,175
上落合２丁目,268,162,153
上落合３丁目,295,164,170
西落合１丁目,166,82,110
西落合２丁目,173,101,107
西落合３丁目,133,77,70
西落合４丁目,84,47,48
中井１丁目,102,63,53
中井２丁目,140,77,91
北新宿１丁目,1252,844,662
北新宿２丁目,373,260,268
北新宿３丁目,1019,718,607
北新宿４丁目,860,583,534
西新宿１丁目,3,2,1
西新宿２丁目,0,0,0
西新宿３丁目,210,127,106
西新宿４丁目,477,274,265
西新宿５丁目,262,172,196
西新宿６丁目,328,254,222
西新宿７丁目,203,122,110
西新宿８丁目,223,130,141
