町丁名,世帯数,男,女
四谷１丁目,274,231,303
四谷２丁目,254,194,212
四谷３丁目,284,186,217
四谷４丁目,2177,1707,1593
四谷本塩町,327,249,233
四谷三栄町,1087,926,984
四谷坂町,1569,1207,1149
若葉１丁目,1373,1222,1228
若葉２丁目,526,449,443
若葉３丁目,604,482,438
須賀町,767,651,642
左門町,1043,694,869
信濃町,507,351,457
南元町,1339,1092,1302
荒木町,1639,1193,1193
舟町,1063,708,774
愛住町,877,660,657
大京町,2345,1727,2023
霞ヶ丘町,0,0,0
内藤町,649,561,658
片町,330,227,213
新宿１丁目,2829,1987,1753
新宿２丁目,784,592,445
新宿３丁目,75,64,33
新宿４丁目,170,127,91
新宿５丁目,2022,1353,1087
新宿６丁目,2851,2040,1695
新宿７丁目,3729,2870,2682
歌舞伎町１丁目,137,103,51
歌舞伎町２丁目,1499,1202,494
市谷田町１丁目,15,9,13
市谷田町２丁目,317,242,330
市谷田町３丁目,184,146,166
市谷本村町,1691,1459,1036
市谷砂土原町１丁目,97,88,105
市谷砂土原町２丁目,256,195,238
市谷砂土原町３丁目,458,448,485
市谷左内町,256,221,246
市谷加賀町１丁目,243,298,343
市谷加賀町２丁目,966,730,988
市谷甲良町,450,362,438
市谷船河原町,68,81,79
市谷長延寺町,69,24,69
市谷鷹匠町,41,31,30
市谷山伏町,311,259,292
市谷八幡町,68,58,62
神楽坂１丁目,11,12,14
神楽坂２丁目,122,85,112
神楽坂３丁目,262,205,178
神楽坂４丁目,91,80,92
神楽坂５丁目,368,301,369
神楽坂６丁目,506,353,406
細工町,247,205,197
二十騎町,384,284,344
揚場町,62,52,52
津久戸町,62,42,43
東五軒町,1216,1034,1176
西五軒町,967,803,851
赤城元町,248,204,228
南榎町,666,646,710
袋町,429,404,406
払方町,505,437,483
南町,381,394,427
北町,515,455,527
納戸町,587,521,607
南山伏町,417,327,366
北山伏町,361,229,310
白銀町,749,600,765
下宮比町,188,100,141
矢来町,2432,1995,2217
若宮町,525,442,456
岩戸町,399,260,327
中町,248,247,239
箪笥町,443,288,342
横寺町,585,443,468
筑土八幡町,603,431,536
新小川町,2109,1693,1636
神楽河岸,0,0,0
市谷薬王寺町,2056,1493,1637
市谷柳町,937,593,733
市谷仲之町,1304,1047,1209
赤城下町,842,660,623
天神町,693,503,558
榎町,477,325,327
東榎町,251,157,171
早稲田町,762,505,605
早稲田南町,407,330,352
馬場下町,281,216,220
原町１丁目,815,656,710
原町２丁目,664,601,572
原町３丁目,1140,848,1003
喜久井町,1066,902,901
築地町,310,242,287
弁天町,2034,1669,1805
中里町,345,309,345
山吹町,2514,1757,1912
改代町,384,301,281
水道町,697,460,479
早稲田鶴巻町,3325,2363,2472
住吉町,1705,1223,1287
市谷台町,916,681,677
河田町,1184,1030,999
若松町,3226,2466,2811
余丁町,2439,1852,1967
戸山１丁目,1409,1081,1204
戸山２丁目,3099,1781,2848
戸山３丁目,599,507,531
富久町,3936,3355,3278
百人町１丁目,1831,1381,872
百人町２丁目,2086,1528,1264
百人町３丁目,2358,2281,2475
百人町４丁目,1532,967,1332
大久保１丁目,1824,1278,1003
大久保２丁目,3741,2769,2419
大久保３丁目,2135,2005,2090
戸塚町１丁目,107,78,77
西早稲田１丁目,2983,2232,2412
西早稲田２丁目,3180,2530,2427
西早稲田３丁目,3313,2879,2827
高田馬場１丁目,2410,1932,1775
高田馬場２丁目,1096,871,703
高田馬場３丁目,3319,2498,2224
高田馬場４丁目,3395,2775,2563
下落合１丁目,1419,966,985
下落合２丁目,1890,1633,1744
下落合３丁目,2470,1885,2376
下落合４丁目,2362,1953,2057
中落合１丁目,2296,1743,1775
中落合２丁目,2669,2252,2378
中落合３丁目,2302,1889,2067
中落合４丁目,1606,1424,1424
上落合１丁目,3085,2461,2451
上落合２丁目,2974,2257,2143
上落合３丁目,2985,2206,2058
西落合１丁目,2789,2147,2225
西落合２丁目,2444,2008,1995
西落合３丁目,1851,1451,1599
西落合４丁目,1323,1074,1175
中井１丁目,1181,879,726
中井２丁目,1613,1486,1533
北新宿１丁目,4129,3008,2562
北新宿２丁目,3028,2555,2219
北新宿３丁目,3751,2804,2623
北新宿４丁目,3502,2566,2454
西新宿１丁目,28,22,21
西新宿２丁目,1,1,4
西新宿３丁目,1389,951,863
西新宿４丁目,4747,3466,3144
西新宿５丁目,2674,2060,1841
西新宿６丁目,2131,1674,1447
西新宿７丁目,1554,1206,845
西新宿８丁目,2070,1488,1368
