町丁名,世帯数,男,女
四谷１丁目,274,225,308
四谷２丁目,231,190,213
四谷３丁目,260,175,213
四谷４丁目,2050,1657,1538
四谷本塩町,305,237,239
四谷三栄町,1046,897,996
四谷坂町,1483,1157,1130
若葉１丁目,1367,1249,1215
若葉２丁目,470,435,429
若葉３丁目,595,471,463
須賀町,803,698,657
左門町,1037,704,861
信濃町,495,368,457
南元町,1247,1104,1236
荒木町,1590,1185,1193
舟町,952,657,682
愛住町,855,663,697
大京町,2264,1700,2028
霞ヶ丘町,0,0,0
内藤町,665,585,612
片町,246,186,164
新宿１丁目,2808,2006,1746
新宿２丁目,835,627,473
新宿３丁目,93,81,46
新宿４丁目,194,154,103
新宿５丁目,1853,1303,985
新宿６丁目,2752,2013,1743
新宿７丁目,3646,2956,2722
歌舞伎町１丁目,161,132,47
歌舞伎町２丁目,1610,1273,555
市谷田町１丁目,14,7,16
市谷田町２丁目,326,245,332
市谷田町３丁目,192,159,181
市谷本村町,1629,1424,965
市谷砂土原町１丁目,102,91,112
市谷砂土原町２丁目,249,202,257
市谷砂土原町３丁目,438,426,468
市谷左内町,218,191,222
市谷加賀町１丁目,21,14,23
市谷加賀町２丁目,931,707,960
市谷甲良町,444,385,424
市谷船河原町,73,83,85
市谷長延寺町,86,41,79
市谷鷹匠町,14,12,15
市谷山伏町,301,259,281
市谷八幡町,61,55,66
神楽坂１丁目,11,12,15
神楽坂２丁目,120,75,109
神楽坂３丁目,271,216,194
神楽坂４丁目,94,79,96
神楽坂５丁目,377,302,400
神楽坂６丁目,530,349,442
細工町,250,211,213
二十騎町,394,317,358
揚場町,58,49,55
津久戸町,59,40,49
東五軒町,1135,987,1162
西五軒町,973,822,853
赤城元町,230,173,216
南榎町,702,692,703
袋町,361,309,336
払方町,498,466,521
南町,391,409,435
北町,516,481,525
納戸町,521,460,522
南山伏町,357,312,298
北山伏町,358,238,301
白銀町,706,569,743
下宮比町,152,89,122
矢来町,2444,2085,2390
若宮町,532,463,466
岩戸町,409,297,313
中町,255,249,252
箪笥町,441,297,335
横寺町,609,462,480
筑土八幡町,496,377,454
新小川町,1933,1579,1579
神楽河岸,0,0,0
市谷薬王寺町,1999,1514,1576
市谷柳町,853,572,670
市谷仲之町,1179,1045,1180
赤城下町,776,618,590
天神町,667,498,535
榎町,466,325,329
東榎町,216,136,157
早稲田町,782,530,633
早稲田南町,409,344,368
馬場下町,305,247,235
原町１丁目,795,647,713
原町２丁目,647,591,571
原町３丁目,1140,851,1023
喜久井町,1069,939,942
築地町,302,236,277
弁天町,1874,1519,1648
中里町,346,321,369
山吹町,2389,1712,1863
改代町,400,336,283
水道町,690,471,481
早稲田鶴巻町,3352,2479,2589
住吉町,1699,1259,1313
市谷台町,832,662,646
河田町,1244,1095,1113
若松町,3170,2491,2801
余丁町,2369,1897,1968
戸山１丁目,1452,1114,1253
戸山２丁目,3078,1920,2931
戸山３丁目,573,486,511
富久町,3878,3373,3323
百人町１丁目,1925,1501,946
百人町２丁目,2079,1579,1269
百人町３丁目,2357,2339,2626
百人町４丁目,1487,977,1346
大久保１丁目,1917,1389,1102
大久保２丁目,3741,2849,2487
大久保３丁目,2165,2016,2206
戸塚町１丁目,119,82,94
西早稲田１丁目,2985,2301,2485
西早稲田２丁目,3128,2608,2355
西早稲田３丁目,3409,3045,2940
高田馬場１丁目,2305,1920,1734
高田馬場２丁目,1044,869,704
高田馬場３丁目,3380,2611,2268
高田馬場４丁目,3415,2835,2623
下落合１丁目,1373,964,920
下落合２丁目,1781,1530,1639
下落合３丁目,2413,1931,2326
下落合４丁目,2369,1991,2168
中落合１丁目,2106,1649,1647
中落合２丁目,2588,2260,2395
中落合３丁目,2344,1939,2127
中落合４丁目,1624,1489,1423
上落合１丁目,3060,2507,2468
上落合２丁目,3077,2366,2268
上落合３丁目,2965,2232,2111
西落合１丁目,2671,2136,2234
西落合２丁目,2426,1986,2016
西落合３丁目,1813,1419,1646
西落合４丁目,1225,1053,1136
中井１丁目,1168,906,730
中井２丁目,1579,1473,1515
北新宿１丁目,3977,2914,2593
北新宿２丁目,2771,2439,2137
北新宿３丁目,3755,2962,2639
北新宿４丁目,3568,2719,2559
西新宿１丁目,32,24,27
西新宿２丁目,1,1,4
西新宿３丁目,1448,1016,946
西新宿４丁目,4660,3497,3202
西新宿５丁目,2441,1900,1727
西新宿６丁目,2101,1670,1453
西新宿７丁目,1573,1209,898
西新宿８丁目,2001,1472,1361
